,a,b
983,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
984,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
985,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
986,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
987,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
988,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
989,"[-224.27435753287446, -1098.0595860750154, -62.79910954217163, -1076.4522902768906]","[0.7433083172049667, 3.6406667607659156, 0.21049730728923788, 3.567935530328847]"
990,"[-1658.9852277528998, 272.63734743171045, -580.6300332416404, -108.01804364518422]","[5.525854129643641, -0.9101262135798497, 1.9344830942685913, 0.35542199512866585]"
991,"[-222.37558891308421, 666.0318798713455, -575.7534088539072, 623.5132035323248]","[0.7393660655223528, -2.2212784156166787, 1.9193008613034521, -2.078905096269819]"
992,"[-1097.0003884197313, 469.2450416430189, -86.07533229521094, 1294.1533605356371]","[3.6545614538671445, -1.5659769755753858, 0.28747995938459464, -4.313138808225484]"
993,"[-1258.1117609100397, -1130.5784107044815, -551.3355835954815, -267.7234174153496]","[4.19477317124544, 3.7599893596210308, 1.836695296857626, 0.8892207796871135]"
994,"[-357.0916231941306, -955.5700257270989, -561.7263099638627, -75.21277809994149]","[1.1922660179157942, 3.1815278895020325, 1.8712684423125818, 0.24861843485302637]"
995,"[-245.92726306089614, 129.0158651058258, 27.35928523798261, -320.79344472667304]","[0.8223541114214894, -0.4301645693457983, -0.09354463558848265, 1.068468371631528]"
996,"[-711.6703567305153, -1061.3344579376105, -4.427511451282855, -95.86690048189523]","[2.378419116811625, 3.5389244017543495, 0.011777265334454407, 0.3178840050411199]"
997,"[-17.32471331392952, 1992.3720671972844, 492.1105474267989, -1413.0443586963481]","[0.058391101740681094, -6.651281768767921, -1.64809437638148, 4.716330071085383]"
998,"[473.2199973455409, 1421.6313811087753, 238.98276445876675, -449.8601332317125]","[-1.5834102740573723, -4.748036176118532, -0.8016271613770933, 1.5018852789390595]"
999,"[294.466550272343, 1217.268197049779, 469.45389518413447, 437.0455245803825]","[-0.9845366009110257, -4.065761680043935, -1.5734143387479682, -1.4663160704449096]"
1000,"[-497.77717919783987, 937.3080550623193, 333.8795782154325, -450.0733640998217]","[1.668223879982145, -3.12963087048591, -1.1206619490537841, 1.5063371699140329]"
1001,"[-47.077028573957, 504.6023365706873, 65.52740616809636, -333.28351148494534]","[0.15949013474500887, -1.6866429588816143, -0.22196724666563983, 1.115545428624139]"
1002,"[201.01894328585755, 424.4762684979097, 566.365330268462, 154.04920725593593]","[-0.6742300214629456, -1.4244789431920004, -1.9021086148865367, -0.5188478283204416]"
1003,"[448.4947192336972, 519.3571818717775, -284.0845321354871, 315.9445706925686]","[-1.5040974802385743, -1.741924770650325, 0.9523636955479908, -1.0604629676160318]"
1004,"[-928.767431752289, 764.749735175096, 190.57234684456878, 401.0823216128611]","[3.1260344781118596, -2.5636712284210645, -0.6386262928556369, -1.343342773136243]"
1005,"[-302.1701896046536, -389.4741662756455, -209.64428616656747, 1179.1113249085815]","[1.0191892886903018, 1.3069940215401707, 0.7024824583526311, -3.9398480789559107]"
1006,"[824.6979842464369, -39.280827603490835, 76.46352072040992, 753.6940602106632]","[-2.7701875491476704, 0.1312691163650048, -0.25496029308939866, -2.514619580285914]"
1007,"[-384.9639810836023, -504.33786302341355, 270.6177950452798, 585.9660815195913]","[1.2923199273583903, 1.6864475465565028, -0.9025777549960613, -1.9538132569245081]"
1008,"[-581.9864381694618, -280.36611107406105, 175.28042562900094, 693.9918521780534]","[1.9479016764724089, 0.936591913501041, -0.5796810009218537, -2.3029867821995462]"
1009,"[-439.89955270412725, -252.52182472443442, -99.08779072892295, 1543.2596474709285]","[1.473105351020441, 0.8439802509840147, 0.3311580685558201, -5.120486385486028]"
1010,"[-969.5781361803847, -505.62506846886873, 291.89008783550884, 1403.8813576764326]","[3.243437460999543, 1.6866082839907233, -0.9695386391328105, -4.659773171717456]"
1011,"[-1063.177787009491, -619.9413586218749, 248.92480998732793, 616.6087743245084]","[3.5521388045610247, 2.0669904326209654, -0.8275963167651789, -2.0475513552744125]"
1012,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1013,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1014,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1015,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1016,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1017,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1018,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1019,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1020,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1021,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1022,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1023,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1024,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1025,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1026,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1027,"[147.69036441551577, -231.68890822124936, -943.2734236117487, -413.6332964076324]","[-0.49407594188451015, 0.7714539230752983, 3.1309504605117184, 1.3802592752502247]"
1028,"[-211.98633892683822, -78.72410327416686, -828.8436928276149, 36.8734746183997]","[0.7054323682628524, 0.26127548530458267, 2.7487919373653207, -0.12025820942203533]"
1029,"[-173.29156105263658, -129.19804254739205, -94.98522696856224, 575.8239995637452]","[0.5751574584406461, 0.42901999604430957, 0.3121289027395407, -1.9110524893349947]"
1030,"[-216.43822933593037, 778.6226364110994, -105.42814192949533, 721.5410350134813]","[0.7159756958596782, -2.576475305708406, 0.34654161638161285, -2.3917538089707038]"
1031,"[-126.05938497218615, 978.1056642406581, 675.8560295113354, 419.8966095291507]","[0.41397556486441794, -3.2330958414728035, -2.239319636093453, -1.383123938214474]"
1032,"[-467.28223833632603, 3146.9610284840555, 1038.3788171024173, 348.646066489933]","[1.5442752111729086, -10.413209087108937, -3.436853278964002, -1.1416880302169001]"
1033,"[-504.70788474417674, 1918.8303912696622, 1082.1499249320966, 355.7436089441286]","[1.6663577041990663, -6.342443252329739, -3.5810645349982573, -1.1617944684562664]"
1034,"[355.47796634561047, 1885.6374690011864, 920.7282833321575, 463.20236558467747]","[-1.178089073316504, -6.232268384069729, -3.0471634949992725, -1.5151949517484467]"
1035,"[714.3383075308304, 1827.954215214492, 352.2464544934985, 803.687604782294]","[-2.3648370314390856, -6.044837532979772, -1.1655817197028477, -2.6415148398572814]"
1036,"[963.0210436795196, 1294.685047292454, 2281.073966109957, 1710.3865659252158]","[-3.1875718591476905, -4.281206456623149, -7.548191841295675, -5.643923359660733]"
1037,"[805.0027989650046, 71.2923330747436, 2472.350811840702, 3148.686153483322]","[-2.6659439798774742, -0.23650349735303888, -8.180577044849313, -10.414600897807109]"
1038,"[1150.695273853226, 868.6087904304486, 2899.9108065678383, 2896.410508414134]","[-3.8109640074625775, -2.8772836837926032, -9.599977478645497, -9.581023334648242]"
1039,"[1055.3869868397255, 1110.0816696653508, 3023.584206391639, 2789.239724123301]","[-3.4979686390074543, -3.676261911644007, -10.012463141936717, -9.230029079516433]"
1040,"[922.8000956263935, 1533.359321536172, 1686.9803490267145, 3223.439435757798]","[-3.058862613956624, -5.077974287713495, -5.584268484162287, -10.670550551377682]"
1041,"[498.6952086763602, 2633.6699201087235, 1745.2072332327166, 3600.581862401737]","[-1.652443134373696, -8.71903582215016, -5.775584189146909, -11.912969211837169]"
1042,"[408.58852975348225, 2699.083047116595, 3054.650215912476, 3169.8752916143826]","[-1.3557222076648012, -8.934740477972849, -10.111818641501358, -10.477297657767897]"
1043,"[954.5541688661565, 3497.173211584748, 3409.7040086188754, 3729.7769566403513]","[-3.1647119054229265, -11.576386237013475, -11.286376217531739, -12.328471125163974]"
1044,"[1021.5610649687974, 3137.8534104977934, 3454.533288509678, 2506.151012120924]","[-3.387960993630532, -10.38491043462607, -11.435453891051413, -8.28291967440997]"
1045,"[112.81938170545247, 1876.894630129708, 2920.5476599049352, 2382.148821274474]","[-0.37970192683470366, -6.216177231892614, -9.669685461959652, -7.873554375813459]"
1046,"[-737.9848616337548, 2364.942248799883, 2556.172819104396, 1823.677490188353]","[2.437151935046654, -7.826886444812587, -8.464753675560353, -6.028678257533495]"
1047,"[-268.34736145436847, 1521.2294899763954, -18.129372969156034, 2658.1307566833534]","[0.8843775851248337, -5.035448735978455, 0.05858272295314451, -8.78989362554607]"
1048,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1049,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1050,"[365.8611906440497, 882.408061316543, 576.5980837089513, -797.264469434585]","[-1.2153896649688698, -2.920365317326786, -1.9095970180431987, 2.63892672821551]"
1051,"[414.29772409351676, 1042.9264632857348, 838.4362017541991, 209.42205647623243]","[-1.3724953677570901, -3.4494697927481104, -2.7721071874516285, -0.695764554786064]"
1052,"[2816.5041670646883, -49.834410721017434, 1453.9666439414416, 394.33200828702417]","[-9.308374951584966, 0.1617858775862925, -4.803802930169343, -1.305241668259678]"
1053,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1054,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1055,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1056,"[214.50519964499088, 1166.1370727693823, 1998.9788023950862, 2528.5735227650052]","[-0.7050416653595996, -3.849041964971612, -6.599002927649426, -8.35742059681292]"
1057,"[997.20128789752, 59.31667933247248, 778.6593289460492, 2540.1817365778547]","[-3.2894485974537266, -0.1912472599240376, -2.574067795351846, -8.407911370302479]"
1058,"[900.9037570120483, 1016.1480916401665, -70.54073305329636, 2879.804465465547]","[-2.9703219292975014, -3.351151446046448, 0.22917064869275858, -9.53214597052444]"
1059,"[-264.7218695461967, 1250.7460712859454, 874.5944486824192, 2720.6640388378282]","[0.8881837929773068, -4.139952992057456, -2.896986192864152, -9.005872516561901]"
1060,"[234.64537950249908, 2168.1083656285346, 694.7616485332953, 2573.5207411448123]","[-0.7663247023112072, -7.162991400803845, -2.2998931509731224, -8.503716112223245]"
1061,"[223.98595879243928, 2937.787399746237, 763.2559125415803, 2049.1703501040256]","[-0.7284253811247314, -9.707554277850418, -2.5262716834122223, -6.76674936129981]"
1062,"[-350.52049526587365, 1466.2439584363249, 937.5393287543236, 2641.067759849502]","[1.1760835434813022, -4.841316442103285, -3.102906465040303, -8.724769354158004]"
1063,"[1238.6201086270096, 2210.974799686016, 823.6390420719678, 2346.4248371105855]","[-4.082315496756563, -7.295981319679464, -2.7266267833889137, -7.753575142831504]"
1064,"[-504.9597000820848, 1111.3415172047387, 565.0096900683611, 515.1319234846239]","[1.687560846151896, -3.6616735473041873, -1.871529903142619, -1.7023131301583942]"
1065,"[1391.102004278564, 1338.5797625961898, 1793.7924838953243, 1711.2353005163477]","[-4.587630981096765, -4.411604237694257, -5.927215088816661, -5.653088922596457]"
1066,"[1656.5470503965637, 537.0903108464893, 2446.979842639582, 1625.7249772224995]","[-5.466494768378277, -1.7639836805740536, -8.077466969283943, -5.371916122154421]"
1067,"[1823.1309219666928, -385.30334240958916, 3337.6881059586613, 757.4628599998716]","[-6.017368847048855, 1.2794437044289901, -11.012619806256515, -2.5061465070774105]"
1068,"[1925.0268044000013, -1214.9650394808973, 3883.487276207854, -31.556228271014817]","[-6.34992436864348, 4.017757672010004, -12.81485065266777, 0.09621318823980045]"
1069,"[2017.828891014263, -793.2177181425109, 2531.402570643871, 231.58605145677944]","[-6.6535791883937545, 2.623210980524604, -8.34909650392863, -0.7727222062651361]"
1070,"[1504.6598155709341, 1802.2712235512915, 361.1703580832899, 555.021314795556]","[-4.956562918494092, -5.939754016244683, -1.1925866966092817, -1.837815257856254]"
1071,"[972.0773069287978, 3295.572564290708, -1165.952428034119, -496.0130912401544]","[-3.2003603293679768, -10.864030515353674, 3.8390460987621755, 1.6305563356569974]"
1072,"[1800.2866414420696, 1219.9990610295251, 952.0439762809109, -346.96550697225547]","[-5.928100739041057, -4.0194569475783, -3.1412003383498086, 1.1391789081058874]"
1073,"[1203.369582421593, 1870.185872740026, -949.5833389258889, -892.0063905133668]","[-3.9594176635130776, -6.162448172212931, 3.1221534031922897, 2.937383002522351]"
1074,"[466.9971366143723, 662.4955179860722, -1284.2957265884297, -766.8011024584478]","[-1.534462157594728, -2.1792629633990117, 4.226327601841379, 2.5247560732746788]"
1075,"[339.1378461872535, 349.6893954042387, -837.1959071314035, -385.9798943488266]","[-1.1136211946499652, -1.1486734548528117, 2.75354055490482, 1.2708528434246635]"
1076,"[-476.34986370122914, -1390.6625178603158, -1455.258696343929, -461.07047327120586]","[1.5710002484023398, 4.585195241007806, 4.791504400175066, 1.5199866356012797]"
1077,"[-1221.7002911838438, -2188.374520494226, -1247.7676252132974, -632.725560118382]","[4.028242955983626, 7.214610562513093, 4.112014213451731, 2.088096637168942]"
1078,"[-380.43425223189024, 2951.5433529755205, -775.0158085401652, -1053.8772260512033]","[1.2561957144516376, -9.732720192171815, 2.556285975141431, 3.480077913472396]"
1079,"[-523.1093070594698, -1637.010277199678, -755.5218647276162, -919.6451665415987]","[1.7285894181885957, 5.403093122853002, 2.494102887788055, 3.038084986412474]"
1080,"[-1317.0413381462236, -1173.1526796374258, -692.8299760864147, -1027.5416423215381]","[4.353164191399196, 3.873401240138318, 2.288745888075416, 3.3971779386622476]"
1081,"[1911.6798343604964, -94.89190009981209, -244.62711018698135, -1048.5371764448603]","[-6.312089173367225, 0.31501428847303914, 0.8109412824683705, 3.4681068495584944]"
1082,"[-481.8261094413144, -1408.0246782212885, -728.8491703704591, -664.4441152481601]","[1.5963900491457925, 4.657523402458145, 2.411058613892195, 2.199874946267752]"
1083,"[-1787.49115772609, -1775.3861027510632, -1569.7332529603061, -805.2910050931049]","[5.914978150708864, 5.870558767127873, 5.189698486646966, 2.669682197727399]"
1084,"[-124.4183090856129, -2109.470606540194, 801.4806177318104, -151.72906148423343]","[0.4153902155527722, 6.980297300714096, -2.646268258970593, 0.5070789675604909]"
1085,"[291.957886493998, 285.4072925021009, -1455.2324072339568, -192.66174292814]","[-0.9623868805048507, -0.9439983992481068, 4.820629383591712, 0.6435464033838938]"
1086,"[-818.9895454074261, -995.5387818370832, -1117.1487125148867, 91.2911121307582]","[2.716060852536904, 3.300155533796403, 3.7048679981938224, -0.2971615016880123]"
1087,"[-1269.5009738684207, -1089.5085831186377, -1034.771776265419, 721.673684619154]","[4.212844159063618, 3.60930853290001, 3.4343780957331624, -2.3892309749002005]"
1088,"[299.8994092627475, -223.5430923577682, -1171.9040807025074, -840.8976693549918]","[-0.9914863310650638, 0.7421254058408175, 3.893951465329183, 2.79566149377193]"
1089,"[203.00942334600254, 1493.8545661491114, 679.0473028600146, 198.63866856836597]","[-0.6698112664775789, -4.9579085252224395, -2.2458023705279437, -0.6561578673173039]"
1090,"[-584.299353175018, -543.5810266720601, 289.0845396180845, 457.26285587732775]","[1.941913330097321, 1.8061628232397233, -0.9506351244970163, -1.516540672329368]"
1091,"[-1228.6944707636435, -171.6969102504159, -1574.834854007599, -504.9057693922553]","[4.084138524382549, 0.5708334985801076, 5.233971569834661, 1.6800045164149855]"
1092,"[1040.979741497205, -182.5791796823634, -502.10004306909747, -469.37469485856064]","[-3.4576182280388004, 0.6067960400460071, 1.674246311405161, 1.562097238920487]"
1093,"[-399.9094994132039, -528.1921970142115, 505.9243432098783, -337.1970927243898]","[1.333092617339765, 1.759019932426895, -1.6736497249739193, 1.1236307821013822]"
1094,"[-219.3416907121514, -2149.566616606819, -812.6824248215805, -852.1488552808433]","[0.730879496305119, 7.160185414770412, 2.706259076575625, 2.840459771654633]"
1095,"[-633.312530033662, -739.904766860122, -50.50643210505602, -425.02031723550994]","[2.109784445197799, 2.464725249551007, 0.17500469543549443, 1.4161139760149064]"
1096,"[1139.9492885604286, -164.72209181374686, 278.09463504066844, 279.2891280031562]","[-3.804118796658293, 0.5508244581088941, -0.9199391510364211, -0.9314723109136219]"
1097,"[421.38913767011786, 337.5055774091056, -108.36634680850183, 1221.0927651878894]","[-1.4049732243079036, -1.1231042808815388, 0.3662137074852113, -4.072658644115753]"
1098,"[-48.742376660654585, 1021.9273060325601, -73.13529722034214, -495.4500539648687]","[0.1631380723915736, -3.409493855499645, 0.24813430271272857, 1.6510734516711336]"
1099,"[633.0182346996439, 931.8617761566644, 189.26977275747728, -401.26044967740336]","[-2.112363526862853, -3.107765178915334, -0.6267279714887651, 1.3379837304402304]"
1100,"[173.32188819312478, 161.95310952166906, 446.6558582939026, -376.5659829140457]","[-0.5786690055807717, -0.537826074445979, -1.486176501277688, 1.2558801139105586]"
1101,"[-314.87119840622927, -470.096905684931, 110.75154169691973, -45.42863192289297]","[1.0515122679823599, 1.5719828018812654, -0.36581252956816507, 0.15127055058602196]"
1102,"[-185.79428457008865, -118.92892554708057, 18.06454885334284, 749.8024214424145]","[0.6189486625271439, 0.4001849188836316, -0.057354402632941386, -2.5057183383431183]"
1103,"[-262.9487723007027, 37.39302087998084, -319.1027689572254, -221.87993405961012]","[0.8774734652655235, -0.12211072412765987, 1.0685068853715443, 0.7428020624985799]"
1104,"[78.87387376927559, 70.13161331769454, -183.2372703198189, 264.71909895863735]","[-0.2656832744167371, -0.23077462259580286, 0.6140294648227012, -0.8831423334508468]"
1105,"[13.24373417893422, -233.8416279932028, 154.90064667647786, 466.2417898934831]","[-0.04723672969959726, 0.7833908259585427, -0.5166470790585188, -1.5551257384656623]"
1106,"[-106.89071197717365, -332.08151547804954, -297.7029020138919, 791.2972804477265]","[0.3549264465629558, 1.112629876595929, 0.9978344300590036, -2.6394909125550554]"
1107,"[128.40931797928025, 441.85006588706335, -222.01433122910504, 469.47337628538975]","[-0.4330113374487379, -1.4734511807700987, 0.7438417852005444, -1.5631955321443762]"
1108,"[-90.34236402746365, -138.00801728289696, -834.6346597134565, 406.66945830933975]","[0.3000625339688805, 0.4660061917060276, 2.787873555969828, -1.3529486884159019]"
1109,"[5.190418304384503, -138.01062695395626, -675.2724172111199, -317.66803435054635]","[-0.019486595667061943, 0.4660100733269342, 2.258425293036956, 1.0652168329981087]"
1110,"[-334.5228541866736, -161.9054635482962, -555.7057563580385, 322.7762543284007]","[1.118745405797822, 0.5467268201135301, 1.8585980047222852, -1.0763934185506558]"
1111,"[339.938839672384, 5.4324382320643085, -772.0001927426871, 21.109019846973332]","[-1.1361870148898803, -0.01193771457171353, 2.580432710390937, -0.06725514687949781]"
1112,"[917.3983542989885, 3.807759053289835, -1129.216817720764, 502.4991670450993]","[-3.065686398730492, -0.006474518327264085, 3.768570561328543, -1.6775335464575214]"
1113,"[-211.94132869577356, 763.9517627429256, -426.7640025573666, -57.461271137731224]","[0.7095488435452387, -2.542509342158479, 1.4244452335914743, 0.1967434594297203]"
1114,"[-55.677027423083736, 268.37535080249154, -369.4209204663934, -584.3382508141091]","[0.1891431229227628, -0.8930826582937433, 1.2331996345818503, 1.9561918802309421]"
1115,"[561.4964664979975, 823.2992714035211, 735.8236260291279, 1374.9817869837439]","[-1.870607488485861, -2.745802538646967, -2.458427109472014, -4.587739968298179]"
1116,"[-461.36792438424357, 655.6370986665005, -83.91356154407839, 919.3530349584128]","[1.5439881435311857, -2.1888013351909943, 0.27846947698267116, -3.0630925233123363]"
1117,"[1591.6093022991452, 2031.6912048095178, -167.38426571978772, 979.4667618716659]","[-5.313520247075708, -6.78242496705153, 0.559194147631589, -3.2657593179380418]"
1118,"[1059.622982321349, 2848.6612910294975, 1002.8911195805019, 612.6913942277125]","[-3.539852892775166, -9.51152074863195, -3.3475881440254573, -2.042086316431358]"
1119,"[657.0384179468545, 1497.3132605353335, 1341.6146091621415, 559.9085111264995]","[-2.195634970103654, -4.993138055231266, -4.475149897648937, -1.8712031680188042]"
1120,"[30.51709190093697, 734.9306642725353, 498.333776480506, 528.6191222523606]","[-0.10160590967904354, -2.4502510493065954, -1.6615847743736525, -1.764642665711656]"
1121,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1122,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1123,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1124,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1125,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1126,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1127,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1128,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1129,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1130,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1131,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1132,"[-1099.3448888054313, -1142.120333780577, -1114.3243303258262, -565.5790014103743]","[3.6467586493770416, 3.7842953754762827, 3.695813117321259, 1.8756597819212883]"
1133,"[-1791.9760662174497, -2492.1881324961373, -1643.3329061971647, -61.584816323569605]","[5.9652666361859925, 8.287657262235005, 5.469949978715863, 0.202784513033022]"
1134,"[-1226.94566084415, -731.7880879721306, -1198.3976567202355, 114.49982649130618]","[4.079610122751998, 2.42987830083197, 3.9857499704334316, -0.3829144170721915]"
1135,"[-1740.1685219503956, -841.3076758439277, -543.515345425808, 129.6124802073662]","[5.781785380508957, 2.7945394841643765, 1.8057329079503868, -0.43297860050921577]"
1136,"[399.98343187279704, -585.184190927291, -3192.364220040346, -24.674304645108986]","[-1.328267616219886, 1.9432578095553863, 10.601303828360912, 0.07993066191478809]"
1137,"[-407.59212027868136, -752.8655199610006, -2407.376374004147, -122.19842833703342]","[1.3569615431442303, 2.500431688140584, 7.996954990816674, 0.40504716884121345]"
1138,"[-237.86467618669968, -994.7263505064698, 848.8877128792167, 611.0969631195286]","[0.7928520784512482, 3.3051784027164564, -2.824257482019936, -2.036133167614299]"
1139,"[470.5424336862399, -713.223564732945, 261.335173460083, 1000.2260785978277]","[-1.5643045681974115, 2.3702237040772336, -0.8712193757546518, -3.3298724201681735]"
1140,"[666.9965641044803, -814.8204277361139, 154.73807560619835, -2035.7297066556305]","[-2.2171684129562004, 2.7077259394278435, -0.5163590356307836, 6.781022205664015]"
1141,"[77.62455016497005, -1091.1985033867152, 429.1346235820942, -192.97825601507915]","[-0.2562807510385527, 3.6309281119356185, -1.4285418537955727, 0.643678765780073]"
1142,"[37.57289179372206, 595.2702488887276, 635.2434091301723, -1096.56184142579]","[-0.12326983511671814, -1.9804955119444247, -2.1161199689461334, 3.6582033097616153]"
1143,"[126.50668190391549, 531.0021354880297, 301.03227355661573, -769.5630624983511]","[-0.4199071329511306, -1.7669179025649286, -1.0036112709255791, 2.567878355836194]"
1144,"[-892.8514341422868, 575.9664032245882, 291.8507967261346, -139.27772919908776]","[2.9812191963376944, -1.9195027341823134, -0.9722837459420014, 0.46484748193950665]"
1145,"[-62.36008189494163, 422.88804981154175, 351.50927120199987, -244.41194402921968]","[0.21037214881679758, -1.40758574311129, -1.1713655896558517, 0.8146384688033813]"
1146,"[-98.10539712143938, -109.3156351865466, 175.82631341804316, 248.67962487711944]","[0.32972570216910596, 0.3619851009373378, -0.5852708370406456, -0.8284699387546416]"
1147,"[772.8970209568733, -358.4858833600942, 218.2951539467568, 509.111063062567]","[-2.5805191794733866, 1.1911948778570196, -0.7262648988023804, -1.6965430525608134]"
1148,"[367.0536738123904, -698.9705570035223, 1069.6833971394874, 447.15023099592815]","[-1.2230585046210138, 2.3259591498128307, -3.562462825202242, -1.4887199547886991]"
1149,"[-302.157715532123, 1.9956116140855094, 1142.6814756914641, -51.47306283671138]","[1.0116659437733182, -0.011448331227692593, -3.8034444656015847, 0.17125026247715122]"
1150,"[-452.58097060987785, -304.475461901171, 271.6719933219975, 1027.7216893375817]","[1.5154928719442187, 1.0123219272555328, -0.9018440561694107, -3.4154910286926903]"
1151,"[-379.10427647937945, -412.54561669728935, 484.13435496344493, 1490.9473788856699]","[1.2698047329876112, 1.374493840115158, -1.6074081448871462, -4.950665552737659]"
1152,"[-437.9289360714491, -123.53075573314297, 169.3949778329591, 2013.5117851346706]","[1.4715358747882952, 0.41081442752055186, -0.5613216577520265, -6.67869339507335]"
1153,"[-541.1636053625522, -155.24061610507934, 264.35483406497974, 208.10043680983702]","[1.8138605661326999, 0.5168285083652858, -0.8762517156835833, -0.689244049607023]"
1154,"[-690.3624998924117, 38.52558358535127, 244.54535803573677, 36.704481350145464]","[2.307315696452953, -0.12769063083872986, -0.8102215699896819, -0.12079137941047066]"
1155,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1156,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1157,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1158,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1159,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1160,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1161,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1162,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1163,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1164,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1165,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1166,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1167,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1168,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1169,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1170,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1171,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1172,"[88.82036634508111, -273.67354884024417, 123.35152802414687, 303.868146161233]","[-0.2984584859318589, 0.9092979284616386, -0.4107152057763807, -1.0108061034717937]"
1173,"[856.2394120196868, -233.50724251154222, 199.0804411522041, 1520.3437218444935]","[-2.8642735119140736, 0.7746892065431362, -0.6630362422942014, -5.061352264658208]"
1174,"[-67.43509059479831, 945.4512832503639, -19.973528107026368, 895.5593383364438]","[0.22087951006962386, -3.133280367235264, 0.06414855478252773, -2.975540862469164]"
1175,"[-436.7102004142075, 2705.186770296882, -252.50572723964814, 813.2317048834194]","[1.4482615157068874, -8.949804361721966, 0.833681323473743, -2.6983151468550246]"
1176,"[-513.9157267740593, 2712.1113099678446, 5.756207305900006, 470.5907937515846]","[1.7001111399119984, -8.971519190094597, -0.022133986124841697, -1.5578487515987327]"
1177,"[-106.49024570247282, 2421.009733505131, 1166.5737280484761, 663.2123912326185]","[0.3483767067550136, -8.006923672099953, -3.863891380215588, -2.190322830842925]"
1178,"[436.1952792385609, 2722.294693774808, -1395.5320484003364, 51.710476741979136]","[-1.4464040738340755, -9.005710830547446, 4.613708530790949, -0.16180916715919302]"
1179,"[533.1961809958301, 3191.485896243744, 1017.5578900478864, 1473.3507201910907]","[-1.7667054161440987, -10.5573295992215, -3.3679858021191533, -4.862425819107973]"
1180,"[51.79193378998498, 3514.1026590781103, 1934.5438981396949, 2640.500863598887]","[-0.1745453877657418, -11.624022349130815, -6.40051037329715, -8.718005293673954]"
1181,"[615.061220161184, 1653.1755037842588, 774.0924384498788, 1868.7016350698345]","[-2.0394843530337172, -5.470778937567359, -2.5624440212377264, -6.175820501776483]"
1182,"[393.52267165174806, 1131.7847600975997, 1307.4026026814818, 2781.8236883449977]","[-1.3059969163098992, -3.747625247875866, -4.328098427955836, -9.213039397682572]"
1183,"[-18.03498248529252, 1395.2891967248156, 2874.5484702852123, 2030.3453721797873]","[0.05851228767347813, -4.621098189063846, -9.52189288968769, -6.729285123911195]"
