,a,b
954,"[-369.31083665126147, -478.5019832092463, -995.4240606696375]","[1.2386273008264346, 1.5996421106803806, 3.3126703851609998]"
955,"[71.24638282721922, 324.0717665316737, -758.5085569957]","[-0.23618211266348113, -1.0840733183830449, 2.521101975252529]"
956,"[1620.3990912249108, 53.663977375864214, -1238.248420485025]","[-5.425563121209209, -0.17970652609617635, 4.123868076023356]"
957,"[-1333.715806058925, -247.0945278076743, -1000.9900334123881]","[4.47092054018373, 0.8264246427398138, 3.3332062253854]"
958,"[647.0575641303471, 673.3545614980304, -607.2251711450257]","[-2.1707586969920145, -2.253299734882962, 2.018220676438057]"
959,"[217.62291409257008, 137.9923568753744, -930.3174308355541]","[-0.7299194080692757, -0.46135501953434316, 3.1005390945043834]"
960,"[206.26200395789326, -0.08427739294933566, -1163.135216306604]","[-0.6919936579461785, 0.0010680656351535094, 3.879160147257155]"
961,"[-166.91858359128057, -477.73758669700936, -497.91202941449296]","[0.5575031869954441, 1.5980994457747502, 1.6580894607624956]"
962,"[-166.5507820488451, 488.48304093078934, -707.0068299238161]","[0.556322153408391, -1.6350379783781133, 2.358455475864322]"
963,"[-52.44339036945181, 93.56413828493505, -864.2626810804783]","[0.17370689181875637, -0.3123014954555107, 2.884422880564611]"
964,"[-196.68944081278116, -143.3916923465892, -952.5377166626367]","[0.6583921715824602, 0.48067095831466206, 3.1748836232449547]"
965,"[330.84312313069745, -482.0346147251132, -1037.2486572176272]","[-1.1136630413328676, 1.614718990116094, 3.4579158125811804]"
966,"[-169.03444052653464, -36.631315040097945, -992.7475813370323]","[0.5658158783818922, 0.12316858180936839, 3.314608912653719]"
967,"[-485.72636625073255, -584.6054532342482, -961.8501715385147]","[1.630230987719345, 1.9599075735844127, 3.212565280417761]"
968,"[-152.61512900603827, 718.4342270957034, -936.88702277521]","[0.5111402110636695, -2.4089255004951453, 3.1270230855176058]"
969,"[-638.3393036991546, 360.3553190456411, -769.5681249519421]","[2.1427311317760855, -1.2063234685946012, 2.5684230759725124]"
970,"[314.89396712181303, 715.7128450961059, -671.9613429984396]","[-1.0619767448608237, -2.3972526440817017, 2.245215792037693]"
971,"[389.6381740033143, -90.72785902270033, -539.1457881771305]","[-1.317284588819008, 0.30590593601375193, 1.8051878396372614]"
972,"[356.9314372798777, 701.4363040098104, -684.533800004702]","[-1.202475743900596, -2.339047598916334, 2.283643961474472]"
973,"[-91.85464528570492, 1061.3375490071146, -665.8108033009241]","[0.30217767100972176, -3.545247497839753, 2.2260114594947433]"
974,"[-315.2307345866243, 556.7930839651842, -687.2482570461873]","[1.051289879897138, -1.8656069039335426, 2.2952228114485758]"
975,"[-195.6195997617585, 83.70223900592676, -196.30401589727322]","[0.6524748878492954, -0.28190962436918504, 0.6569536967811197]"
976,"[nan, nan, nan]","[nan, nan, nan]"
977,"[nan, nan, nan]","[nan, nan, nan]"
978,"[nan, nan, nan]","[nan, nan, nan]"
979,"[nan, nan, nan]","[nan, nan, nan]"
980,"[nan, nan, nan]","[nan, nan, nan]"
981,"[nan, nan, nan]","[nan, nan, nan]"
982,"[nan, nan, nan]","[nan, nan, nan]"
983,"[nan, nan, nan]","[nan, nan, nan]"
984,"[nan, nan, nan]","[nan, nan, nan]"
985,"[nan, nan, nan]","[nan, nan, nan]"
986,"[nan, nan, nan]","[nan, nan, nan]"
987,"[nan, nan, nan]","[nan, nan, nan]"
988,"[nan, nan, nan]","[nan, nan, nan]"
989,"[2013.580693390671, 936.2629385294953, -995.9172938719528]","[-6.691737944358957, -3.1114113323851607, 3.3112181071986173]"
990,"[1956.055543040826, 1567.160122165048, 147.66729307599823]","[-6.513079576844392, -5.215007751112013, -0.4906564567105772]"
991,"[35.76028661720264, 1617.210045426881, 1017.4424820479953]","[-0.12150051749835537, -5.3855659125970226, -3.3827994966553616]"
992,"[-2343.5369296520294, 44.74203676811591, -766.5576396890598]","[7.801048078886954, -0.15115232579917975, 2.551646275361675]"
993,"[-1807.890149671869, 254.43215807091187, -787.831729688991]","[6.021188426222756, -0.8481534339396805, 2.623881378240427]"
994,"[335.5153262280742, 1012.3264353020306, 526.0187525211921]","[-1.1174067767143696, -3.3699668711869406, -1.7472785321948496]"
995,"[541.8334257486359, -367.33988306781777, 1972.029580558338]","[-1.8049186205158252, 1.224926252869573, -6.55627216749967]"
996,"[-382.84185281172574, -1910.6109652480307, 1305.2736535563065]","[1.2764107052447295, 6.367398209676804, -4.336441385317518]"
997,"[-596.1194327106879, -2668.0115628562467, 1356.3055715598039]","[1.9891609325065829, 8.888773901226402, -4.506489313826513]"
998,"[-611.7303130351261, -1893.9016222709329, 1128.9425952096456]","[2.043147475394656, 6.3082671713047125, -3.748134748737968]"
999,"[-161.68938710267832, -1090.9203774597559, 1943.5949060837174]","[0.5418868183918937, 3.6358213870376397, -6.4507454224733864]"
1000,"[-631.8906483732949, -1284.0574219710322, -381.62700224726274]","[2.112264582041781, 4.280551126598971, 1.2713269110844876]"
1001,"[-347.4590745165165, -777.0845952137296, -1716.5623079324023]","[1.1620359988690763, 2.592316430479174, 5.70601574282535]"
1002,"[135.87271001361094, -652.2652160009593, -1907.5264044011567]","[-0.4529299630252809, 2.1763759459591876, 6.336322099444821]"
1003,"[633.4577382448814, -353.628938678029, -1269.8580805331226]","[-2.113949780611655, 1.1833374708325501, 4.2146619966838506]"
1004,"[-546.8539578940289, -648.8415275485976, -1322.104949353569]","[1.8231490357631117, 2.1626667846037257, 4.388208951207718]"
1005,"[-188.3185968745893, 484.3399411059512, -1755.6445969111755]","[0.6272592007416091, -1.6043558204236197, 5.820560594837401]"
1006,"[353.97864687708176, -554.107068618571, -879.5472831116525]","[-1.1799226468917647, 1.847409315779753, 2.916332107884405]"
1007,"[1005.6157937362717, -388.2357792842544, 1080.4063300564173]","[-3.352216080073444, 1.2944772520553676, -3.5805229568950434]"
1008,"[-499.752422356849, -399.6159786692114, -512.8133160885426]","[1.6603650816433475, 1.328114864984596, 1.699026647493171]"
1009,"[-353.77055466746316, -674.3537601814211, -940.5085251189096]","[1.1755852411209995, 2.2398245889231068, 3.114111256878725]"
1010,"[-416.20111000607335, -483.164748273732, 48.18025118757863]","[1.3838956610048696, 1.6052245997260353, -0.1589113109120359]"
1011,"[-490.3722133374319, 147.02666272060713, -182.24254909020638]","[1.6302370786019285, -0.48403374160491225, 0.6052691644241586]"
1012,"[nan, nan, nan]","[nan, nan, nan]"
1013,"[nan, nan, nan]","[nan, nan, nan]"
1014,"[nan, nan, nan]","[nan, nan, nan]"
1015,"[nan, nan, nan]","[nan, nan, nan]"
1016,"[nan, nan, nan]","[nan, nan, nan]"
1017,"[nan, nan, nan]","[nan, nan, nan]"
1018,"[nan, nan, nan]","[nan, nan, nan]"
1019,"[nan, nan, nan]","[nan, nan, nan]"
1020,"[nan, nan, nan]","[nan, nan, nan]"
1021,"[nan, nan, nan]","[nan, nan, nan]"
1022,"[nan, nan, nan]","[nan, nan, nan]"
1023,"[nan, nan, nan]","[nan, nan, nan]"
1024,"[nan, nan, nan]","[nan, nan, nan]"
1025,"[nan, nan, nan]","[nan, nan, nan]"
1026,"[nan, nan, nan]","[nan, nan, nan]"
1027,"[-21.100708444909408, -1276.0537969141299, -87.13660362866887]","[0.07427312517163098, 4.266352338754433, 0.29044949821072913]"
1028,"[-295.1037198886484, -1710.9430480305743, -20.272441499712986]","[0.9900929356040256, 5.719585250438319, 0.06690055698879314]"
1029,"[-1127.3650210292153, -847.4929077395736, 74.45089741545793]","[3.7754258329848156, 2.828117378651698, -0.2472612805980195]"
1030,"[-1321.5490708814546, -976.2867114545444, 206.64349508794936]","[4.422162019528155, 3.252853722411408, -0.68479480134337]"
1031,"[1330.5247034445558, -1049.1108595859464, 259.32121085037784]","[-4.445931440098424, 3.4859634868954292, -0.8578248525479975]"
1032,"[1098.9866683970363, -1022.7365477089427, 309.52658846729713]","[-3.6672420505032473, 3.3933574008544873, -1.0233646755689882]"
1033,"[824.1149240509271, -3037.336777029049, 705.7115953262481]","[-2.7435092118712605, 10.061563790087702, -2.331803666424311]"
1034,"[1352.5009692610265, -463.41259813080126, 884.8015193347576]","[-4.490883942068671, 1.5329600476632215, -2.923719803567617]"
1035,"[1891.5298669355, -910.7668184585208, 885.3088503231376]","[-6.269189543486418, 3.0142182613443187, -2.92677446155202]"
1036,"[-2665.1734482292377, -1072.4428782004102, 846.1794906150067]","[8.835709942487494, 3.5505989746318942, -2.7985859376730935]"
1037,"[-1578.4051947847138, -1208.8308520000464, 979.7315641196993]","[5.237373550111966, 4.002953258339651, -3.2422971054994583]"
1038,"[341.7495557591215, -1749.132175225464, 2139.347697212079]","[-1.1330167609816681, 5.7818524033242955, -7.0662680844136885]"
1039,"[-1318.6179053456226, -1837.5522665797107, 1983.5728897759843]","[4.369582352175175, 6.075655804851327, -6.554055465586387]"
1040,"[2052.106938303462, -2403.319522599683, 1915.8982283639486]","[-6.799670871053385, 7.9486376784241815, -6.331474659173968]"
1041,"[2132.9684155025, -2003.5246985457043, 956.3541259852042]","[-7.064307710305274, 6.625552291423937, -3.1638229747959756]"
1042,"[1316.8377015772614, -404.8808117204409, 531.9379122366918]","[-4.358289394608087, 1.3379109928728572, -1.7607356279664135]"
1043,"[1090.0149608177303, 1188.9312872623543, 626.1059980525893]","[-3.606522279300832, -3.933921601575111, -2.071428965444087]"
1044,"[218.20183426021555, 1420.3314744752165, 826.0426477885458]","[-0.7227642115859182, -4.695765285242114, -2.7316454994544994]"
1045,"[2542.202611733529, 47.52096412604811, 1113.529499761104]","[-8.40115239548878, -0.15793392131202616, -3.6769148073889193]"
1046,"[1394.9325302203101, 1728.3076762165538, 1800.4962088133236]","[-4.608616362603133, -5.707862146427263, -5.940862583557145]"
1047,"[1007.134367170678, -99.97245692708728, 343.8633953405869]","[-3.3278996616145102, 0.32821444434194635, -1.139717307294002]"
1048,"[nan, nan, nan]","[nan, nan, nan]"
1049,"[nan, nan, nan]","[nan, nan, nan]"
1050,"[56.707875551435386, -587.7926427551516, 197.8575350102983]","[-0.18402034041723928, 1.9599469896812765, -0.6585093169088773]"
1051,"[-922.5460035587276, -486.36678700882976, 49.58534391252438]","[3.080860280156713, 1.6182601978594404, -0.16756957067202863]"
1052,"[-1590.728447750043, -348.3543382323405, -334.79587925793675]","[5.294661433005384, 1.15517279821296, 1.108601467466493]"
1053,"[nan, nan, nan]","[nan, nan, nan]"
1054,"[nan, nan, nan]","[nan, nan, nan]"
1055,"[nan, nan, nan]","[nan, nan, nan]"
1056,"[64.53565807476964, -262.99832126023887, 3.6398080839187212]","[-0.20687404772441373, 0.8717713242273119, -0.014691268590494666]"
1057,"[-1066.7519484658899, -760.2738592761153, -681.1798695120796]","[3.538470829694184, 2.51584777949689, 2.2538410902111723]"
1058,"[-608.9244726218386, -211.48034643462526, -200.34724807765724]","[2.0228908494912847, 0.69806230854941, 0.6628630295775257]"
1059,"[-374.4041766375727, 28.37773406124387, 73.60554948848731]","[1.2461439425075491, -0.09784236628488409, -0.2449157693483163]"
1060,"[521.2998798390906, -818.304136752948, 460.6721587768016]","[-1.7236873744422714, 2.7128523832243974, -1.5265314607007268]"
1061,"[659.3871463915737, -590.1353186938619, 174.99057552211286]","[-2.180930191464577, 1.9567633752686233, -0.5754024289000155]"
1062,"[1019.0929487098472, -846.6843864464878, 34.91283937490923]","[-3.368752029442654, 2.8103104039659628, -0.10837201868058124]"
1063,"[2989.676417450472, -1043.0563566335059, 629.7445820997794]","[-9.8762710910541, 3.4575349217916083, -2.0796731019851205]"
1064,"[2889.5318296442883, -781.426998583975, 926.4714354644561]","[-9.540559567847, 2.5935477867212713, -3.059774289850405]"
1065,"[2304.7462732354484, -606.9075970918228, 1294.8907949938805]","[-7.60773761542386, 2.0174581804087666, -4.273847103804877]"
1066,"[2087.8910001237055, -614.1721660800769, 2148.792441829259]","[-6.8919805411539965, 2.041526965149356, -7.096962853275492]"
1067,"[1352.4263016270475, 1760.1863337742095, 361.9659012304896]","[-4.462063356360026, -5.810530149948164, -1.182922435277647]"
1068,"[1114.6454450317435, -139.93005621690634, -954.4429046024645]","[-3.676194878217307, 0.4742817488019241, 3.1693815781538506]"
1069,"[239.51894172124668, -3160.607472238072, -2107.640775302761]","[-0.7874089267923625, 10.449838885490855, 6.976620377058941]"
1070,"[-586.3704051909849, -2437.6582198031674, -620.9085121533307]","[1.938493628708235, 8.05962006076179, 2.0648239692704555]"
1071,"[-628.9710118327831, -1972.4938550067632, -1050.8001067028658]","[2.078267326357074, 6.524208996421286, 3.4839271982496207]"
1072,"[1089.801838996631, -1358.2516213885997, -934.1747806996419]","[-3.593733802919049, 4.495362601842316, 3.1005262656763075]"
1073,"[736.325500187671, 1017.281345997536, -706.8242276056591]","[-2.4259385272672915, -3.349296774096202, 2.354059964112384]"
1074,"[-193.31468425398833, 973.0279987171415, 1508.9352899193295]","[0.6406975543067193, -3.2035479808526626, -4.954719564806669]"
1075,"[-910.9160439749129, 1128.5092269811346, 1832.7176072256266]","[3.008717772502088, -3.7154200370485575, -6.022923557071247]"
1076,"[-1108.4155558770904, 27.77918026820317, 1801.1457848498867]","[3.6616844127824937, -0.08570118585295562, -5.923400928342575]"
1077,"[-1093.8986978010987, -472.37558870960333, 1573.6194795521253]","[3.619338619830992, 1.5640315898970898, -5.177431248834262]"
1078,"[-771.8460916457126, -846.6358734241613, 1757.1202715812428]","[2.559065656823531, 2.7976978891544277, -5.783972263398567]"
1079,"[-1277.6547705065025, -1055.7889945052007, 1345.8533248638007]","[4.232736959916183, 3.4924563923749017, -4.42931765133436]"
1080,"[-2107.2542835618115, -1416.2650586068114, -291.08066448615153]","[6.97813417360267, 4.688010398279249, 0.9755004674297331]"
1081,"[-1622.8439279189831, -1459.4591298529629, -190.92456041071645]","[5.37935535770665, 4.834162069021643, 0.6427888069380306]"
1082,"[-1620.3410648249117, -1837.9227749461525, -619.6842476283101]","[5.374422691311637, 6.088424578893702, 2.059738347445347]"
1083,"[-1996.4420769833787, -1600.5409613377903, 1427.3309478071278]","[6.62464583472336, 5.305585267317882, -4.718098396848767]"
1084,"[-2105.1940734217696, -2093.1549955284563, -1255.438108799767]","[6.984467004576209, 6.943492490249121, 4.166434148259492]"
1085,"[-732.9674884551877, -1453.5441148478344, -1348.1240515229997]","[2.440819625511508, 4.82583751846451, 4.476868939430308]"
1086,"[-451.41083380935163, -1102.982442075041, -1732.5408589051133]","[1.5075566146970052, 3.667731378896002, 5.759318153088456]"
1087,"[-2718.889353185406, -1859.8340223139999, -819.1617032089046]","[9.034730339632944, 6.187923046471164, 2.7267427123505494]"
1088,"[-898.280024756962, -834.9186766901024, -418.26908000941097]","[2.9928375886884435, 2.7786417931210226, 1.3963547033671226]"
1089,"[1028.4167903238351, -1795.1768946143989, -71.64311086027425]","[-3.4158667060621117, 5.975793129732781, 0.24313639668355685]"
1090,"[1205.1757353195364, -919.1685530680945, -1109.3833161959496]","[-4.0060498837133665, 3.0640625323550648, 3.689626920378295]"
1091,"[-1851.3728871538408, -929.928156398775, -392.0791704747758]","[6.173041060688586, 3.1004290232200584, 1.3054337863450909]"
1092,"[-952.3422337983684, -696.28765520132, -205.38125933716375]","[3.177176462606593, 2.321811271485865, 0.6837092013808167]"
1093,"[-39.97195236211362, -784.7293720749983, -1255.3784646221902]","[0.1377070256551368, 2.6166019118592447, 4.1737318775679]"
1094,"[350.7247490411874, -134.84274399793142, 1937.2368400743314]","[-1.1646135127976673, 0.4508319972505289, -6.44372666450913]"
1095,"[1550.3102171869484, 1035.423682471138, -1942.2369757731258]","[-5.164992776027785, -3.446641597531457, 6.462616948440766]"
1096,"[-98.21106774778129, 651.1018966785225, -1996.8765473853837]","[0.33012068859180127, -2.1680897378008503, 6.639235394781639]"
1097,"[-1141.4530596902894, -273.31955978080356, -1321.3856624030586]","[3.806938706500257, 0.9107280443730539, 4.392319570897899]"
1098,"[-686.2655847516696, -114.38684375080663, -927.1103467070252]","[2.2897548758536983, 0.3812928560822559, 3.0803396890176344]"
1099,"[-94.79798249729731, -508.7949492788139, -1180.5288106972291]","[0.3168786051773696, 1.6955980516062672, 3.920425636331073]"
1100,"[937.0932185146532, 523.2202878051272, -851.5668884283217]","[-3.1287675622866016, -1.7410262123738682, 2.8302248929324785]"
1101,"[-823.1543779619001, -93.78741450009053, -603.9232072326097]","[2.7494847240515137, 0.3142377518239981, 2.0091972675048955]"
1102,"[-291.49886820872547, -129.03651449512338, -1032.943074322277]","[0.9749813212443664, 0.43090098459488413, 3.431694897583135]"
1103,"[682.0858929596499, 19.966079947481287, -702.4494336221763]","[-2.2762355376271803, -0.06557240274601629, 2.334255609751958]"
1104,"[323.8583839763928, -36.89367230014713, -229.37311085753933]","[-1.0803755825367996, 0.12393976222439793, 0.7620303245041942]"
1105,"[70.06141103083606, -424.87736676675325, -821.8271377612921]","[-0.23374541761037235, 1.4151865797802978, 2.7319781424254095]"
1106,"[-1025.50295468314, -627.1977622940377, -1011.8072628925408]","[3.4226321807469775, 2.0910114709225343, 3.3646136344134514]"
1107,"[-879.2290965176502, 200.02724890163842, -275.3538049140595]","[2.9344687855080323, -0.6646606976646902, 0.9169935755854535]"
1108,"[-170.34715686031916, -73.84541459415762, -1301.5163963481452]","[0.5677332799560983, 0.2485149677514048, 4.330124853387477]"
1109,"[1654.3542273038834, -745.2325321864856, -1222.0987497761434]","[-5.525996324846972, 2.4856657797225647, 4.064898444917073]"
1110,"[295.94520089549576, -346.7974003812407, -1255.2406332414232]","[-0.9901132036510754, 1.1577280599228144, 4.17369390048178]"
1111,"[-318.40722154201393, 239.4472613036042, -587.1291735463146]","[1.064080491407869, -0.7970586783508038, 1.9557127812484152]"
1112,"[-438.71329646306583, -320.02987278363844, -651.5524031143117]","[1.46708092667867, 1.0666617663959275, 2.167910995161984]"
1113,"[-577.0284135508641, 275.2471121615121, -6.506922550433739]","[1.9266344567635902, -0.9142752484948747, 0.028066272488609878]"
1114,"[-564.9032225494036, 739.8278589017729, -347.8512249132316]","[1.883052409326784, -2.4571788344188303, 1.159764163702639]"
1115,"[-69.7374713336102, 3331.315898427943, -325.91501951898687]","[0.22944454063314612, -11.067842051237427, 1.0863493962834792]"
1116,"[-274.025833993608, 3568.328141413763, -2176.799832382885]","[0.9081124761457631, -11.844161137447193, 7.217918044737006]"
1117,"[185.95840725924126, -476.6800473716301, 59.832172992058275]","[-0.6248751429771442, 1.5843351635778062, -0.19615653200063712]"
1118,"[-212.24154743556525, 1333.1747048260602, -307.8917349617531]","[0.7009532091492646, -4.43397166550318, 1.0239374973848945]"
1119,"[-496.26106224429094, -268.45404715379465, 289.76542958499857]","[1.6493159689467998, 0.8926035028146893, -0.9686237745693284]"
1120,"[1851.8373022168453, 396.20643079600234, 99.25374270166954]","[-6.17878784142977, -1.3246979381901716, -0.33142119439854123]"
1121,"[nan, nan, nan]","[nan, nan, nan]"
1122,"[nan, nan, nan]","[nan, nan, nan]"
1123,"[nan, nan, nan]","[nan, nan, nan]"
1124,"[nan, nan, nan]","[nan, nan, nan]"
1125,"[nan, nan, nan]","[nan, nan, nan]"
1126,"[nan, nan, nan]","[nan, nan, nan]"
1127,"[nan, nan, nan]","[nan, nan, nan]"
1128,"[nan, nan, nan]","[nan, nan, nan]"
1129,"[nan, nan, nan]","[nan, nan, nan]"
1130,"[nan, nan, nan]","[nan, nan, nan]"
1131,"[nan, nan, nan]","[nan, nan, nan]"
1132,"[-711.5651744632042, 1055.6486624782972, -237.30900769875083]","[2.363318968355686, -3.5107826093111902, 0.7917090405559419]"
1133,"[-597.7645207694453, 560.087736941132, -326.4338267446965]","[1.9898224158815452, -1.866119415631062, 1.0886496079782262]"
1134,"[-1455.9121372037723, 626.8717423214367, -577.0098305374573]","[4.847772431135043, -2.088431168633251, 1.9249769000186203]"
1135,"[-1958.4209884511731, 1169.5462595188053, -588.1343100461053]","[6.521217526078929, -3.896042564623334, 1.9617830082210472]"
1136,"[-1649.499912445348, 344.17453799900886, -1385.6724255184781]","[5.492987934550992, -1.1469785856655703, 4.620339809486146]"
1137,"[-1447.616410995223, 215.0323182833796, 39.9542778374674]","[4.823193036421627, -0.7158882162360053, -0.13073123248313573]"
1138,"[-1774.0419278744127, -50.05486516090168, 151.56010740884972]","[5.9140242546402755, 0.1681969774135177, -0.5021259577403554]"
1139,"[-822.1312818311703, 269.42844152498554, 120.05679728560106]","[2.741825989962288, -0.8963644410970283, -0.39809541658199493]"
1140,"[-1169.598960619364, 508.51260285409836, 362.10388017558074]","[3.9000968323181477, -1.6931994747531227, -1.2050935579567836]"
1141,"[-815.1063159972521, -331.31495524938555, 1050.8855461057383]","[2.7200203195774217, 1.1066438041074982, -3.498890719525607]"
1142,"[115.40920471144199, -552.1126534258152, 313.07113064313165]","[-0.38220945393903044, 1.8408019118526355, -1.0413239300611064]"
1143,"[-342.82871207452814, -158.9729281205333, 431.3977591325232]","[1.1432724477768488, 0.5325142356057385, -1.4335657415676395]"
1144,"[-434.9230477513441, -201.72750469407322, 1268.1423274214876]","[1.4486942094084034, 0.6744071604220125, -4.208250494904132]"
1145,"[-179.46141418729738, -1159.150539372555, 767.102016851916]","[0.5981587591026093, 3.853990914212246, -2.5443887334783057]"
1146,"[-387.00112277859745, -1444.3072046098896, 737.8659153103338]","[1.287699672203258, 4.797957677410696, -2.4460244340486947]"
1147,"[-82.73454754500787, -622.1474892601741, 84.04485252616699]","[0.27649394532143645, 2.0690702911486003, -0.2776143363397581]"
1148,"[-764.387005357803, 471.76996201708886, -967.5119308305698]","[2.541532964126566, -1.558263799682837, 3.2030743853914876]"
1149,"[-446.75887560217325, -586.5794893162337, 1162.0133540692282]","[1.4843813679144722, 1.9488117514027434, -3.846441375910852]"
1150,"[-331.0630542800625, -405.55030934849185, -1077.126441770294]","[1.1001006566170164, 1.3490451579024205, 3.564903327029966]"
1151,"[22.777147443478192, -577.5070056786391, -857.4335788113241]","[-0.0757272400061424, 1.917940968861884, 2.8382958973133507]"
1152,"[-59.007515589772034, 16.157723209394177, -30.945021048825613]","[0.1968494687226632, -0.04969754569424135, 0.10495962466292605]"
1153,"[-256.20200280665085, 66.54065362742502, 151.7806562308172]","[0.8531096475155262, -0.2168118168692329, -0.5013457260868411]"
1154,"[-374.26108994570905, -160.59242899858026, -132.1401330824169]","[1.245302565743309, 0.5361046613301733, 0.43863070568331103]"
1155,"[nan, nan, nan]","[nan, nan, nan]"
1156,"[nan, nan, nan]","[nan, nan, nan]"
1157,"[nan, nan, nan]","[nan, nan, nan]"
1158,"[nan, nan, nan]","[nan, nan, nan]"
1159,"[nan, nan, nan]","[nan, nan, nan]"
1160,"[nan, nan, nan]","[nan, nan, nan]"
1161,"[nan, nan, nan]","[nan, nan, nan]"
1162,"[nan, nan, nan]","[nan, nan, nan]"
1163,"[nan, nan, nan]","[nan, nan, nan]"
1164,"[nan, nan, nan]","[nan, nan, nan]"
1165,"[nan, nan, nan]","[nan, nan, nan]"
1166,"[nan, nan, nan]","[nan, nan, nan]"
1167,"[nan, nan, nan]","[nan, nan, nan]"
1168,"[nan, nan, nan]","[nan, nan, nan]"
1169,"[nan, nan, nan]","[nan, nan, nan]"
1170,"[nan, nan, nan]","[nan, nan, nan]"
1171,"[nan, nan, nan]","[nan, nan, nan]"
1172,"[120.91914562859581, -628.7808907100732, 286.41294623953706]","[-0.4025206310275665, 2.103089102083874, -0.9502599705397293]"
1173,"[-176.61812417753094, -664.6589320859458, 330.6795034536022]","[0.5937142073103995, 2.219336874558938, -1.0945000847788682]"
1174,"[-508.5511988815623, -257.5986167869752, 858.0759586019954]","[1.7040975890247883, 0.8591142093701668, -2.8385568474520793]"
1175,"[-836.6865337284256, -159.36430242248636, 931.8038309284265]","[2.797606811655909, 0.5295738820533675, -3.0823584665263133]"
1176,"[2014.6036347000593, -758.0920293172699, 376.73340151349566]","[-6.713496519149879, 2.513960362561316, -1.2451560940374986]"
1177,"[287.1846800279043, -1520.0908065554586, 1147.6701804334916]","[-0.9509749625249836, 5.035242846432215, -3.792647314238196]"
1178,"[486.1867404370372, -1216.5346316017817, 1320.853291970833]","[-1.606721751796597, 4.025592822940714, -4.360390423545521]"
1179,"[4381.192569487534, -2094.0558838432476, 1801.900862044594]","[-14.503281339937033, 6.9304783078458785, -5.950689207580435]"
1180,"[-329.0717335556935, -1022.4034933840463, 2457.8183409427897]","[1.0949284405701099, 3.3844457866232043, -8.121129107475808]"
1181,"[-1260.0460629531867, -621.7015053749107, 1730.8102686266218]","[4.181930952335903, 2.058867524944898, -5.726653361008831]"
1182,"[-503.01122504512807, -638.2467258754211, 1905.8985370604694]","[1.6732279763758788, 2.112945199145321, -6.301928931861818]"
1183,"[-1272.2208084369615, -840.9657494728306, 2724.847649064738]","[4.223830053912882, 2.785095707289895, -9.011113901898858]"
1184,"[2185.131900248154, -1728.2084168449112, 1432.0694888011255]","[-7.248333025819009, 5.725540361113415, -4.743691564586753]"
1185,"[-3475.284347176133, -2017.4168513211039, 795.8735234640131]","[11.519973699575345, 6.680175018188006, -2.6382983990240585]"
1186,"[-24.24032403620103, -2097.450557058557, 674.86310314935]","[0.08282730288152715, 6.942741381635663, -2.237286682627937]"
1187,"[1175.1519205426264, -381.3569059158318, 557.5880117969671]","[-3.8844299031596323, 1.2609290125719417, -1.8482034973838872]"
1188,"[-635.9440186552041, 197.01266111825208, 1138.251633211582]","[2.107005708286732, -0.6553624286087582, -3.7681132270649553]"
1189,"[-1171.762863790605, -789.040421858853, 213.64030828647745]","[3.8790604826624144, 2.611200904200091, -0.7106583166516356]"
1190,"[1314.8718222485802, -72.29209498673177, -184.90729291626633]","[-4.340136182082738, 0.23770095467798302, 0.6059895706013353]"
1191,"[nan, nan, nan]","[nan, nan, nan]"
1192,"[-204.28683884333273, 162.48652332995354, -725.9944820539973]","[0.6786037069306052, -0.5357159066971702, 2.393440358442643]"
1193,"[nan, nan, nan]","[nan, nan, nan]"
1194,"[-9.875654577578464, -344.28582172420903, 259.8666538151503]","[0.036062806037348925, 1.1521503254570469, -0.8644016323065435]"
1195,"[990.3811950844647, -462.6389534009365, 353.1919578392656]","[-3.310079178567196, 1.5471412942084775, -1.1764013288347634]"
1196,"[-45.72909475216492, -221.17577247945377, 332.94578298495804]","[0.1519973329167628, 0.7381942922706505, -1.10845996723314]"
1197,"[-714.3556430833822, -342.0151450495519, -394.75877971509624]","[2.3790118274514347, 1.138569082593679, 1.3121619364056571]"
1198,"[nan, nan, nan]","[nan, nan, nan]"
1199,"[nan, nan, nan]","[nan, nan, nan]"
1200,"[-64.39255143110584, 644.0710348646485, -314.29287592105686]","[0.21751748558176487, -2.139931278716525, 1.0433760878785716]"
1201,"[-451.9118334277113, 514.650128109017, -1217.7302924910318]","[1.5028854866180361, -1.7028450684815444, 4.031396762272823]"
1202,"[1056.9021066377823, -452.15654905204264, -119.83358243697239]","[-3.4977507764828846, 1.5018757885690965, 0.40050468545383006]"
1203,"[341.5772894234127, -722.1075554327067, -474.9022182592389]","[-1.1278769560984128, 2.398304302845327, 1.5806237537424992]"
1204,"[196.30688956741523, 68.32845690448677, -318.364472070523]","[-0.6459637293540862, -0.22830058985980248, 1.0604255915674232]"
1205,"[378.86671277650925, -444.31932959612413, 39.182838042493415]","[-1.251957112900222, 1.4749109130759586, -0.12627537636725777]"
1206,"[458.22226818297463, -582.0972226336127, -31.634457313729545]","[-1.514630875926418, 1.9328405550858792, 0.10977388375191291]"
1207,"[224.24486540966984, -1003.6281536670105, -187.37628098969788]","[-0.7386761299107678, 3.331888855205986, 0.6284770140006688]"
1208,"[275.9366043804141, -36.11821906079395, 437.0796789343856]","[-0.9074856137806551, 0.12191693388961386, -1.4406440008048464]"
