,a,b
964,"[-853.646738620775, 4447.796928675805, 4.587482754274285, -2329.250900430238]","[2.878636419738597, -14.986646401517403, -0.043471219366397945, 7.825437864971699]"
965,"[490.680433548847, 1004.3820823298352, -1252.54055974186, -1540.7759552264786]","[-1.6538772208991794, -3.3834712472233157, 4.183475429577875, 5.179417224716981]"
966,"[172.42878832830166, 617.3206746789934, 35.69915256161761, -7119.6985502849]","[-0.5826960975916501, -2.0767618139336617, -0.14808952134077794, 23.937254623784387]"
967,"[160.63414610069796, 1444.556904007639, 642.5768101623806, -3810.354436915696]","[-0.5453196945198864, -4.8601886297267685, -2.191765128049803, 12.817893198630015]"
968,"[-278.4065183759705, 2434.230410939208, 2456.0970369891797, -4048.8527007763087]","[0.9406210816585908, -8.202709541420987, -8.298858758233923, 13.627730484022859]"
969,"[-345.0845136473662, 1256.0569515605632, -589.9114450503009, -2729.325141165967]","[1.1683288324972825, -4.234872171080651, 1.9629425868993986, 9.183584793613889]"
970,"[-420.37743698231344, 3270.5749541641208, -862.1316009718033, 703.5113435117157]","[1.42471423701897, -11.041932419424233, 2.883330414655956, -2.3833094512357875]"
971,"[97.7459459183201, 940.5339348064446, 562.0524553298706, 1346.25192594312]","[-0.33168968075812977, -3.17054719659962, -1.9206247311873805, -4.555459473885171]"
972,"[355.9367900030078, 325.80873361856214, 830.1180500455013, 1400.8336123368035]","[-1.2006115637254875, -1.0904935605445707, -2.8096314316690516, -4.7225613082203015]"
973,"[529.4392466981369, 1467.3481969352395, -1348.908409641247, 581.5436736492678]","[-1.7794256643120996, -4.919934053453127, 4.50051027980094, -1.9699482329650044]"
974,"[64.3223546304913, 513.8428662931993, 653.7199739975579, 796.5236316618083]","[-0.2117263629816428, -1.713190556881327, -2.2015166855348127, -2.6962145079943545]"
975,"[65.7507536389535, -980.5571032378824, 1878.4642118044815, 1133.459314329127]","[-0.21663292787873656, 3.2974131350507614, -6.308194620321932, -3.8240105608700152]"
976,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
977,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
978,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
979,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
980,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
981,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
982,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
983,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
984,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
985,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
986,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
987,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
988,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
989,"[-2505.7658719043766, 1243.85050965448, 4515.762659548783, 5645.882766465724]","[8.322917135894725, -4.1153813726340625, -14.99165558615105, -18.722283491505866]"
990,"[4555.930410418367, 1807.358380027783, 5838.960343843759, 45.71240508399241]","[-15.168984443053372, -6.00571763277742, -19.444577919944656, -0.13426040979545167]"
991,"[2059.937970914941, -273.25792883494023, 6939.40595169294, 7638.300957286079]","[-6.8495217905678585, 0.9198830449052464, -23.11976821416006, -25.404536910354167]"
992,"[-5771.50526082742, 3071.3293263504247, 3281.056835692692, 9973.628150990104]","[19.23888234740204, -10.220091299255674, -10.936474997324153, -33.1878956163617]"
993,"[324.3447360784042, -3985.789572730251, 2915.609530399219, 2303.4185650910003]","[-1.0694420118804868, 13.270016817657178, -9.726388785855075, -7.648927825276039]"
994,"[1928.067151541447, -3757.6625399159598, 10637.803884157987, 1729.9028307927138]","[-6.422262168888936, 12.520774728530741, -35.47756868898191, -5.741563692575461]"
995,"[-3546.1853551147765, 2007.2856422648656, 230.06568390429274, 7610.822415155613]","[11.846081981660436, -6.685219621153329, -0.7764879717242632, -25.369948083119358]"
996,"[799.9003918451735, 3279.7829362498824, -527.6539231606878, 5471.304078148375]","[-2.664743911902098, -10.935516343262357, 1.7538048367038377, -18.238222622711724]"
997,"[-4420.569897535895, 552.96091509611, -4494.78150142973, -608.4726519088499]","[14.787488666327473, -1.847949538087037, 15.021378682683864, 2.0472522138180644]"
998,"[-896.4009843308696, 4085.9607204496297, -1017.3584744811124, 6388.585871826869]","[3.001459403933295, -13.650281830841175, 3.3956147543704724, -21.354196342271333]"
999,"[-688.5290595911131, 2674.9118294554855, -585.2074718220056, 4283.802763472733]","[2.3073411227338863, -8.936324540526053, 1.9506026758243782, -14.335387069578468]"
1000,"[2132.3822086353657, 2458.148213585849, 289.7697690912959, 1965.6014354826455]","[-7.13556423281159, -8.206178125390293, -0.9812064578152789, -6.582553600114637]"
1001,"[-2056.3471329891904, -1126.932865447751, 1071.0230896204307, -1068.8207404515197]","[6.901219340174316, 3.7684639849601633, -3.605749291213465, 3.5879151776525173]"
1002,"[-1728.036416329201, 1943.1615278898378, 200.27218789474827, 2606.0304440208547]","[5.80847305580555, -6.508860265258403, -0.6873990710164964, -8.738802250644593]"
1003,"[-786.7969801250701, 1468.8665213092072, 3024.9108576364297, 1450.4873305112715]","[2.6438557932566438, -4.914097147717219, -10.163261782675862, -4.858115368423982]"
1004,"[524.9639093755919, -2075.3916223789047, 328.175512385963, 1514.6665102269126]","[-1.7626943383112796, 6.955336052250057, -1.1145648914184745, -5.062235780418093]"
1005,"[-1425.7826710666372, 1166.9773042228214, 1525.976446555321, 1040.2449184449638]","[4.807087388737392, -3.914397403001758, -5.121740205862855, -3.4701079192117623]"
1006,"[-3154.3384078477243, 1290.7253503745203, -1352.0285855639245, 2065.2699632991976]","[10.603734215157445, -4.326218568068309, 4.504876058600023, -6.884107903181979]"
1007,"[-3386.4087687736055, 2675.8855775287, -12.905294661457843, 3053.773195248155]","[11.356054347568591, -8.942581363822143, 0.028798507703463382, -10.17816570579503]"
1008,"[-1758.0943635395313, 3199.2395653581843, 1664.9073079712346, -3032.8088897067164]","[5.879644467274136, -10.668445170199986, -5.547776510805991, 10.071040732458451]"
1009,"[-906.62783628049, 5977.800720554995, 1509.0230006879763, 4544.056767620402]","[3.0337572975885463, -19.915267703902494, -5.026454227272311, -15.077317128797132]"
1010,"[-442.5200354614677, 3525.427220151438, 1522.8230665838025, 4359.185547816016]","[1.4792465424065369, -11.742423498805119, -5.076078979484643, -14.47136190738488]"
1011,"[191.3103176148768, 2465.408554186342, -2321.576126055367, 4765.02661165056]","[-0.6419670862373992, -8.210852896520032, 7.706844779015067, -15.831484473546576]"
1012,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1013,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1014,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1015,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1016,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1017,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1018,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1019,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1020,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1021,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1022,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1023,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1024,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1025,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1026,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1027,"[-223.1390036063607, 1780.918351315427, 2991.1130497152226, -257.7608494392466]","[0.7537024718749719, -5.935327654383541, -9.930763082738604, 0.8637793129766711]"
1028,"[-3937.788149456393, 1672.9574615394629, 186.7935327446525, -2937.649871349044]","[13.148983432622611, -5.56723638696653, -0.6222213849511145, 9.788295131607747]"
1029,"[-4918.769499097625, 870.2011260646756, -2924.298896191315, -2083.840456961842]","[16.39918226963327, -2.90033432697057, 9.685416016598317, 6.933124239292358]"
1030,"[-5892.5387946927885, -1460.0317911461143, -1564.6575127726928, -1527.6261611911684]","[19.569000185155755, 4.823048552681445, 5.173862356265277, 5.075124035025573]"
1031,"[-4673.828430819853, -1443.6169090719718, 7160.332276754901, -1183.6385806172004]","[15.486996727122754, 4.768004578278936, -23.703732388874453, 3.9265568111945623]"
1032,"[-6632.803956892113, -1535.7192125674908, 5927.043428798457, -1128.243242597985]","[21.968855015602646, 5.077330244444863, -19.61778707918499, 3.7420827910054313]"
1033,"[-4475.774998354047, -434.2729957493253, 2545.944952221275, -1187.7449716564288]","[14.804139666082804, 1.4301737690378244, -8.43113386286925, 3.935896091183403]"
1034,"[-1880.949750828064, 1100.3798456300028, 602.1701611750376, -1412.6725171450794]","[6.221119659474319, -3.6470319278918844, -1.9998692096152602, 4.67273053476065]"
1035,"[334.1815823233497, 2135.375208437042, 1934.7888257664822, -1454.8876503454399]","[-1.1037212267519851, -7.072848071943787, -6.412522132886126, 4.806187958787172]"
1036,"[1279.1690667486412, 4462.998226425721, 1708.136492194172, -4572.844224745481]","[-4.230140628806954, -14.769466822938101, -5.664011456533471, 15.129063678741042]"
1037,"[1476.7960859703674, 3825.687294993467, 991.1658644206428, -6761.99021630427]","[-4.887509869598579, -12.664047621669413, -3.2913077104417248, 22.389976980922125]"
1038,"[1314.6651437848775, 3582.1947840735447, 952.4671495436363, -4282.320049666084]","[-4.353247814991451, -11.865351803741412, -3.164484511814983, 14.17162902199976]"
1039,"[1644.5328860591633, 846.8253345563988, -284.290682617275, -3578.346879421727]","[-5.449755690703998, -2.804874913999027, 0.9324798674712155, 11.841246638480557]"
1040,"[2381.1563415794035, 758.5311550621847, 47.94096432259723, -2518.6184701791954]","[-7.890941104795792, -2.5136092790529876, -0.16933185835648662, 8.331540576640329]"
1041,"[3209.808812405299, -149.7870679282957, -463.57373569608393, -2176.4861394138366]","[-10.628501284191222, 0.49512867578260245, 1.5259984600336751, 7.193367606862365]"
1042,"[3107.750085750652, -41.03796963112956, -1618.6068663352366, -1373.344846719414]","[-10.286694164729484, 0.13637431194315153, 5.35364887841708, 4.52690520858862]"
1043,"[710.378238417254, -124.63791959392871, -1190.3695866704759, -2434.3283816923426]","[-2.3433742538084568, 0.415953532665383, 3.9364173908676245, 8.034604025605653]"
1044,"[978.297771256696, 40.754394005135474, -3221.024007394517, -3692.3383076765494]","[-3.2303228065144256, -0.12978830601747218, 10.662269526348558, 12.193813570212617]"
1045,"[1853.3468460224979, 842.7191166265968, -2639.467552005687, -2058.646153823984]","[-6.124654205399349, -2.780884499371376, 8.737843237210063, 6.792128281529804]"
1046,"[1520.9133240442652, 240.50064635963082, -2401.7330169275665, -112.3780140564069]","[-5.026418513788925, -0.7856905020203502, 7.950206227886922, 0.36013313991760976]"
1047,"[1256.5572597185612, -456.4749825933533, 184.98536417643803, -1409.3129815472537]","[-4.146585434565448, 1.5232516272458687, -0.6115007857415052, 4.651531969313786]"
1048,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1049,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1050,"[1346.0764765957495, 698.7442029795278, -1503.351513016685, 852.7181916515118]","[-4.449993516039661, -2.300674022086988, 4.975655297884356, -2.82872711664268]"
1051,"[815.2721178978551, 2597.709799673332, -925.4122438493035, 751.7045378974129]","[-2.6939075656277836, -8.572860441276987, 3.062817083548649, -2.4977361421415027]"
1052,"[-1023.6812904037286, 2982.297719689057, -24.389826182686672, 1313.6482791572166]","[3.3802519068281787, -9.847517906885157, 0.08687102013540136, -4.352149332577782]"
1053,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1054,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1055,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1056,"[2995.065234036256, -44.65735181415366, 1716.5850760580486, -239.12333684846664]","[-9.905930729828263, 0.14958124581260626, -5.658653869401174, 0.786266780799618]"
1057,"[23.69143665592336, -448.71060314881225, 307.3039450244325, -8.022613725547561]","[-0.08455177149738227, 1.4843373225661558, -1.0108118036340261, 0.022016493198020713]"
1058,"[2763.620192655856, 249.45106394888543, -2574.719897777932, 1175.2520524310369]","[-9.138043492079793, -0.8214298931801557, 8.508138791581757, -3.8950112425350807]"
1059,"[579.6456611301993, -716.9303807512096, -844.3672941725378, 782.0478369436911]","[-1.9336294827062142, 2.3767722237457702, 2.794814950027388, -2.5947258010009993]"
1060,"[1960.9767536441689, -1712.3593190018646, -1500.3873540796503, 1052.9224288980115]","[-6.498229924723859, 5.662451257812513, 4.9585757269643205, -3.4830959895158053]"
1061,"[1438.0371881062101, -3710.090940843815, -957.9163068464442, 1193.4077810313681]","[-4.768157562246686, 12.270122994701584, 3.165358062576442, -3.944224722266442]"
1062,"[165.19554723353156, -1852.443703450803, -1762.591648680648, 1103.4167592540005]","[-0.5563665988632409, 6.128219210964786, 5.8208491812915995, -3.64786261391339]"
1063,"[-1013.6708682325, -3963.001034244686, -1696.7664789739244, 1053.266887622649]","[3.345880214235294, 13.091773650568214, 5.601590269383915, -3.484182851914396]"
1064,"[2599.8663000232536, -3258.485046376658, -1458.125404565692, 1699.1802992533612]","[-8.612638305505888, 10.755875564367303, 4.813029355218201, -5.616659404737075]"
1065,"[2807.9241464273873, -4634.559455981144, -2094.0830180805706, 865.679355069123]","[-9.299144131561354, 15.29671824834906, 6.913348291109606, -2.8604261139244977]"
1066,"[1234.1917135014235, -3872.7521929329123, -1843.525119926574, 481.13131029820795]","[-4.090764420510199, 12.775427630067846, 6.083281295890473, -1.590679209949142]"
1067,"[573.9880879946234, -1076.0311699946583, -2115.633576376326, 1625.447767808895]","[-1.9026227313467379, 3.545910234976204, 6.981738226576732, -5.366794240385504]"
1068,"[2881.2017063103126, 446.91388046615765, -1695.8956505063775, 574.4695905604455]","[-9.518292183130711, -1.4818370628672959, 5.599344821875752, -1.8926926137707123]"
1069,"[4460.223147547018, -629.4206080170226, -1219.5753333680136, 962.398104864719]","[-14.719368831696137, 2.070469977950008, 4.025108252087417, -3.1707725593776352]"
1070,"[3424.7703217499084, 352.47691381404803, 108.40252168407982, 1039.3634536453667]","[-11.29144836453078, -1.1686566616883562, -0.35385104630402, -3.4199274899488765]"
1071,"[360.83037956820544, 771.8368515499533, 2835.3061970517815, -87.28910633634369]","[-1.1908810437409474, -2.5503523230382834, -9.343174192278624, 0.2965064872954995]"
1072,"[-1845.3770500372848, 2379.471707960576, -955.2780390617467, -1446.1640258517068]","[6.0769551225028575, -7.854065626628386, 3.147369710180456, 4.775732661039394]"
1073,"[-26.492311517695263, 1732.9432009122954, 616.6547317766729, -1676.0269665396552]","[0.08303705102123281, -5.722623660949906, -2.027265056972211, 5.530688798820986]"
1074,"[-508.1335330501659, 2115.915231162742, 120.31292601774338, 702.9486199320394]","[1.6665647704808788, -6.979749261340114, -0.39695461079639244, -2.3139767853470015]"
1075,"[-457.01288892407445, 1908.9208444470487, 1040.9849511107254, 130.90615037609078]","[1.4979346823789954, -6.297545232785695, -3.4297406400427164, -0.42961669993829726]"
1076,"[-1298.9979697617612, 2480.9716029152296, 1940.9615704970756, -245.66776060366317]","[4.2723072488610745, -8.184826094401611, -6.3996988655878315, 0.8107891860226772]"
1077,"[-1907.5212267235145, 3244.903579258465, 1330.6236527250285, -1343.4506877939298]","[6.277638939542386, -10.704028889621972, -4.395872489873679, 4.430139205715629]"
1078,"[-1157.7174721979002, 39.76692160619971, 1423.4452913008618, -1797.8580831394954]","[3.807567917565515, -0.14123219389005318, -4.7078123566246335, 5.931532773675789]"
1079,"[1068.3807529054066, 1896.56519094235, -91.83550891706685, -1755.790846651737]","[-3.532240268017148, -6.266303790780355, 0.2849398227311091, 5.791452707905782]"
1080,"[2479.8366782554913, 1632.6590176318387, -465.94612323404647, -4622.409090741149]","[-8.199073994187138, -5.396807459167688, 1.5182261448808494, 15.266462594102054]"
1081,"[2162.0164954389843, 1006.9305239661711, 478.0923358321943, -1400.9800096473195]","[-7.155291783242531, -3.3367675509625543, -1.6003842498014909, 4.620044494136924]"
1082,"[1729.5557356567338, 3131.002056323146, -77.94487167409969, -774.854674073039]","[-5.728283916171451, -10.36061616090097, 0.23575767460142247, 2.5478815327947006]"
1083,"[4200.878952927844, 4048.4893600509495, 1104.6643160437252, 1579.0678257471366]","[-13.90353715849063, -13.386843698633252, -3.6707829061458415, -5.243456264906458]"
1084,"[901.9777622376314, 884.1419856714198, 58.30922219496354, 3850.2418441503587]","[-2.996257211817587, -2.9271422210116356, -0.21643113735662212, -12.760250855322509]"
1085,"[-720.71826524062, 1498.3962529468092, 781.3251397661088, 1233.1421298665834]","[2.3790474227350416, -4.969621917063576, -2.6065839865972693, -4.108866586571389]"
1086,"[3121.6525800600066, 3488.593686468974, 3645.896609256473, 3863.6915637925863]","[-10.341447623991508, -11.563389285730352, -12.089125137460206, -12.829965702124026]"
1087,"[4320.812503486029, 1603.5920060785056, 2660.8449187097262, 2730.059796757627]","[-14.331929712841845, -5.313573985542341, -8.834917170669817, -9.08596067187676]"
1088,"[-2322.4242537358477, -1142.6151482490768, -346.5015086080613, 771.5112348173535]","[7.698266015367867, 3.785270250732973, 1.125255132493358, -2.5930147550356453]"
1089,"[-69.63405973541344, -141.46072129224137, -293.2072032003482, 2635.6639453897187]","[0.22607311056156354, 0.46536679592059566, 0.9471493157122113, -8.78535433347435]"
1090,"[3193.9048314890133, -300.3049925378512, -747.3154657231463, -832.5053120678258]","[-10.600471991834615, 0.9927332115239945, 2.4500526343182543, 2.7324729877409246]"
1091,"[3485.3574452385205, 1253.208615918465, 473.1454858170641, -1033.484215160955]","[-11.58318050719933, -4.1688389976137445, -1.5975581720813876, 3.3996759160014314]"
1092,"[-4481.984185023985, -297.64866899908606, 564.421137309001, -600.5093128372287]","[14.89256265762399, 0.9891867582772752, -1.8999637656289214, 1.9611782712378005]"
1093,"[-228.17787005997923, -9.428426357432972, -1183.6439138396747, -1483.6369180468637]","[0.7529576662309466, 0.03133225479341936, 3.9076239508807062, 4.902122836654515]"
1094,"[2785.223797453792, 4257.908631254032, 1309.6988666912087, -1768.2624972792262]","[-9.282944431315801, -14.180168006944937, -4.374749531793255, 5.856282909049057]"
1095,"[616.0806388899008, -937.818709863693, 1093.196617700572, -372.82545827462843]","[-2.0553760223529047, 3.1251116872169753, -3.6636258012851393, 1.2064149400819906]"
1096,"[-4058.764376374343, -4587.1140506053425, -2203.443414481233, 1135.6997840322724]","[13.544775092369354, 15.286648591926786, 7.316746899932936, -3.819696248051306]"
1097,"[-2904.4098676029184, 2233.3201694693826, -1189.7109462424285, 759.6466271581597]","[9.690544997653435, -7.443057916356891, 3.9373690894280524, -2.5638719160400236]"
1098,"[3589.441042734872, -656.4420304802281, 33.64898725016212, -772.869198014976]","[-11.963253385169214, 2.194661794258911, -0.13644279266246034, 2.5509191042829515]"
1099,"[-3394.3064092434533, 4803.590918662314, -803.4332170642616, -1059.57729598281]","[11.33395744808617, -16.03052825406827, 2.6553290132346836, 3.51363482482365]"
1100,"[-1891.1787664563076, 3257.491960530891, -70.65753332214666, -1178.1151955375994]","[6.322681749148799, -10.867030755707342, 0.2120487680390757, 3.916657569974404]"
1101,"[-177.1279847620862, 430.5071806999052, 319.7313116144865, 1429.250388309316]","[0.6007632655153862, -1.4335300541235192, -1.0894212818822047, -4.778523666714624]"
1102,"[4916.520232767016, -236.9730182199322, -367.2698300083002, 656.2712864531653]","[-16.38857463011219, 0.7891506162764057, 1.2005838234905066, -2.1946757647553907]"
1103,"[-3629.1972196702923, -897.3339847716247, -733.5661149687301, -2619.730283543845]","[12.137791567746097, 2.99218938742887, 2.426681446997404, 8.762022280011792]"
1104,"[3004.1873677417516, 160.77097822578529, -271.59668517163396, 2105.541350136822]","[-10.02790134608297, -0.540109994643915, 0.8841246994939906, -7.0355203971000515]"
1105,"[1001.925602835548, 672.7971136781385, -1293.523134251994, 19.819118327626512]","[-3.3436462652579686, -2.2487647776868176, 4.305164705509052, -0.05293408631958626]"
1106,"[-346.2629326778868, 360.8506867049413, -87.47864331377095, -1887.4079688005027]","[1.16879815618524, -1.2104800157918871, 0.2696373402418654, 6.324049957839733]"
1107,"[-241.26613243824792, 474.962302299577, 150.67199757848232, -2574.818308911628]","[0.8139949790795792, -1.5951794951438591, -0.5249701394765138, 8.616692397284146]"
1108,"[-121.49295059804132, -753.4018917184376, -382.5499230531258, -3723.762617766778]","[0.410956402232486, 2.5131159095562703, 1.2550279384917993, 12.45461200329799]"
1109,"[294.2514081708386, 3033.4385535505776, 715.590147263088, -1787.8929806223543]","[-0.9821504556529445, -10.150634821562162, -2.412803138751461, 5.981734302417617]"
1110,"[-359.7802095213802, 2822.531016796527, 430.5063625452175, -3413.835777760248]","[1.207087447855681, -9.42598688409615, -1.460657102719853, 11.43759148949782]"
1111,"[-161.55195396241356, 1611.9893113963687, 438.6040854539721, 1972.5366050653488]","[0.539965831044602, -5.38105028323352, -1.4875672483715063, -6.589556073590214]"
1112,"[-177.475418405179, -378.6944287500237, 2181.892388642864, -2513.8073564910956]","[0.5914207140722356, 1.2645331725041262, -7.302871734066136, 8.408581346787358]"
1113,"[-10.952199059397046, 881.9717078467438, 3698.600576970876, 2677.113504271231]","[0.036053266354212826, -2.940786246026597, -12.377271401520822, -8.964829729021778]"
1114,"[-614.8899320731654, -3609.678981496639, 3044.9855310967873, 6341.98648009112]","[2.053390604098058, 12.053845912236147, -10.197092905215825, -21.19628930074599]"
1115,"[31.83314777618826, 4889.5761876599645, 1084.7901705918325, -2433.7603365945633]","[-0.10331997572555392, -16.311673649188158, -3.6435774535651877, 8.11697245727345]"
1116,"[476.469640053173, 4296.456995847012, -897.7199579740654, -423.57780068959323]","[-1.5879406150844126, -14.348840666135688, 2.979760894320069, 1.399733571584386]"
1117,"[-597.4560796850259, -3519.951444169923, 4022.9678387652048, 904.0423309137612]","[2.000995803389611, 11.756000258861711, -13.455101192812444, -3.0305000483266418]"
1118,"[33.07565477005562, -916.2029106814223, 1658.3949457046765, 1273.4582964660449]","[-0.10265706231358562, 3.0628269407292184, -5.547381806513618, -4.262875731283444]"
1119,"[142.48829115925918, -222.40950938863048, 5670.169432588063, 989.5162878136086]","[-0.469603977632247, 0.7470200205732682, -18.923486478541186, -3.3178273981267825]"
1120,"[-714.2220525263118, -506.85951410774425, -202.9493081959478, 1750.3738480608404]","[2.387387729105492, 1.695946501414429, 0.6680428293500786, -5.849119080428674]"
1121,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1122,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1123,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1124,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1125,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1126,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1127,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1128,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1129,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1130,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1131,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1132,"[1447.5968569490497, 2947.560014605822, 3221.587470591577, 855.2479260218748]","[-4.790606797789554, -9.761719038424381, -10.688361440776731, -2.822039289396022]"
1133,"[2485.314597460735, 4091.095489120656, 2596.4938871464997, 5274.4483100763055]","[-8.25966054167005, -13.598454596350159, -8.648895771299452, -17.533559179736756]"
1134,"[859.4483305155355, 2310.438658573212, 4197.55958383062, 3773.823640684073]","[-2.8440934131625304, -7.667875381097918, -13.968666984729103, -12.527733845288514]"
1135,"[-2609.6971535130706, -1627.708033845164, 9469.40979630935, 1026.8280630532781]","[8.68409226861292, 5.418312135179469, -31.463467903236484, -3.389222395071906]"
1136,"[-445.3411868658069, 851.4625609872478, 4876.863645564234, 365.1193773772945]","[1.4913794896875112, -2.822559110525151, -16.204658295559554, -1.1888209060392643]"
1137,"[1098.7801883659213, 3623.682355575637, 2864.652800291658, -1128.9186330823366]","[-3.643493582056541, -12.029933673191906, -9.526823781484856, 3.783173526246857]"
1138,"[-1899.5555404549295, -224.7297062354897, -1621.37134302936, -1068.1373315927087]","[6.328898836304741, 0.7468145907155411, 5.381334083464209, 3.580614837820762]"
1139,"[-30.864719464129866, 2281.0035693599916, -1924.5727170997466, 6216.451628356238]","[0.10983229073478994, -7.578038174554807, 6.394875399183921, -20.669591134198186]"
1140,"[126.9385188880419, 1125.4323165037224, -3317.1000460193386, -2869.754899951675]","[-0.4173820344281303, -3.742478753557914, 11.037469323737776, 9.577073013171956]"
1141,"[-3016.4877126127108, -1010.7536066242806, -4101.059522857259, -1733.9604273188268]","[10.049966711339119, 3.3576724126238036, 13.63897339938873, 5.791393532360472]"
1142,"[-1821.4119951128548, 1501.1571566187015, -1112.6358693741718, 630.7269407480426]","[6.07846065420223, -5.001831285474658, 3.6989784686439227, -2.092266998826817]"
1143,"[-2646.094619355658, 1800.974441032122, 65.19769633901551, 101.71895566893876]","[8.837750073408062, -5.996398525616035, -0.22500764684976315, -0.3309218801173553]"
1144,"[3293.71291811249, 1617.8670229817612, 878.3649287954015, 1913.584614909998]","[-10.986228814614105, -5.395485549573237, -2.934087483133775, -6.380088604524555]"
1145,"[-1908.6105008238808, 1124.240931605016, 1104.8397016170377, 772.6262809594311]","[6.366850957984515, -3.74474185527347, -3.6906382455116984, -2.5738114893413195]"
1146,"[-374.09943395075175, 779.8479969266065, -216.84073451606602, -555.1526766094929]","[1.2489860387017673, -2.6016005710086216, 0.7103395658500997, 1.8502106184005076]"
1147,"[-1858.660340531053, 1490.5983615727303, 2019.608954426467, 1637.3962266886617]","[6.205846263487634, -4.9661022085014945, -6.739475486489683, -5.454872152572584]"
1148,"[-2893.6216715960277, 80.26573542518932, 2978.229843521612, 798.8080632234014]","[9.654697376429366, -0.26975471368295234, -9.934362384754587, -2.6570583506782044]"
1149,"[294.76601510370796, 3270.3304693499513, 835.4777791121824, -2370.3204159590778]","[-0.9889794597051527, -10.912648985514469, -2.7918429637911144, 7.886746720055164]"
1150,"[-1314.797429011141, 2082.102955499499, -312.1743271242769, -7453.1242782504]","[4.394237183369313, -6.958253523729271, 1.030710183539607, 24.775767068032778]"
1151,"[-455.9917904784457, 2609.2454627755537, 1667.4994812307414, 7454.251053902475]","[1.5242692742346093, -8.705783466360133, -5.55906910419926, -24.75225413453198]"
1152,"[-2.9341140768011944, 2256.1025430531304, 574.7134340961652, 1026.6798922823418]","[0.010915880903525329, -7.522395082933312, -1.9142225033436253, -3.4049674128792327]"
1153,"[25.75785588190562, 3113.9542378560363, 940.2951952406194, -793.5059794567379]","[-0.08614570633787429, -10.363036263932019, -3.126469548783678, 2.6310725111173086]"
1154,"[520.7475699660804, 2924.760484347956, 928.5060480053542, -3831.196303358799]","[-1.741423603162835, -9.724006543614184, -3.087458668377012, 12.693042172289577]"
1155,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1156,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1157,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1158,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1159,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1160,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1161,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1162,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1163,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1164,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1165,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1166,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
