,a,b
450,"[418.514404441069, 1188.5453328519864, -8144.48350981161]","[-1.4013600247735423, -3.9427890616461743, 26.942552659271204]"
451,"[258.33163074233, 2926.851954079908, -5349.87969896952]","[-0.8713800086664545, -9.696252535204675, 17.7055330724236]"
452,"[-10.937219575749218, 1386.2031442400985, -5129.660621218118]","[0.02070058997354612, -4.594131598290656, 16.972188223963066]"
453,"[534.796276106374, 428.4541482220202, -4215.240784159829]","[-1.7903400527689408, -1.418254915660442, 13.944283595861465]"
454,"[-1390.8114736098216, 337.0271781756533, -2938.5664663892903]","[4.60268112419384, -1.1126768732297156, 9.72536299200943]"
455,"[-2006.8824264599048, 506.6600122533462, -2043.4687880576437]","[6.652066957764844, -1.6757886368956576, 6.764908298520272]"
456,"[-452.11953179819665, -531.0025918933612, -1600.6972052430458]","[1.486774806874269, 1.7605423940707494, 5.301714931336514]"
457,"[19.5313774414207, -414.0836372056922, -599.6916300582485]","[-0.07723451756254261, 1.369709003432123, 1.9928948821465122]"
458,"[21.910829575197294, -926.7724991746478, -1256.8185050011134]","[-0.08601990891180471, 3.0671795072641084, 4.164121680632184]"
459,"[339.50281879632985, -1020.6389659012592, -1794.2526422572362]","[-1.1387201713293338, 3.375329436029694, 5.9390266386878015]"
460,"[178.75306750776997, 655.2491254140788, -1906.9535251601899]","[-0.6061739439128945, -2.1809553480595074, 6.3080460463764325]"
461,"[-354.07968224817796, 698.0434781257359, -1502.748881132846]","[1.1617722148649074, -2.3244808908491237, 4.9711643252383375]"
462,"[787.3711612532691, 1820.9152089278323, -1314.9173557339618]","[-2.618959469835208, -6.044181661117668, 4.3475224827974674]"
463,"[2369.6718999503987, 2302.2789625735886, -613.3966978307669]","[-7.857385158203353, -7.640516123382845, 2.0323099340295285]"
464,"[1347.5227071402924, 1638.1407841012146, -378.7644158885535]","[-4.471701831063986, -5.435395994277296, 1.2555132113206156]"
465,"[2165.7294751236245, 1764.7647172856807, -84.46506664102789]","[-7.181327036183995, -5.853226973398694, 0.2839953496103511]"
466,"[3804.177527018056, 613.7808728811953, 282.92158285294204]","[-12.601951234869642, -2.0386344302099992, -0.9305174711069609]"
467,"[3154.7331017516935, -331.89189811000864, 255.5028658900647]","[-10.454441513444657, 1.0965916472344777, -0.8412418212370918]"
468,"[1269.9559904858602, 597.7978615282856, 647.1270593789371]","[-4.21114479078552, -1.9746610319437041, -2.134961629668846]"
469,"[336.29971982916993, 2274.2509212609625, 158.20978059836716]","[-1.1170558051881978, -7.517892437796969, -0.5169007169032207]"
470,"[-2107.9263169750407, 1739.9705806554398, 374.6953719820385]","[6.977634029258657, -5.7512673143600335, -1.2317581838893603]"
471,"[-1945.5228123573493, 2476.5476012623635, 37.10886864958374]","[6.439492364646991, -8.190568004805437, -0.11798186892032099]"
472,"[-54.80409416746165, 2378.4477227719144, -394.66529954733033]","[0.1780465801431458, -7.86810817471393, 1.3081807896551865]"
473,"[80.65056105877261, 2056.0007301774294, 90.48486154662986]","[-0.27193631701454024, -6.804151395410899, -0.29490653191861077]"
474,"[-2212.9294942460183, 2883.9163084467, -59.35239434989023]","[7.333023599715098, -9.555653013755238, 0.20157617453626292]"
475,"[nan, nan, nan]","[nan, nan, nan]"
476,"[nan, nan, nan]","[nan, nan, nan]"
477,"[nan, nan, nan]","[nan, nan, nan]"
478,"[-356.08924058882775, 585.9074720608785, -445.668373325883]","[1.1766485466858079, -1.9457846666739214, 1.4776135908325911]"
479,"[953.8318248343851, 555.8932820556727, -847.6955307102472]","[-3.1711222455783727, -1.8443467654394832, 2.804898439991158]"
480,"[538.3345275617023, 927.9883776561277, -531.3493825412993]","[-1.7919908422321733, -3.077399686203624, 1.756882921359389]"
481,"[2966.428826864814, 1088.0561987606088, -332.69676601151383]","[-9.844864722349813, -3.603849632148776, 1.0997736916542378]"
482,"[127.7137662191743, 516.4027262696977, -575.1684847168448]","[-0.43056511269278436, -1.7135594736136026, 1.9052388321362166]"
483,"[967.4569652887104, 1619.132272344445, 343.554446214951]","[-3.2115733081195783, -5.3661947959489344, -1.1366251068947104]"
484,"[169.63574964624178, 2764.249732447569, -282.3586926782576]","[-0.56714155091752, -9.151521251571348, 0.9346165822826933]"
485,"[1013.5461513397953, 2313.0172187022413, -98.27414078291083]","[-3.3606509110075398, -7.65944621311633, 0.3245897093999301]"
486,"[375.1955119478886, 2864.4456353035225, -193.08214075408944]","[-1.2461531126251124, -9.496289389741003, 0.6385019997715367]"
487,"[24.765335257142322, 2316.882732763156, -472.31639130131623]","[-0.08701492835721827, -7.6778461047458055, 1.5618226438158356]"
488,"[nan, nan, nan]","[nan, nan, nan]"
489,"[nan, nan, nan]","[nan, nan, nan]"
490,"[nan, nan, nan]","[nan, nan, nan]"
491,"[nan, nan, nan]","[nan, nan, nan]"
492,"[-696.3216780979863, 250.20095227960942, -1073.485524775816]","[2.2901620194813224, -0.8340168445074099, 3.552200426754033]"
493,"[499.53815695677963, 392.9452681319247, -831.7011387454797]","[-1.6549591301015518, -1.3057248665990842, 2.7431898184242893]"
494,"[-689.6281611105387, 1192.6322255823566, -523.374084382059]","[2.2655375859298057, -3.9462724661638355, 1.7245167249623277]"
495,"[-1609.883763765734, -924.3214336105198, 129.04181542963943]","[5.304299718150417, 3.04059554448572, -0.4291184704699325]"
496,"[-97.16277363145741, -2222.585344124123, 702.7885320040526]","[0.3200610235948751, 7.323549119015199, -2.3283640816291618]"
497,"[1704.2689162097477, -3408.7337627915285, -295.74719560818824]","[-5.612558055999795, 11.230492703757932, 0.9728579541879327]"
498,"[3667.6124022593795, -1902.7392754560738, -442.9149360683177]","[-12.079696399743979, 6.256090616409223, 1.4587453575856508]"
499,"[4075.1211457088884, -3245.432681201341, -1566.0177858458583]","[-13.413506660140609, 10.676343089310324, 5.173092740769428]"
500,"[2949.936590653263, -362.8739003883584, -1990.2718735689934]","[-9.716066871614679, 1.1740176544009642, 6.577380145832922]"
501,"[5527.5977264345665, 116.52792162499593, -1590.451077740184]","[-18.209242832563564, -0.4056667799322958, 5.245401271521202]"
502,"[381.64394526384194, 604.7638504463488, -1372.719928481118]","[-1.2552728194476401, -2.0156556037853743, 4.522368567282678]"
503,"[1002.452271183426, 1968.7518198249302, -1918.4704118363884]","[-3.299964950599642, -6.511464866666717, 6.32454535077462]"
504,"[991.3203162939506, 4154.232488442076, -3631.5094092821532]","[-3.26306920339488, -13.712994292013349, 11.973024779021424]"
505,"[865.5650375016726, 2711.1479360527346, -4352.719129135348]","[-2.8522028871017655, -8.958528544306366, 14.354918927159947]"
506,"[1033.550030932686, 3688.796214130405, -1435.16649893172]","[-3.4061595733354477, -12.18569991975737, 4.727024393859843]"
507,"[1149.8424632081383, 3306.9209127020094, -1025.3559005188467]","[-3.7905142264432086, -10.930623048241774, 3.37965747643637]"
508,"[491.4017418134403, 3060.142769049506, 2814.876816867574]","[-1.6209013656986462, -10.115813831718429, -9.29252630643537]"
509,"[65.15048964382646, 3585.3273437230987, -988.4996645386184]","[-0.21370179465474873, -11.847509199181934, 3.2564093203110294]"
510,"[-1715.1817191125567, 1737.924284825725, 11093.52200851354]","[5.66378784195685, -5.74908967423606, -36.649984401432484]"
511,"[-1549.812965345175, 2126.0240845586973, 6561.225378679543]","[5.121809272382158, -7.034172702362174, -21.70045686896468]"
512,"[50.952170614575714, 1533.3738649438874, 2498.3805195552345]","[-0.17519809563865907, -5.071753181559388, -8.271328217359283]"
513,"[-1966.5783252897795, 1277.0086364822325, 7896.358278188955]","[6.492493668842255, -4.224099258066435, -26.138812145053663]"
514,"[1096.4899607108937, 3853.281786879761, 6042.017265321318]","[-3.6467203566913766, -12.755482808025295, -20.01655856666271]"
515,"[164.57215072476941, 4375.593618530968, 4377.749107731056]","[-0.5665062578439607, -14.490411781039887, -14.51221886102563]"
516,"[-131.46082674600135, 1655.790885260571, 3655.6254681179807]","[0.40982455247524635, -5.4766017423462285, -12.122521827832053]"
517,"[28.457447968902677, 7630.402521207848, 3012.2640272500535]","[-0.12442366237648314, -25.28615254866363, -9.995562927656701]"
518,"[-2128.83198548399, 556.3030011064072, 5057.427270614673]","[7.02851497274326, -1.8216510485762503, -16.784275809696943]"
519,"[-3125.864713313451, 2889.54379224537, 5935.470946794738]","[10.33885159569652, -9.56315224947065, -19.70011397714297]"
520,"[-1916.2575903653785, -102.85970803850323, 4226.998549169575]","[6.325959831910779, 0.37134410279864394, -14.035326563426525]"
521,"[807.9998928396511, 5310.12430016357, 8114.610072238297]","[-2.727778926011389, -17.615601516415786, -26.950434644996985]"
522,"[888.1187573607806, -2475.985037924373, 5558.382735262436]","[-2.9953558487406693, 8.265417812083243, -18.468328689262027]"
523,"[-2542.292100550385, 3956.791761499536, 6511.823403199227]","[8.420209564118576, -13.12019927793291, -21.6344722199677]"
524,"[444.88469285619414, 5366.058428151977, 5710.93119218808]","[-1.5214952529902663, -17.81895389192566, -18.981726828036432]"
525,"[2007.7029189410594, 4332.09354074197, 4586.985361773862]","[-6.727851647822286, -14.387764841882458, -15.24561255541327]"
526,"[1367.1241896075626, 1791.8518947931068, 3648.197112933878]","[-4.593562033145583, -5.926049551247222, -12.125044894436243]"
527,"[1509.425234014392, 2189.3280196175633, 2838.893021365287]","[-5.064691850280955, -7.251454979009858, -9.427354934423903]"
528,"[-507.93110357108486, 477.84452096016264, 2093.299395901421]","[1.6767441259516012, -1.547568689441931, -6.944256030857204]"
529,"[1386.0435997155223, 1054.6266692007964, 971.8313827253294]","[-4.647405697735641, -3.4733849863890085, -3.2038946996348603]"
530,"[585.9305932711185, -1286.4090772609234, -1207.5315761918764]","[-1.9721427781835659, 4.335311672816631, 4.06216356952045]"
531,"[2284.3542314384417, 2920.1440301694083, -2679.163559756068]","[-7.64998757517991, -9.710033313025633, 8.972006892866432]"
532,"[3186.838438880451, 5448.225531506179, -212.73387065051486]","[-10.667765833452021, -18.159562472461197, 0.7581229922669542]"
533,"[3853.618210774342, 3316.6802560469782, -2308.3933423958315]","[-12.90964036002436, -11.049786045721175, 7.74717349483023]"
534,"[1949.1636408173529, 6199.506311375841, -2456.499340602552]","[-6.522513986669693, -20.695904472166113, 8.246159255858691]"
535,"[977.0957490871491, 4377.951457850455, -3897.8159628317358]","[-3.2586950201955798, -14.611169374756074, 13.045520506732801]"
536,"[519.2956703492791, 5344.105935661779, -4679.7722842991825]","[-1.7175674400191263, -17.849086170717424, 15.65533777798442]"
537,"[814.130238692405, 3247.9096580093988, -3545.35866729549]","[-2.6994439565215957, -10.844293054782003, 11.871618811330293]"
538,"[911.9497484214604, 4946.947250007552, -1935.0773269019944]","[-3.0195935080368983, -16.5344256055303, 6.505380489862142]"
539,"[605.3183541029138, 4034.11651028859, -2796.0453597268215]","[-1.9842422847091687, -13.485137780011144, 9.360873894881431]"
540,"[945.21869062703, 3846.144085212917, -4502.171460529174]","[-3.119161863078784, -12.841675738258202, 15.017220684622202]"
541,"[1964.5068915959478, 3372.6358519491187, -2106.4029698550507]","[-6.5414645582674495, -11.263979713102353, 7.032814829314628]"
542,"[2615.967296240482, 2495.8694235429602, -1453.5954220754843]","[-8.737098985051556, -8.342984603774987, 4.856737043160811]"
543,"[4522.723011723695, 1696.491371133716, -873.097727180855]","[-15.18921316636475, -5.700548070468594, 2.9323273294650063]"
544,"[2181.658734199643, -1264.389368127822, -805.7520216754104]","[-7.370206477363209, 4.262750220230263, 2.7366066505476843]"
545,"[nan, nan, nan]","[nan, nan, nan]"
546,"[nan, nan, nan]","[nan, nan, nan]"
547,"[nan, nan, nan]","[nan, nan, nan]"
548,"[nan, nan, nan]","[nan, nan, nan]"
549,"[nan, nan, nan]","[nan, nan, nan]"
550,"[nan, nan, nan]","[nan, nan, nan]"
551,"[nan, nan, nan]","[nan, nan, nan]"
552,"[nan, nan, nan]","[nan, nan, nan]"
553,"[nan, nan, nan]","[nan, nan, nan]"
554,"[nan, nan, nan]","[nan, nan, nan]"
555,"[nan, nan, nan]","[nan, nan, nan]"
556,"[nan, nan, nan]","[nan, nan, nan]"
557,"[nan, nan, nan]","[nan, nan, nan]"
558,"[nan, nan, nan]","[nan, nan, nan]"
559,"[nan, nan, nan]","[nan, nan, nan]"
560,"[nan, nan, nan]","[nan, nan, nan]"
561,"[nan, nan, nan]","[nan, nan, nan]"
562,"[nan, nan, nan]","[nan, nan, nan]"
563,"[-3236.358383139648, -204.98122880024476, 2972.6902126267114]","[10.770016566930572, 0.7006983005983612, -9.867990715540763]"
564,"[-11429.828220039177, -154.87223942477715, 1177.4663015634067]","[38.06015034868516, 0.530932472788466, -3.914275420871021]"
565,"[-5517.42482864465, 3727.133662824286, -3859.9891695199926]","[18.39386659165856, -12.388779209905634, 12.811864635633844]"
566,"[-3719.5247056622043, 2308.2878481219896, -729.5162079377558]","[12.415063940668995, -7.674789609251659, 2.41844263184267]"
567,"[-2486.258632446605, 856.2451796083836, 698.9627798171596]","[8.303588521136456, -2.84339109079403, -2.324294172584584]"
568,"[-1928.5193877440474, 642.8548955417928, 3799.92529273921]","[6.441893221999122, -2.134386379943673, -12.62311447453908]"
569,"[-2310.746575575074, 2100.8759532878626, 1727.9394052653927]","[7.72001651531522, -6.997294741467569, -5.742536933889249]"
570,"[-383.7832479694929, 1188.8607000299016, 1440.1122452184375]","[1.2752055381903813, -3.9576944414061273, -4.784413154909556]"
571,"[-259.28979300925397, 719.4471120315172, 2993.4312887104634]","[0.857732659956913, -2.3961435399237363, -9.950917290461113]"
572,"[-269.18983989527527, 1824.3700441087694, 4216.785799251725]","[0.8912603183138486, -6.085775065354513, -14.021086325918137]"
573,"[245.16271297656408, 2181.1368512820145, -806.7300347551205]","[-0.8301053448106531, -7.273503033136471, 2.6864620964912245]"
574,"[316.3330275341336, 1983.8382641942621, -2460.8572680769767]","[-1.0673898851502763, -6.626839191210953, 8.187468110760522]"
575,"[522.5311145229219, 2085.21050866322, 951.9226720888186]","[-1.7553159701709948, -6.958942309327252, -3.1540442601195404]"
576,"[3476.791551903541, 1100.3852017003578, 126.51508411940367]","[-11.611562277047968, -3.6748474417189785, -0.4085186458199558]"
577,"[1696.1326286311871, 1179.1382965822302, -2263.856074943412]","[-5.659544186230759, -3.931414851362853, 7.515549126476268]"
578,"[1739.7328266637903, 1408.0021526508121, -8155.2681308797655]","[-5.795606798754629, -4.682300908228831, 27.029171831343525]"
579,"[666.7776576384484, 902.0323560962215, -4508.279628334719]","[-2.2201704580041324, -2.9968514828190322, 14.949916115748286]"
580,"[1292.6795222987535, 869.0305679249064, -3258.1559177029376]","[-4.301118856900056, -2.8848910794673985, 10.797023743973757]"
581,"[nan, nan, nan]","[nan, nan, nan]"
582,"[nan, nan, nan]","[nan, nan, nan]"
583,"[nan, nan, nan]","[nan, nan, nan]"
584,"[nan, nan, nan]","[nan, nan, nan]"
585,"[nan, nan, nan]","[nan, nan, nan]"
586,"[nan, nan, nan]","[nan, nan, nan]"
587,"[nan, nan, nan]","[nan, nan, nan]"
588,"[nan, nan, nan]","[nan, nan, nan]"
589,"[nan, nan, nan]","[nan, nan, nan]"
590,"[nan, nan, nan]","[nan, nan, nan]"
591,"[nan, nan, nan]","[nan, nan, nan]"
592,"[-1206.1111693350856, -631.5596380170903, -3792.853769685445]","[3.990001275680942, 2.09481052113551, 12.563099257168302]"
593,"[121.44827279256877, -479.61395393121563, -3944.550786597501]","[-0.4209984360435093, 1.5903695950956604, 13.073201147966989]"
594,"[434.64440393823537, 272.0896558453578, -4132.037541931793]","[-1.4594166636305281, -0.9067926834839413, 13.694767223968595]"
595,"[358.21078864304945, 661.4597315531071, -4356.279706609275]","[-1.204023484473729, -2.1990652965088153, 14.430903734040607]"
596,"[-1094.134679182391, 839.3657803213089, -3549.0082076688022]","[3.615335684384495, -2.7827258739050524, 11.756931859269905]"
597,"[-1631.9415037452482, -1496.9782903794928, -3908.513213807857]","[5.394444337269813, 4.964354443101801, 12.936930034860106]"
598,"[-3177.400519964534, -1845.3153406234046, -3889.9664462592154]","[10.53319912572646, 6.11887063811436, 12.876149316530787]"
599,"[2526.1774981695735, -933.996537821371, -2948.8030874268898]","[-8.41762350915669, 3.0979564934326405, 9.764268362192391]"
600,"[4768.215257044365, -1115.062737144624, -2890.4379222251723]","[-15.858900115791968, 3.691486286808523, 9.566833930612713]"
601,"[3197.453942247856, -1001.2049568482488, -2278.7899287562122]","[-10.636657605818689, 3.3123037452475392, 7.54765807017752]"
602,"[2974.071462699398, -2181.119639799088, -1715.6028614482186]","[-9.882319237217255, 7.218219685040113, 5.68385909922761]"
603,"[3593.0332372265016, -2385.8373442904776, -95.47055618874268]","[-11.93281881589804, 7.892277804040144, 0.32924915634769525]"
604,"[3740.764436648717, -2022.4094964980882, -913.6283908716686]","[-12.423164922433674, 6.677722596219165, 3.028794399833793]"
605,"[2989.8674990084824, -306.8896206870091, -2842.1837532059853]","[-9.932880910774342, 1.0015734973264538, 9.39442987169246]"
606,"[3811.0790215763277, 1125.4759621493993, -1681.9337087352162]","[-12.647433568367639, -3.7391815977318847, 5.56438732593854]"
607,"[3174.08840435492, 373.3747886700468, -1547.9536581550472]","[-10.534474340948247, -1.2455905207489577, 5.124826470268761]"
608,"[2305.7126286569, 547.1342783240332, -1699.7962585758617]","[-7.6517565224752015, -1.8187362982704725, 5.627745541172092]"
609,"[2406.422437811458, 544.0741640082568, -512.9654888368909]","[-7.987097987036354, -1.804816539784063, 1.7086998398351854]"
610,"[2033.6779425873783, 1152.4288422135044, -249.05216831757542]","[-6.748278139777159, -3.8156298541197025, 0.8338731609601434]"
611,"[3036.3983606132824, 660.5255194504597, -19.99041590724943]","[-10.065502491680633, -2.184607031832738, 0.0747794843497717]"
612,"[4356.111802218849, 948.660378401397, 763.7118767723216]","[-14.443424194026674, -3.134106259086642, -2.5120258613949398]"
613,"[1936.0349827298548, 792.8471438117293, 914.1633682923971]","[-6.423259151127703, -2.6187630750853073, -3.0076019100976414]"
614,"[-476.2617382509417, 1400.987058636034, 543.1251141183972]","[1.5746525307011578, -4.632179796948367, -1.7851988788447934]"
615,"[-399.52136156443083, 2088.9269332982403, 12.241380921250448]","[1.320885450727415, -6.910381445672023, -0.032911527943248975]"
616,"[2215.1742221933177, 3008.063796881532, 391.455752656335]","[-7.339587119999604, -9.944571725966975, -1.287107784267547]"
617,"[1175.6637638649106, 2734.992680564543, -211.47083613197753]","[-3.9002235849322897, -9.04581552604295, 0.7025089692995006]"
618,"[nan, nan, nan]","[nan, nan, nan]"
619,"[-356.9752113195421, 1585.6095245780868, -332.04757549817765]","[1.1840028715540754, -5.269417590765967, 1.104135294304836]"
620,"[-476.328477818727, 1517.6414642910354, -655.0398174069758]","[1.5796224075869172, -5.042593911279403, 2.1731324669673646]"
621,"[-601.8267169834206, 1203.3239721570974, -642.4975856611657]","[1.9984609727154685, -3.9942840266018576, 2.1297360298865224]"
622,"[23.81813902411386, 2213.2949259155685, -562.9405901510145]","[-0.07707190248717159, -7.337040188157417, 1.8658130636309627]"
623,"[1366.201616654317, 1327.02731813706, -320.40446254876366]","[-4.527770582738089, -4.397826324648238, 1.0639813340964528]"
624,"[nan, nan, nan]","[nan, nan, nan]"
625,"[nan, nan, nan]","[nan, nan, nan]"
626,"[1274.2288521482697, 3014.1426080946326, -290.27931946155525]","[-4.223677941050572, -9.985929998385059, 0.9635978643808238]"
627,"[-1385.7180638526709, 2559.659846468907, -644.6386037931414]","[4.582261967210155, -8.480929603541822, 2.137546117658569]"
628,"[-115.51473507889064, 2734.9534102118855, -570.3153472917048]","[0.3764536155033481, -9.057864113101314, 1.891872271275787]"
629,"[48.83566944810468, 4133.346792939993, -166.48670841697722]","[-0.16904738215934487, -13.692448862825268, 0.5549333682469944]"
630,"[-114.23453458563091, 1748.6590793207179, -158.9458248208511]","[0.3693845835855583, -5.797099866832852, 0.5255817264058891]"
631,"[nan, nan, nan]","[nan, nan, nan]"
632,"[nan, nan, nan]","[nan, nan, nan]"
633,"[nan, nan, nan]","[nan, nan, nan]"
634,"[nan, nan, nan]","[nan, nan, nan]"
635,"[-259.68763731807553, -61.51620169252282, -923.8063301827531]","[0.8505687349976605, 0.1982265278929522, 3.06075792287383]"
636,"[-287.658473118921, -243.904805055029, -1002.5757913049806]","[0.945695874158492, 0.7999793031332146, 3.313776903127265]"
637,"[nan, nan, nan]","[nan, nan, nan]"
638,"[-2251.2965745401143, -1195.1723614006553, -1047.175198683066]","[7.420857767713471, 3.9352886206405997, 3.4495784968392798]"
639,"[3836.4877638803496, -1871.5705248682668, 752.7776322712448]","[-12.651505190530967, 6.1676725454675765, -2.497948068482337]"
640,"[4459.5824937715715, -533.270146246685, -217.18737021711823]","[-14.705258979982498, 1.7475211296666597, 0.7078818663316105]"
641,"[6366.4732052983545, 1476.5701694271013, -1038.6243889573905]","[-20.981351385956756, -4.884025838328691, 3.4204897864947665]"
642,"[6298.577074913967, 4528.150769334423, -1362.1007695091082]","[-20.737190160027218, -14.944965511399412, 4.489261697668592]"
643,"[3950.838162108919, 3134.152461308218, -1662.3273262478417]","[-13.012064576228283, -10.350590897794387, 5.482028044794857]"
644,"[2735.4673496471205, 3969.306754697239, -3029.169375532066]","[-9.006221083979504, -13.094164753932713, 9.991301878935966]"
645,"[4717.715732960847, 2431.8448751138967, -2847.8505548164853]","[-15.531699736189035, -8.034953347834806, 9.382882456900852]"
646,"[2667.533366942073, 2814.9963291687436, 1565.137240286073]","[-8.784062545459514, -9.296306951962897, -5.1787910006625255]"
647,"[1283.3481809598754, 3272.0001782749823, 2443.472517367915]","[-4.2262668463452036, -10.804077571369417, -8.07245698448885]"
648,"[2270.050463787138, 4479.521452671187, 1389.307486353674]","[-7.484084530709567, -14.784443336674096, -4.597805206499423]"
649,"[756.2308597356845, 4758.347369944481, -6909.300527567905]","[-2.496009627740696, -15.705453091351425, 22.781027206034686]"
650,"[347.46574527754547, 3421.1103693019004, 754.3528709285691]","[-1.150270838780869, -11.304037556893384, -2.502902826024533]"
651,"[-160.0449556017569, 2942.560749795187, -2496.2968648315596]","[0.5241398313291853, -9.725780484526705, 8.219488023754147]"
652,"[1107.0226590339769, 4832.811849255503, 4863.08501552243]","[-3.6622868004118425, -15.971789542450185, -16.063353349485457]"
653,"[655.4507832499701, 3225.254693755081, 7401.1444178431475]","[-2.172974701667232, -10.669017681988501, -24.4763671906394]"
654,"[-835.2763580203737, 3904.9032035728696, 6862.487490247888]","[2.755039350831408, -12.920905954523196, -22.71773704668892]"
655,"[-67.89972198274147, 2243.723489998772, 6194.720173944219]","[0.2128989266777852, -7.424277536759007, -20.513311324188194]"
656,"[272.60948743335695, -1962.2915658164936, 4453.487427423356]","[-0.919813716571058, 6.503147813837845, -14.760542684365333]"
657,"[2103.4752899606674, 2728.3980525504453, 5972.691767360095]","[-6.993606460012425, -9.038945568485055, -19.809078707578077]"
658,"[969.0533995383896, 4514.121997869181, -3000.067873835261]","[-3.2401842421624822, -14.967889668496824, 9.934744764374102]"
659,"[-1091.393146506787, -4298.263478412131, 4163.792321463887]","[3.5900371656774013, 14.277050900244518, -13.834334156792622]"
660,"[-253.4171910971331, 1758.8493721189911, -1277.3104410774827]","[0.806614325136986, -5.832320646796621, 4.230262380190938]"
661,"[-1041.744001372737, -769.901951833352, 2594.0250899406037]","[3.424612596408115, 2.5758932650547, -8.622087444605398]"
662,"[-2392.0945488263574, -5459.612752448655, 204.30567743316615]","[7.915770124108907, 18.179440298734452, -0.6772366997947911]"
663,"[-4001.48891580915, 7143.385928091998, 4720.379932166383]","[13.278793254689312, -23.760368124673644, -15.686338208898794]"
664,"[-2111.59085400983, 410.41381588615616, -4104.935775065867]","[6.9908751115615875, -1.3477168276175309, 13.658548953899421]"
665,"[4809.847990549544, -5200.794844295547, 2701.3927398247806]","[-16.066284341534292, 17.34907640738582, -8.979029624237835]"
666,"[-522.8006049383453, -7334.165959230184, -570.78915033183]","[1.704370236788491, 24.457578266940214, 1.909566981539063]"
667,"[-11931.555268112654, -5008.528783597871, 2630.95712306064]","[39.76951821748383, 16.715602837315235, -8.74623710264818]"
668,"[-5013.176054183815, 5625.730448552925, -828.1743051663428]","[16.697251435682944, -18.719898814191588, 2.7706259440550323]"
669,"[2568.4567937747684, 894.9424590409918, 338.5778261305604]","[-8.598539256782685, -2.9505606027746993, -1.1105199348834347]"
670,"[2303.5226843224987, -3918.634402160178, 1165.5700204661287]","[-7.712555273118532, 13.105638679197977, -3.8593422580792094]"
671,"[502.9010268725758, 414.35292468503224, 90.64877421154495]","[-1.6938545357859607, -1.344260714135593, -0.2739402728189916]"
672,"[-116.11574268672757, 1696.9282923018397, -1421.3803539028227]","[0.3782037744813037, -5.622533044252285, 4.769190473210361]"
673,"[2950.9458676094673, -246.10961034892958, -1265.835013738186]","[-9.872916973826898, 0.8590046778298759, 4.255221120273692]"
674,"[1333.2722751405709, -80.51886948491453, -3300.4731798159087]","[-4.465356274830897, 0.3053592558925616, 11.034255596096166]"
675,"[2056.789947111633, 1398.1723786605316, -1265.2585376538054]","[-6.885363718295884, -4.631727912761837, 4.261971116019242]"
676,"[2308.83351030102, 1320.0426618282984, -991.4340876925726]","[-7.7287739472765375, -4.373157838347672, 3.3541183795875344]"
677,"[1373.6917840121293, 2701.994064414979, -1648.4323428614396]","[-4.5967284448131664, -8.99068773551499, 5.544913653798371]"
678,"[1045.4615737149752, 832.8887159484138, -3589.765160159226]","[-3.494063725261208, -2.7561503175441784, 12.004278056510705]"
679,"[429.4161970030153, 1396.084595872513, -1258.4935806920487]","[-1.4261126200009133, -4.641520004336988, 4.2472299704220005]"
680,"[582.7847226691289, 3149.0028451121584, -906.5199167211066]","[-1.9360631604103722, -10.498801837754966, 3.0748747621952273]"
681,"[707.5524536921735, 3594.1679442152436, -2350.9267525111227]","[-2.349589245302118, -11.989525809810193, 7.879366908069595]"
682,"[349.4501048006342, 3076.7139615306787, -2636.5582783829313]","[-1.1432444368907788, -10.265057025459994, 8.820208778562412]"
683,"[762.048189522979, 3407.0736170423816, -3393.017967446435]","[-2.5193448805468015, -11.369302171962843, 11.324760164420715]"
684,"[856.355898485552, 4277.904405490411, -2537.175478933512]","[-2.830729367801303, -14.271629561312077, 8.46194155453633]"
685,"[1562.3463414586756, 4408.075985201593, -1020.2494300918041]","[-5.199654935307311, -14.700397602953647, 3.4127215665721398]"
686,"[1958.311941655852, 3638.729294198616, 12.851402375986046]","[-6.534679869611244, -12.162088990366, -0.02285366494298538]"
687,"[134.5909818375753, 2419.832343569711, 64.97370117286683]","[-0.4063073927640359, -8.1500294951036, -0.20208279319704797]"
688,"[nan, nan, nan]","[nan, nan, nan]"
689,"[nan, nan, nan]","[nan, nan, nan]"
690,"[nan, nan, nan]","[nan, nan, nan]"
691,"[nan, nan, nan]","[nan, nan, nan]"
692,"[nan, nan, nan]","[nan, nan, nan]"
693,"[nan, nan, nan]","[nan, nan, nan]"
694,"[nan, nan, nan]","[nan, nan, nan]"
695,"[nan, nan, nan]","[nan, nan, nan]"
696,"[nan, nan, nan]","[nan, nan, nan]"
697,"[nan, nan, nan]","[nan, nan, nan]"
698,"[nan, nan, nan]","[nan, nan, nan]"
699,"[nan, nan, nan]","[nan, nan, nan]"
700,"[nan, nan, nan]","[nan, nan, nan]"
701,"[nan, nan, nan]","[nan, nan, nan]"
702,"[nan, nan, nan]","[nan, nan, nan]"
703,"[nan, nan, nan]","[nan, nan, nan]"
704,"[nan, nan, nan]","[nan, nan, nan]"
705,"[nan, nan, nan]","[nan, nan, nan]"
706,"[-8047.882197665722, -2462.204571153243, 2845.142646994639]","[26.772521601952967, 8.19086908301146, -9.437030086777124]"
707,"[-4087.2253340141615, -466.24038863285926, 139.7394568858177]","[13.632085666304485, 1.5651432773391911, -0.46942073342688057]"
