,a,b
932,"[2588.7880508872, 1770.487774890058, 1504.3854006632957]","[-8.531863500426633, -5.848255412633883, -4.993885561201627]"
933,"[1964.3792894798298, 1773.420545390087, -28.577002204078433]","[-6.47997989811463, -5.8593586542268, 0.06361908727874722]"
934,"[2829.6038241883175, 3455.739449620033, 112.72672535550343]","[-9.34258783098772, -11.412107072428725, -0.40350869165282355]"
935,"[3348.783862779782, 1564.5167210368593, 8993.619486278343]","[-11.064826232588844, -5.179153735650733, -29.721428159879256]"
936,"[2517.1180499091324, -3026.240363154345, 2301.4437828739033]","[-8.323619161811706, 9.985864212982744, -7.630658659335831]"
937,"[4085.274706068999, -384.32236242734024, -2811.5472572109393]","[-13.52104814532295, 1.2552132374275375, 9.265634849417548]"
938,"[3981.45161681107, 399.65997636443194, -5458.694920873586]","[-13.192394398670146, -1.3389521397374058, 18.030778285804963]"
939,"[3455.4555287161515, 425.95441368685624, -7350.488667002726]","[-11.459948085192224, -1.4252553230560931, 24.30290320782235]"
940,"[2003.6037727191645, 1930.9704614968864, 243.39707676584538]","[-6.659740626792283, -6.4169452548222585, -0.8284419135343066]"
941,"[1295.1482141191668, 841.4047434049347, 3098.358011034759]","[-4.318671973178611, -2.8034149128482295, -10.285745577979787]"
942,"[374.71110422144585, 676.9733303042965, 3765.975624631242]","[-1.2685439189723873, -2.260380372204645, -12.51718629598582]"
943,"[1164.9817229415125, 463.2046411983913, 3659.224046550172]","[-3.897559653760275, -1.5544106459242493, -12.161547028527835]"
944,"[564.4719615830646, -837.4802904338665, 473.6784007079481]","[-1.910003154321624, 2.7701798327978127, -1.5929727808526775]"
945,"[-505.77823279132645, -261.1466780842219, 4095.5309944027604]","[1.6488710004759766, 0.851849605742091, -13.642388751712332]"
946,"[1687.0673972104091, -196.22421065901514, 6110.771028621134]","[-5.656908477835602, 0.6376826913403995, -20.33843636945577]"
947,"[3028.072379718793, -1125.95257532144, 4465.323597592601]","[-10.137906979345772, 3.7383085177836626, -14.87256924873513]"
948,"[1490.160700291238, -523.0774198465604, 2137.5573890806913]","[-5.010352569587418, 1.7320351349982999, -7.124540275220083]"
949,"[-4393.975356857649, -2843.8018358359495, 333.8166432559029]","[14.634067780156505, 9.481574411902825, -1.11309166352938]"
950,"[-2087.2814205295817, -2349.4821488549396, -4767.7372467560135]","[6.9385386358227015, 7.833284090807939, 15.892537847162027]"
951,"[-4325.185543089104, -3614.183748753202, -4148.488135008641]","[14.425918201439542, 12.058787524263689, 13.83669184809012]"
952,"[-2275.070537683341, -8338.103490888727, -6346.682663056214]","[7.578855042982294, 27.8320023068163, 21.173451130665278]"
953,"[3021.240776854944, -4821.073797236051, -3519.2720657109726]","[-10.12988868583555, 16.09981292839758, 11.747660100661207]"
954,"[157.03272848557089, -7103.460731618508, -4196.166741622408]","[-0.5470915425978989, 23.75847695472605, 14.006224239565716]"
955,"[-1316.5399117254733, -6121.093378549365, -2937.7904953452876]","[4.3904686938863335, 20.482620781060696, 9.810395548282141]"
956,"[-585.0057679856405, -5084.857708834188, -4185.181314323266]","[1.9477244234253805, 17.027520865267924, 13.982382611766006]"
957,"[1903.7986250762744, -3869.3884175838703, -3919.7582476959524]","[-6.388970597248189, 12.96798650577429, 13.099891407248116]"
958,"[390.7111570930592, -3072.5923305505303, -1520.3486396546496]","[-1.3134945024339042, 10.306559819529156, 5.094797554781025]"
959,"[2384.5196245765123, -3508.567212489855, -1904.6309253178383]","[-7.992246218769573, 11.767821371235033, 6.387548437006711]"
960,"[1319.4837839858087, -1170.609168086484, -1518.259357235498]","[-4.421756433541777, 3.9425569446435396, 5.099080726837745]"
961,"[1260.1560412976785, -3208.3182235282948, -807.3325742659769]","[-4.224493901051451, 10.7569165046293, 2.725791054674323]"
962,"[-91.62812339934139, 2232.096644772452, -288.7650674860944]","[0.30706784438854334, -7.446109888719434, 0.9980048297536098]"
963,"[1030.5265540485855, -871.3237797486703, -348.3370455755117]","[-3.4595436814668403, 2.9416741128411443, 1.199388847054838]"
964,"[-1456.961618171449, -2091.308488141957, -97.03268032953824]","[4.892946125022272, 7.020881089475223, 0.360709015547306]"
965,"[-1319.1940123048257, -3221.0575645822955, -119.55410136491349]","[4.431860389388198, 10.805024238234974, 0.4358209932392135]"
966,"[108.566996241703, -1260.8007823244204, 1206.8500576542938]","[-0.36449591752069477, 4.244212762196676, -3.989794309665056]"
967,"[-1484.3241693760008, -1257.2848739831898, -107.11800924268894]","[4.986810527025214, 4.227694959845721, 0.39388006000505055]"
968,"[-2559.220213152892, 3947.892397936806, -539.6077246067737]","[8.607134965970259, -13.233643242062726, 1.8334162398087026]"
969,"[-1516.9268809285327, 2806.3461844323597, 439.31725363877246]","[5.098044506776429, -9.400629449286967, -1.431122845223736]"
970,"[-3463.180772208652, 3339.2958937736403, 259.3566885991412]","[11.648481144532193, -11.19855743292537, -0.8339544325650593]"
971,"[-1259.1656166145024, -381.8975799788923, 625.6156559092718]","[4.241319527316392, 1.2691472273470734, -2.060985051111556]"
972,"[-1416.8673994448093, 3047.3041666020245, 2131.1262895963996]","[4.755641984355654, -10.181245689398548, -7.06990323450758]"
973,"[679.6271720446642, 2938.50090506831, 2177.9852887484053]","[-2.2699715656777535, -9.82804356114463, -7.250790307707362]"
974,"[1760.2842734924704, 3660.060656826166, -19.635149167925327]","[-5.887853896051913, -12.260008136381684, 0.08761928925818598]"
975,"[374.04833762917536, 3454.1191268255475, -1202.1990507644261]","[-1.2355652411363824, -11.58494756804781, 4.038358046690057]"
976,"[nan, nan, nan]","[nan, nan, nan]"
977,"[nan, nan, nan]","[nan, nan, nan]"
978,"[nan, nan, nan]","[nan, nan, nan]"
979,"[nan, nan, nan]","[nan, nan, nan]"
980,"[nan, nan, nan]","[nan, nan, nan]"
981,"[nan, nan, nan]","[nan, nan, nan]"
982,"[nan, nan, nan]","[nan, nan, nan]"
983,"[nan, nan, nan]","[nan, nan, nan]"
984,"[nan, nan, nan]","[nan, nan, nan]"
985,"[nan, nan, nan]","[nan, nan, nan]"
986,"[nan, nan, nan]","[nan, nan, nan]"
987,"[nan, nan, nan]","[nan, nan, nan]"
988,"[nan, nan, nan]","[nan, nan, nan]"
989,"[4311.013530159157, -715.9382444834722, 1680.2897732679958]","[-14.283346920357872, 2.3861933898113277, -5.5705520320248185]"
990,"[4758.499501698647, 1161.570867504869, 1256.0113007443692]","[-15.800821647862989, -3.8524556172586193, -4.163415467651075]"
991,"[8492.133073002626, -431.71369555800476, -2377.61291597391]","[-28.227767467550997, 1.446965102083485, 7.920211142525139]"
992,"[3580.1516802840756, -1469.1110485928268, -196.17813637417936]","[-11.887162952151865, 4.9000057499078284, 0.6619446961538229]"
993,"[2162.6434603932266, 4311.938804034135, 32.53160364798592]","[-7.173023017406399, -14.347947609503098, -0.10214205801614927]"
994,"[179.74897197050626, 1893.0137490180591, -3805.2178029942193]","[-0.5724476831138389, -6.29312551719949, 12.667351324347628]"
995,"[1376.867282639684, 9504.124268780892, -8428.647291210013]","[-4.564173708207073, -31.648961826804275, 28.03856776843413]"
996,"[921.9471032459444, 3147.7829986085144, -4774.987163063423]","[-3.050187730016726, -10.480197762322508, 15.876904078632057]"
997,"[-4276.613716609262, 7074.887940908176, -2943.7529190490854]","[14.282482430397279, -23.557726651953484, 9.78598451847518]"
998,"[-2396.3503362883866, 669.1488963677158, -2517.088171919429]","[8.018352491084428, -2.2267870969679926, 8.361016855682122]"
999,"[-1773.9785172310815, -964.505024071254, -5658.197690181291]","[5.945509202933894, 3.2065173148873125, 18.787466126751955]"
1000,"[1370.3353849480654, -2660.260826459649, 2790.3664137196247]","[-4.553295231894156, 8.850439076601525, -9.268552075833188]"
1001,"[2624.5404838653694, -1485.175553829627, 5541.224655252738]","[-8.744940176142345, 4.934420872409761, -18.406946344764364]"
1002,"[404.1418278052343, -492.1094471858377, 4782.274068339089]","[-1.325512291301432, 1.6262639539553772, -15.87585708448327]"
1003,"[-5074.254871938345, 1223.349959988569, 5098.025891729049]","[16.96782393078161, -4.083718957824127, -16.905597509398092]"
1004,"[4402.206772068092, -341.7746857867566, 7182.049081500063]","[-14.651588470573634, 1.1234541241000346, -23.823654295019846]"
1005,"[2360.115691476501, 971.0524046230975, 6487.955693985278]","[-7.828881928608868, -3.2379528935226443, -21.4986885554212]"
1006,"[-4430.109439513091, 373.6850963388891, 1507.3174022749997]","[14.793396996957986, -1.2506334875635858, -4.988881824661383]"
1007,"[-3703.3176476029785, 390.4400065583718, -3752.8371279703956]","[12.364700133998278, -1.3067215238289256, 12.445298367973013]"
1008,"[1873.090772081649, 1088.1636055933038, -1672.2016774339897]","[-6.198828847544775, -3.613802895195813, 5.546951155544803]"
1009,"[1287.8835442129564, 1643.742422073102, 403.21769429232336]","[-4.257910904265792, -5.4584842961466835, -1.3264681149324373]"
1010,"[1866.7020425472674, 1643.699235920996, -3699.435536642408]","[-6.18460348129255, -5.456356736372112, 12.261132862326436]"
1011,"[3026.0175443687963, 3368.9878740054273, -2593.2725111861128]","[-10.03804421125759, -11.178010926037441, 8.600617603810736]"
1012,"[nan, nan, nan]","[nan, nan, nan]"
1013,"[nan, nan, nan]","[nan, nan, nan]"
1014,"[nan, nan, nan]","[nan, nan, nan]"
1015,"[nan, nan, nan]","[nan, nan, nan]"
1016,"[nan, nan, nan]","[nan, nan, nan]"
1017,"[nan, nan, nan]","[nan, nan, nan]"
1018,"[nan, nan, nan]","[nan, nan, nan]"
1019,"[nan, nan, nan]","[nan, nan, nan]"
1020,"[nan, nan, nan]","[nan, nan, nan]"
1021,"[nan, nan, nan]","[nan, nan, nan]"
1022,"[nan, nan, nan]","[nan, nan, nan]"
1023,"[nan, nan, nan]","[nan, nan, nan]"
1024,"[nan, nan, nan]","[nan, nan, nan]"
1025,"[nan, nan, nan]","[nan, nan, nan]"
1026,"[nan, nan, nan]","[nan, nan, nan]"
1027,"[-2770.3406981024696, 1745.033149960862, -3140.8322175958747]","[9.25443917785052, -5.815785192892633, 10.464422259699779]"
1028,"[-1961.4653223503483, 898.271680150566, -2388.3180215200337]","[6.5586869640153935, -2.9892590090591353, 7.950044557384781]"
1029,"[-1629.8053544062534, 1256.670316700842, -2007.8433952073945]","[5.451574370677617, -4.181916364656109, 6.676426000977924]"
1030,"[-981.594326822375, 2588.1581605957285, -2171.140134045483]","[3.2807743148073496, -8.609797742954887, 7.208870348361216]"
1031,"[3207.9727591007268, 2923.911446682573, -2728.5649757848264]","[-10.723486784718963, -9.701557547965823, 9.043068422874578]"
1032,"[2668.3242751017838, 1482.2839583446205, -2470.173496907545]","[-8.907209637139635, -4.908767363482501, 8.186393297885314]"
1033,"[2456.3210138919726, 1207.5572328489304, -1743.9076601536065]","[-8.18043599123995, -3.9934357536808793, 5.783268470535119]"
1034,"[3031.476935052752, 7088.373795797196, -931.1918860956299]","[-10.066187062828831, -23.479346786220887, 3.0967259277836683]"
1035,"[-2626.0743111744923, 4677.672493547866, -1572.7520831839645]","[8.708001482965866, -15.495859415092978, 5.212651681922172]"
1036,"[-7333.783938111384, 3318.553262130495, -1324.071984406074]","[24.312986590754225, -10.994764505100957, 4.392294462981055]"
1037,"[-5263.765188917993, 1285.2644497297795, -1864.7092929922894]","[17.464974060175013, -4.255699753294714, 6.178587621605728]"
1038,"[1676.3655859557362, 1630.9147374919005, 2551.958914883209]","[-5.557654663055996, -5.39072387603259, -8.401405816196462]"
1039,"[2092.7212548476405, 485.0500869647526, 2682.779227011625]","[-6.934183400156951, -1.5995199249699317, -8.836518334751197]"
1040,"[5762.466280111751, -128.3022549549004, 34.31619629394915]","[-19.092771690651123, 0.4291915209174664, -0.09548218319377802]"
1041,"[6128.3984658096715, -403.3802546752629, -6323.056027442808]","[-20.29652231543878, 1.3394475380512245, 20.893527248087633]"
1042,"[8204.512079412596, 1374.2571454804988, -3937.7406968700293]","[-27.15254327518395, -4.539066136952138, 13.012737523943194]"
1043,"[-460.04550783973247, 1269.0146792043004, -3137.380512649355]","[1.5181371484542738, -4.191308860691877, 10.36664845460598]"
1044,"[-4994.131696447386, 1023.9012919160562, -3906.446797902358]","[16.508145018584145, -3.37804454442145, 12.898844548960787]"
1045,"[-3205.297021056411, -163.90452388435358, -5039.6067913996]","[10.587226331341476, 0.5462749826579001, 16.624864578175828]"
1046,"[1336.2468393253728, 2480.019719560899, -4339.6920532924705]","[-4.4203828816301085, -8.183123906200274, 14.31581179242365]"
1047,"[1679.1176513032658, 2806.928907443407, -3419.8772977454714]","[-5.557931862975675, -9.262552454152122, 11.2918531725102]"
1048,"[nan, nan, nan]","[nan, nan, nan]"
1049,"[nan, nan, nan]","[nan, nan, nan]"
1050,"[1971.8610085160926, 1456.6962757098609, -2415.849389092125]","[-6.585052417782782, -4.856736352228366, 8.031625338417262]"
1051,"[882.5278848060141, 1824.1860387773577, -3092.9185694315174]","[-2.952807842238269, -6.082740901667657, 10.285624739304428]"
1052,"[167.6180897983102, 2169.28403763756, -2954.1156329536407]","[-0.5646387690687359, -7.219005149261546, 9.82067154272372]"
1053,"[nan, nan, nan]","[nan, nan, nan]"
1054,"[nan, nan, nan]","[nan, nan, nan]"
1055,"[nan, nan, nan]","[nan, nan, nan]"
1056,"[848.181139566434, 2401.2187219880275, -704.1079603513231]","[-2.8132493358234463, -7.955624947869043, 2.341391836671381]"
1057,"[180.81447420421802, -2778.09770829356, 431.8997987860054]","[-0.601444845739418, 9.205847260921619, -1.422793575492178]"
1058,"[478.3624063729156, 1557.6485046124133, 1308.1444132719362]","[-1.5892387970572004, -5.1676847857529875, -4.334635388299648]"
1059,"[-437.7997363891639, 1131.9380251737045, 326.999057080222]","[1.4461256615626306, -3.7592605618393025, -1.0815679965601344]"
1060,"[-165.32447491948975, -926.8494260180771, 253.39173236474443]","[0.5421404253031266, 3.0748906148391537, -0.8387276155670678]"
1061,"[-170.2540966994807, -1929.0489037711604, -96.31101911964771]","[0.558802539256508, 6.39984759128353, 0.3215364598899528]"
1062,"[-116.0766899925747, -1558.5298070232113, 230.00837219850442]","[0.38036202498805827, 5.173116891373111, -0.7618776575356998]"
1063,"[1086.315023388881, -2038.342686766074, 368.4169836507238]","[-3.5937523215915546, 6.754295723265102, -1.223744377660301]"
1064,"[-143.93261263284185, -1788.9757566370704, 440.5669081617813]","[0.47009737525374956, 5.925630648735114, -1.4652177635917543]"
1065,"[-259.3885657943612, -141.53858944376472, 321.59982518884675]","[0.849462830533519, 0.46614105421018176, -1.0736013965571072]"
1066,"[-309.5332601347799, -2806.1979488725074, -2040.3888838178198]","[1.014539607304554, 9.28229673412869, 6.739620237512672]"
1067,"[277.08610254719207, 1255.9012487684051, -1415.1369071026138]","[-0.9238810513559494, -4.156656423804188, 4.665566439789265]"
1068,"[246.43771368678406, -1718.9932380969926, -611.561064589312]","[-0.8226142385795018, 5.676742138046206, 2.008881479640608]"
1069,"[1255.6331750430145, -2678.020883615005, 1655.6800740727065]","[-4.152699801438102, 8.839263118530749, -5.481885153929958]"
1070,"[1533.9345373624926, 444.00305716876244, 2809.4183201626033]","[-5.072105449194064, -1.471482284622594, -9.291010645376199]"
1071,"[3069.2519835280477, -561.9758906048813, 3843.0686494522197]","[-10.138758480716646, 1.8478102655217166, -12.701191382125156]"
1072,"[1880.1337375753194, 243.66193369537035, 650.0740420715998]","[-6.207902171763797, -0.8129415534112493, -2.1670137930666695]"
1073,"[-2.7856730122927087, 1737.224605646424, 2070.8522485661406]","[0.007281032885386811, -5.745248952632886, -6.861337085766809]"
1074,"[1415.7533705223736, 2177.4137000983155, 3907.869144068271]","[-4.674307707168344, -7.196450562304856, -12.919974224796654]"
1075,"[1176.2332811080207, 3035.1093027872616, 1683.5611394227137]","[-3.8843056320101286, -10.020311675945727, -5.585289957244953]"
1076,"[1983.6577400631138, 2446.1652354682205, 124.35266991380152]","[-6.55062699091048, -8.08074968843211, -0.4416294540099068]"
1077,"[1729.973983253054, 2831.015658140089, 206.94255282778428]","[-5.721441226713902, -9.354845606899481, -0.7155966213410444]"
1078,"[1266.1886230941445, 3092.569293375927, 1788.4722111602855]","[-4.191295850164115, -10.220211336819755, -5.936635528880371]"
1079,"[2080.190759514733, 2714.1870365515674, 5076.312935458559]","[-6.884179166292639, -8.982011627656066, -16.799343643868326]"
1080,"[3313.843896095044, 2181.8901597088225, -2132.0012657058855]","[-10.968501194604194, -7.232279271240137, 7.017886156577161]"
1081,"[3279.8435941172092, 692.9558970227228, 3740.624182734027]","[-10.864102953918033, -2.3096124336596473, -12.395765088703856]"
1082,"[3674.6885954514723, -237.45184309914765, -1385.97819979785]","[-12.178356511795638, 0.7681489504332184, 4.559080401833865]"
1083,"[4259.0179128967, 803.2433206708168, -4892.478770084088]","[-14.124865126119829, -2.679213085939334, 16.181735660425417]"
1084,"[2990.7808625159228, -1225.350717709384, 8586.151766055253]","[-9.92631959563435, 4.043234698977664, -28.448933738305325]"
1085,"[2813.4133896563512, -1086.4933453766691, -514.9051381282098]","[-9.353467094158443, 3.5831301835322975, 1.685176702148935]"
1086,"[-1642.6725526062892, -11.399120597006078, 7682.5846414917405]","[5.426061332517347, 0.01564511249887617, -25.508391865842952]"
1087,"[795.5008485347049, 228.19764396681268, 8051.853001887986]","[-2.666089184847571, -0.7828175227299784, -26.731145947564702]"
1088,"[442.8548031579128, 283.3640709571596, 2125.282843711764]","[-1.4999917285669564, -0.9673991900436697, -7.0790769283794415]"
1089,"[-1693.0931616056175, 818.7170118643476, 3064.553534404644]","[5.601149464528158, -2.750109863309232, -10.204335863261353]"
1090,"[-2927.983259021476, -1249.1544354633822, 5193.868455090429]","[9.711574382860961, 4.131048404902268, -17.269676993598466]"
1091,"[4215.241500832344, -836.6711753096622, 2747.4951714740314]","[-14.077552010453223, 2.7610572754927265, -9.141106230370157]"
1092,"[1724.074444930457, -1916.3652902207396, 462.5711871562857]","[-5.776231692819511, 6.3557095705305615, -1.5419047469879508]"
1093,"[-1680.9199567637756, -2810.35049506641, 267.77950006711194]","[5.568541124864874, 9.338089106964894, -0.8885515913145915]"
1094,"[-1993.494963223589, -3979.4059145922256, 1312.4270670035169]","[6.613531016677858, 13.229339629569994, -4.357641942304055]"
1095,"[-1661.602494904954, -2684.987382787581, -4403.434345526324]","[5.510557143221568, 8.924094317146858, 14.66746573826802]"
1096,"[733.0518461269558, 3829.039127513173, -4623.256107635917]","[-2.4687529586895853, -12.76001926727345, 15.393091845761257]"
1097,"[1294.8575981951672, -5983.223788094682, -3788.244982295013]","[-4.3385232241492275, 19.940861724247604, 12.617368148076718]"
1098,"[-540.8483658699379, -4428.194152301293, -3734.4669153285204]","[1.7861531053001296, 14.752957984451946, 12.439071023558263]"
1099,"[-359.7214829473896, 2861.6952509861258, -5181.771435165602]","[1.1872570790125816, -9.525490412510605, 17.240259428555433]"
1100,"[1193.5661849544738, -5986.638553292947, -4344.725253238281]","[-3.995515564568821, 19.950079535006214, 14.474092361349326]"
1101,"[396.7604467422529, 2937.2889933990446, -2352.1992446486443]","[-1.3303745866056804, -9.777761891919784, 7.856238774770412]"
1102,"[-2477.7786317291, -2394.044469617026, -3120.5902158236195]","[8.272757851484904, 8.006729616624233, 10.397463522909655]"
1103,"[-1631.1098999164974, -1111.7745978001221, 25.98526259490751]","[5.446033581644402, 3.732766919440614, -0.0632889785008949]"
1104,"[-1953.2338598164995, -2108.863874880313, 392.93207248384516]","[6.522009910633505, 7.051316508013691, -1.283821538331627]"
1105,"[1950.2540830904036, -3710.0935233001724, -1181.3171162238614]","[-6.509207541516898, 12.378180884417072, 3.9521802986036314]"
1106,"[-2232.8620601662083, 914.5407474581889, 592.0423757176143]","[7.457069930895467, -3.021958229731559, -1.9414802312655344]"
1107,"[-1513.2966659419096, 315.9114987701306, 1921.6626434876482]","[5.055085333574145, -1.0295223189149993, -6.363040659353313]"
1108,"[-2837.7703367414238, -1605.6926615344476, 882.864127955787]","[9.479397566862483, 5.367689065919238, -2.908495922562917]"
1109,"[400.0683020214529, -5993.566835925312, 847.4379351764625]","[-1.3355820896556025, 19.994661975257678, -2.7910635527164627]"
1110,"[647.0707031213776, -7781.5786827668535, 2790.801740963578]","[-2.1634298496495585, 25.95671489830919, -9.246005871348684]"
1111,"[-306.0643046565429, -796.8409503663185, 2997.6143369896995]","[1.0216756439479246, 2.668810649097191, -9.941398251454467]"
1112,"[-1027.3293657073095, -1499.6070844077797, 3224.599449870726]","[3.4287018884235567, 5.000333755368416, -10.683498730534366]"
1113,"[-22.624481549374902, 1437.6687058933417, 4061.2553480887473]","[0.06679687126837915, -4.784193013040152, -13.460963793821337]"
1114,"[1374.8442484110974, 3623.2612608706604, 4038.7419157820723]","[-4.596934324276022, -12.058917621303124, -13.3794893709339]"
1115,"[342.40726502714585, 6181.283239921826, 3755.5771426468095]","[-1.1539595241528051, -20.55290142215227, -12.443699257851378]"
1116,"[592.6762839333325, 2790.035225564052, 4096.045821120412]","[-1.9857516123458085, -9.278266448283835, -13.559539731580944]"
1117,"[-528.6638647731676, 2699.2441205986593, 357.5003751665265]","[1.750223419414834, -8.973826025613661, -1.1675001886336125]"
1118,"[1909.9345168920904, 4762.87518866262, 6157.555630337227]","[-6.361621132017292, -15.853223789456235, -20.437260479419287]"
1119,"[3693.458661245651, -3112.862696634023, 2270.9746057277425]","[-12.307280157182511, 10.363157523532921, -7.566745401272895]"
1120,"[-3700.6633003626357, -96.36673000067232, 3813.1735476997087]","[12.348392853191001, 0.30783895329688443, -12.734481412031581]"
1121,"[nan, nan, nan]","[nan, nan, nan]"
1122,"[nan, nan, nan]","[nan, nan, nan]"
1123,"[nan, nan, nan]","[nan, nan, nan]"
1124,"[nan, nan, nan]","[nan, nan, nan]"
1125,"[nan, nan, nan]","[nan, nan, nan]"
1126,"[nan, nan, nan]","[nan, nan, nan]"
1127,"[nan, nan, nan]","[nan, nan, nan]"
1128,"[nan, nan, nan]","[nan, nan, nan]"
1129,"[nan, nan, nan]","[nan, nan, nan]"
1130,"[nan, nan, nan]","[nan, nan, nan]"
1131,"[nan, nan, nan]","[nan, nan, nan]"
1132,"[-631.4848513559384, 1296.5622680985762, 1489.778233507366]","[2.1348219578679153, -4.3056046572246345, -4.938448200497095]"
1133,"[1231.284948317506, 2084.2732652366003, -1871.81945369362]","[-4.065051629282517, -6.934887672364195, 6.249405425887857]"
1134,"[-1821.8711352153268, 1908.4648624032889, -28.29571980362299]","[6.101683197464007, -6.352094641937616, 0.11007728505981887]"
1135,"[-1305.6764124427093, 46.31410872026405, -2106.1631593934508]","[4.379765224030593, -0.14885532671626278, 7.033291442392564]"
1136,"[1390.0442523241384, -1154.7709871799173, 412.2397565451188]","[-4.596960727345839, 3.8538368375535597, -1.3628015302886203]"
1137,"[-1188.7968181691533, 3569.3657732382567, -4253.361499307553]","[3.985861061284147, -11.891078661525821, 14.187840903740526]"
1138,"[-1609.9915933286486, 8008.994161425379, -5263.419425894304]","[5.389486872250145, -26.690256827996482, 17.548943921281523]"
1139,"[-564.4782740172975, -8679.713039443097, -3153.156182517978]","[1.901025936305534, 28.938984546659754, 10.513793950745379]"
1140,"[798.9159659993161, -2797.591416888403, -5650.899019001729]","[-2.6446359866083227, 9.327209270347263, 18.83209967056739]"
1141,"[-1082.9657761570543, -91.64001133839464, -6127.379631986528]","[3.6324456737628683, 0.3094740166163912, 20.408555885793064]"
1142,"[-551.5982498583369, -4064.9446144796993, -5512.251162379009]","[1.8589385158074359, 13.534029484060357, 18.341157747244893]"
1143,"[-139.28466040781666, -6237.577556710577, -4589.334875014579]","[0.4841872926951903, 20.739346293602804, 15.25495243303638]"
1144,"[-971.3836854540173, -5930.50108818136, -7557.353472436566]","[3.2523281244430557, 19.689051624396647, 25.08863404842299]"
1145,"[2197.7729583587093, -5554.272237650863, -6217.593810884439]","[-7.29082517593283, 18.42555676752636, 20.634507918989925]"
1146,"[3059.0494490748397, -3085.62889018732, -6346.001936653352]","[-10.15247133232707, 10.225762106963987, 21.047081276932495]"
1147,"[-983.0958819620975, 700.4610764602617, -4789.668194484487]","[3.287824809469563, -2.3346325404473047, 15.873099569840416]"
1148,"[3041.920414034735, 2813.643580445085, -879.0824702709283]","[-10.091602977705358, -9.340912031348097, 2.9166838413728855]"
1149,"[2123.553887480432, 2485.4872837840535, -5343.638914550912]","[-7.032810583280597, -8.245588182188113, 17.698109435339344]"
1150,"[2850.588446232762, 82.20417209760491, -1041.9929249086026]","[-9.44856752363773, -0.28003183469428017, 3.4567156884399814]"
1151,"[1660.524997573808, -46.1998678675351, -1612.1972988497332]","[-5.492046551735695, 0.1472984076146184, 5.34515846158612]"
1152,"[714.6257683975953, 584.2201099181968, -2420.1937255620182]","[-2.360048781162949, -1.9444925723020312, 8.03491578956186]"
1153,"[1129.2136851990879, 1499.003445909378, 372.42403879449637]","[-3.742149983013848, -4.973134963021054, -1.223280376325325]"
1154,"[1337.2199802781568, 1273.0364586673172, -3276.992649830734]","[-4.436419637640504, -4.222258282458862, 10.875163436520584]"
1155,"[nan, nan, nan]","[nan, nan, nan]"
1156,"[nan, nan, nan]","[nan, nan, nan]"
1157,"[nan, nan, nan]","[nan, nan, nan]"
1158,"[nan, nan, nan]","[nan, nan, nan]"
1159,"[nan, nan, nan]","[nan, nan, nan]"
1160,"[nan, nan, nan]","[nan, nan, nan]"
1161,"[nan, nan, nan]","[nan, nan, nan]"
1162,"[nan, nan, nan]","[nan, nan, nan]"
1163,"[nan, nan, nan]","[nan, nan, nan]"
1164,"[nan, nan, nan]","[nan, nan, nan]"
1165,"[nan, nan, nan]","[nan, nan, nan]"
1166,"[nan, nan, nan]","[nan, nan, nan]"
1167,"[nan, nan, nan]","[nan, nan, nan]"
1168,"[nan, nan, nan]","[nan, nan, nan]"
1169,"[nan, nan, nan]","[nan, nan, nan]"
1170,"[nan, nan, nan]","[nan, nan, nan]"
1171,"[nan, nan, nan]","[nan, nan, nan]"
1172,"[-878.6549997914431, 3207.008624347642, -2376.798774623475]","[2.931153526558315, -10.702012593945307, 7.92261350919109]"
1173,"[-925.0556191425004, 3021.4906277568152, -2141.743895244754]","[3.089970534982402, -10.076879940300246, 7.127218516441577]"
1174,"[-1358.881774531722, 1871.969913717471, -4025.540567284036]","[4.543259977572589, -6.2277860220609265, 13.356214572014759]"
1175,"[-1494.649030607812, 1981.2263485949022, -4831.499310336072]","[4.9905744345867715, -6.573265942468504, 16.02203818800017]"
1176,"[483.17916661687985, 4128.6167118549565, -3648.7224862519897]","[-1.6104767663354744, -13.68381454316806, 12.108255194216474]"
1177,"[1127.3155616606023, 5632.001924705697, -2691.519167804347]","[-3.7448911122443755, -18.654461892291252, 8.92479285628226]"
1178,"[4086.806099172678, 1964.898915684919, 3556.064658986307]","[-13.542770897168577, -6.494362966398531, -11.71832780368684]"
1179,"[3755.924087222329, -565.3441422109238, -183.8105972756262]","[-12.434151560463704, 1.8844259097422018, 0.6296736809050215]"
1180,"[-5055.986591086778, 8749.393889921537, 6.97260010053114]","[16.749734409663194, -28.974973135451968, -0.0020313526220188775]"
1181,"[-4564.984000832661, 3795.6010884955886, -1082.0217538845882]","[15.13613703609894, -12.574390176789546, 3.5952835850682745]"
1182,"[-1288.7238086558234, 3305.3564985232892, -1117.2341521670264]","[4.279799981647781, -10.95097884864454, 3.7072058448557867]"
1183,"[5115.870361243751, 1184.2984728780725, 3043.588527406432]","[-16.96648394768285, -3.9182475165982584, -10.04186599508461]"
1184,"[3511.4588915580225, -448.5401945770946, -903.3218735484985]","[-11.65089596710518, 1.4933198039800522, 3.0039029093847525]"
1185,"[-3400.0460068036045, -1317.6750544726467, -5162.973164106718]","[11.269683094820058, 4.368564406827283, 17.083143586390893]"
1186,"[1726.1305893062702, -211.10769071037234, -4419.9403252677685]","[-5.715511472312771, 0.7035530138682836, 14.624999735803245]"
