,a,b
431,"[-436.2045481929681, -44.664160156911265, 2193.79205683657]","[1.4719299991687869, 0.1663447634821649, -7.304843328204366]"
432,"[-2317.5900769176496, -662.4682024267412, 1702.2066076410292]","[7.759382364735138, 2.2305255345135078, -5.64679890281274]"
433,"[-2474.5640772844777, -2602.863589304064, -3137.5203982917064]","[8.288938608868756, 8.685339303881477, 10.416099259206959]"
434,"[-1669.6300661371517, -8593.162170461115, 8800.146855196475]","[5.578591734425613, 28.63682724155554, -29.163846988431683]"
435,"[-2387.407047609719, -5259.911775060678, 8655.929087039114]","[7.961514645348238, 17.50674942459267, -28.655207496564593]"
436,"[-4153.6289777951515, 351.54725933022263, 15105.121338087067]","[13.808433187089623, -1.1272581263096828, -49.97914034246466]"
437,"[-5458.8649617677265, -6803.982140886561, 11973.262973126944]","[18.181335546745913, 22.633930593145248, -39.699269861844314]"
438,"[nan, nan, nan]","[nan, nan, nan]"
439,"[nan, nan, nan]","[nan, nan, nan]"
440,"[nan, nan, nan]","[nan, nan, nan]"
441,"[nan, nan, nan]","[nan, nan, nan]"
442,"[nan, nan, nan]","[nan, nan, nan]"
443,"[nan, nan, nan]","[nan, nan, nan]"
444,"[nan, nan, nan]","[nan, nan, nan]"
445,"[nan, nan, nan]","[nan, nan, nan]"
446,"[nan, nan, nan]","[nan, nan, nan]"
447,"[nan, nan, nan]","[nan, nan, nan]"
448,"[9015.94264009202, -2105.84504154622, -11553.875984061791]","[-29.948387456783763, 6.928330811877396, 38.277212759817594]"
449,"[4723.635990977525, -9319.000769283915, -5151.988422654567]","[-15.663179765482557, 30.828123450119225, 17.07626574974865]"
450,"[1254.509564558889, -8368.698217403276, -11856.159165012872]","[-4.185987151996611, 27.67458015073903, 39.20665422344184]"
451,"[300.3681462197119, -3626.688136768811, -7196.889937759241]","[-1.057012315188469, 11.98797459372264, 23.799876006665944]"
452,"[-2469.763049694724, -2805.8611530685407, -100.67904188402792]","[8.120815146709191, 9.285625800605525, 0.3181417790900271]"
453,"[6280.370739647817, 7154.190049638521, 6217.661918083756]","[-20.872907821784406, -23.696951401667167, -20.579074689341727]"
454,"[17022.41650172331, 6063.410059807747, 11128.999430763852]","[-56.50569336672423, -20.047831179321864, -36.814349675232975]"
455,"[-3355.8690845849765, 1036.8604867807248, 11580.288388226074]","[11.135505949613703, -3.4252060001797973, -38.305740126599176]"
456,"[-28.90465219780295, -585.5771121717949, 10502.65246699796]","[0.05837457527931315, 1.9336016428176876, -34.75271454578164]"
457,"[8568.88143458414, 6323.225870143907, -17.16559386268336]","[-28.44716708319829, -20.954588316532305, 0.01846901331667381]"
458,"[13591.037324668008, 9694.348717000017, 992.6127753616023]","[-45.085935595976565, -32.14046161012381, -3.3264233275228356]"
459,"[7275.181989407708, 15737.022412987928, 3765.5215118130964]","[-24.148098018821834, -52.16366969650509, -12.495164455203689]"
460,"[2888.6437417175584, 9624.72845918072, -693.3224197239226]","[-9.621088407216538, -31.870968578547846, 2.2179553790254434]"
461,"[1056.7633190908255, 3369.4193224547903, -1830.2293558972392]","[-3.502245164375655, -11.149642579841931, 5.971223523457385]"
462,"[-9678.125861277666, -9039.353766409235, -2430.756377884754]","[32.06497322889575, 29.966490769989246, 7.952201962325239]"
463,"[-2030.2133382879797, 1474.9516768198969, -1200.4549145109277]","[6.71040740324383, -4.841131114374997, 3.885084011652684]"
464,"[472.3822227547178, 9581.84370774086, 1035.9679086970611]","[-1.5968326573931009, -31.67347646037514, -3.4900911639629433]"
465,"[5234.785290966708, 15643.731276662667, 4463.596429117875]","[-17.369781631204084, -51.761457054666515, -14.816710180820264]"
466,"[2262.6728259080933, 10467.245080229617, 2595.8011659177287]","[-7.52203723222518, -34.6245340377245, -8.63313180921063]"
467,"[9662.508910151158, 11369.811887584685, 3398.4733010054797]","[-32.022505617874955, -37.59309529436995, -11.294593135863956]"
468,"[17689.50703635419, 18639.454489566844, 2542.1784609870474]","[-58.62042950900026, -61.648066929249566, -8.448271773552003]"
469,"[7505.111180857325, 34299.86485802362, 7802.622996906655]","[-24.88799526138925, -113.44886334011892, -25.830171438910398]"
470,"[5447.668728879681, 18863.990456713622, 8450.750302111785]","[-18.0739903904494, -62.42492610627738, -27.96492458352012]"
471,"[20003.743882513994, 20574.351209649056, 7790.312554858845]","[-66.28216691390963, -68.09091073557907, -25.76866494888546]"
472,"[12935.73221713932, 19299.821344656393, 9937.630678848498]","[-42.87416064637197, -63.84954040218195, -32.86724917200518]"
473,"[6558.880783249946, 8203.939769536388, 11916.815461438136]","[-21.773895375832534, -27.152388976072174, -39.39814744287777]"
474,"[2709.9482692942724, 17566.935894833674, 15411.04084621174]","[-9.019467426940286, -58.21464557754026, -51.01204077360102]"
475,"[nan, nan, nan]","[nan, nan, nan]"
476,"[nan, nan, nan]","[nan, nan, nan]"
477,"[nan, nan, nan]","[nan, nan, nan]"
478,"[-3942.633110359453, 15608.08523405895, 14576.152837755866]","[13.078969862690597, -51.76277557234198, -48.26242660453315]"
479,"[5594.209832543397, 12324.478419996554, 18518.727208436852]","[-18.552634694119263, -40.84252447674643, -61.27492205227633]"
480,"[-1821.3060295588812, 14848.055050919851, 11701.251047865693]","[6.054029383106625, -49.205142994872816, -38.72500615136545]"
481,"[8647.126945643366, 882.2033309157363, 9439.072863350806]","[-28.64831815873087, -2.9240266067493765, -31.28029777250308]"
482,"[-1746.9307032218694, 11472.344202843487, 7547.2672195585565]","[5.836069348258097, -38.0493133740693, -25.061594060526712]"
483,"[8439.792756995716, 16299.873170846102, 10432.649232411595]","[-27.909467507740146, -53.992503722555114, -34.60719735109568]"
484,"[8173.210760887966, 18206.998027178855, 7170.5858959295765]","[-27.00804133358359, -60.26808098391916, -23.797992124073748]"
485,"[11325.208850265934, 11548.579127258345, 7342.383246191255]","[-37.44088247083416, -38.22062082036973, -24.36622455849564]"
486,"[12188.377857252353, 17511.832347361506, 11221.614201751037]","[-40.282508262640036, -58.04542843687215, -37.19780856721568]"
487,"[2949.4515127012255, 14493.019877862525, 3582.5094919778535]","[-9.721200373875638, -48.02713383813967, -11.92286977176029]"
488,"[nan, nan, nan]","[nan, nan, nan]"
489,"[nan, nan, nan]","[nan, nan, nan]"
490,"[nan, nan, nan]","[nan, nan, nan]"
491,"[nan, nan, nan]","[nan, nan, nan]"
492,"[-7097.94256883258, 9971.86595624259, 12347.208289246346]","[23.46137766539709, -32.844555373506076, -40.84042394583327]"
493,"[3591.8083060797762, 7045.340378554831, 12022.21284793828]","[-11.795263046218857, -23.189137033397945, -39.73079770114939]"
494,"[-6927.427313082231, 14677.9296856207, 2948.4893756685315]","[22.911676385275488, -48.3996325690255, -9.732685900672776]"
495,"[-1524.1265326830112, 11370.223346815625, 14962.62053366984]","[5.109170647123174, -37.519174994339274, -49.42654682649292]"
496,"[10325.219482965605, 13879.028266989251, 17849.454182842794]","[-33.94203510131046, -45.83526222624702, -58.971255225529546]"
497,"[5359.58112325938, 18471.815092365436, 12060.324006276565]","[-17.605774352213547, -60.97173128332328, -39.81512774436431]"
498,"[1787.1798440392479, 445.1575420579348, 18422.755179877156]","[-5.877820285705846, -1.4859726023592355, -60.851256655747626]"
499,"[9898.447410533616, 7437.925190622526, 8950.039726181496]","[-32.59143608738171, -24.53585860152489, -29.510419140145185]"
500,"[15653.225415647423, 21027.103022302195, 252.69539798742287]","[-51.55593372700904, -69.337681770148, -0.7517751886345732]"
501,"[16206.804319373812, 25899.067409355153, -8267.227102404322]","[-53.382771039089626, -85.33641018496938, 27.38474156220444]"
502,"[21537.598196202496, 17055.138341825575, 1618.9786473481374]","[-70.97518982897877, -56.20512270909781, -5.250904155178436]"
503,"[15575.62906581603, 18137.98955324281, 4314.61957601517]","[-51.30599610764029, -59.810247429478125, -14.155071139008545]"
504,"[24381.24587998779, 8676.150354430842, 5119.632717473894]","[-80.31647590690051, -28.62035056739346, -16.8275435209908]"
505,"[31297.839785700955, 6926.866441599887, 18542.45710738784]","[-103.1771184208454, -22.850937248320687, -61.079077476499414]"
506,"[25870.997975208174, 5832.449381865059, 20825.33073513614]","[-85.26481977045052, -19.24300413385882, -68.54872890969241]"
507,"[27547.38846724311, 10008.495604508535, 16636.740166671225]","[-90.84230970129121, -33.04710459766757, -54.759783475592414]"
508,"[25951.272901498553, -517.5725129672454, 15946.028184110433]","[-85.58779422612484, 1.6634607904960068, -52.486731576138844]"
509,"[16084.331534644394, -3022.485372519619, -5084.845045066718]","[-53.071043271205994, 9.941681815280084, 16.92552162115465]"
510,"[12221.459843028755, 8261.862538594061, 4915.067666209852]","[-40.34151860304618, -27.310286105164852, -16.13350146650316]"
511,"[-15443.105641730319, 1590.7152795864038, -1620.0589259594933]","[51.08184559743711, -5.295455130958878, 5.462640575377083]"
512,"[36100.407058551675, -9170.1260651349, 12691.35541968519]","[-119.39751322626674, 30.27648695294368, -41.88859191405944]"
513,"[-26538.458897902605, -676.6359364439406, 14185.980905594753]","[87.78892881313548, 2.1983836732836055, -46.87931236594021]"
514,"[40560.065715204306, -17197.465580972614, 19330.501612127533]","[-134.24497342865794, 56.92325891078824, -63.960973541611]"
515,"[21821.23188347359, -20155.473851225575, -14004.682816510816]","[-72.24684561816596, 66.75228044519751, 46.41409528553056]"
516,"[21107.385997411242, -5427.375569585755, 11279.328608247315]","[-69.97489138069768, 17.975087921103114, -37.40768522168517]"
517,"[9049.815113733883, 1377.6773370048104, 1250.8843738237788]","[-30.038981997260922, -4.568044428375284, -4.197159592571742]"
518,"[-19828.365410057104, 25035.098933757286, -646.7738136575425]","[65.74762992419377, -83.05860053237203, 2.0972898923587127]"
519,"[2418.5066273098582, 30396.7088610788, 2850.894290579847]","[-8.066673907226168, -100.891802236853, -9.51863516685237]"
520,"[-5729.252842328235, -31216.018497498124, -4704.746015609762]","[18.99344123808352, 103.7084072736994, 15.54605402697215]"
521,"[-9785.522564582068, -10661.411667671646, 13871.138235784349]","[32.50420968319731, 35.42815648426855, -46.14155502055485]"
522,"[-1347.5235000602347, -9925.24385504589, 3133.933217383909]","[4.446694598504757, 32.97590434737713, -10.493275429953746]"
523,"[-14491.45733905201, 1664.9059110584108, 9221.903263636646]","[48.19384565932465, -5.554265087279973, -30.719820263070027]"
524,"[-5984.146059080522, -1774.7888381157359, 2753.4373786151646]","[19.90480851772922, 5.893546982218522, -9.227162290945074]"
525,"[-5932.638768992144, -8713.89440853504, 2354.9608393242097]","[19.741247786943447, 29.018860468250704, -7.905131169548201]"
526,"[-2689.17571088062, -11248.539851840838, 4338.679728421169]","[8.948016200709482, 37.481933873262946, -14.499847876686697]"
527,"[-5005.983341808248, 675.2120232991467, 4947.4407705385975]","[16.690057729207208, -2.246889096814889, -16.525385054478104]"
528,"[-1888.11893438228, 2144.766004409581, -462.02815648545095]","[6.2901551234591775, -7.156164604046437, 1.4821478899095124]"
529,"[149.2139052031295, 2865.0129912847524, -1080.7628504288468]","[-0.5041223703898126, -9.566748958951026, 3.550587538619602]"
530,"[4310.436997136817, 5039.83678464382, 7933.297348777209]","[-14.410360714566044, -16.831097819640107, -26.483929652403074]"
531,"[2704.979089444905, 7607.50342726424, 2518.1605643438484]","[-9.050747550448346, -25.410546782044666, -8.448461902613838]"
532,"[734.7517889061403, 7671.647775968339, -2506.8106515470495]","[-2.4626782283667903, -25.621605173130007, 8.294829226065557]"
533,"[-128.01740715224452, 3601.877319310346, -4286.475410666518]","[0.4267702169795701, -12.0333721355964, 14.226737963376921]"
534,"[473.94521619701186, 5523.711206322688, -4608.991592744667]","[-1.5906967439289614, -18.46450361810384, 15.305365084409761]"
535,"[707.6707269911024, 1889.1685277154907, -5952.605076797375]","[-2.3750024552416504, -6.3239360304361565, 19.783284626502336]"
536,"[835.1103424756084, 1529.8722755300948, -9321.37212476314]","[-2.804584244284048, -5.13165936468803, 31.024512876407194]"
537,"[985.8235796918963, 2080.0551546674424, -13021.990568943183]","[-3.309115413224215, -6.970844086557963, 43.35331664819708]"
538,"[1315.9322943718491, 2607.9121996372105, -5273.0339534148925]","[-4.41607579563872, -8.741089434322957, 17.540800201483243]"
539,"[988.2310192650999, 2422.329125030137, -7229.754092072894]","[-3.3169289899601915, -8.12402546721589, 24.06014472387291]"
540,"[1378.498201235345, 1474.9149479842831, -16524.873059390437]","[-4.628695311470933, -4.956776260810792, 54.97206394379161]"
541,"[1118.1806975380584, 79.78596902726343, -11703.41693253545]","[-3.761489912272006, -0.2970007957348641, 38.928679992475246]"
542,"[1764.6605665545446, -1313.7199148244285, -10612.286585675562]","[-5.943410816870749, 4.3665168074489475, 35.30637431497298]"
543,"[1072.2104787614496, -2333.251714486835, -2268.47010835844]","[-3.6423915811651466, 7.815316664626968, 7.545238625476077]"
544,"[-490.97634901332515, 8219.60398761189, 36.21988739773613]","[1.6209880279083961, -27.783916630773128, -0.1726281404057131]"
545,"[nan, nan, nan]","[nan, nan, nan]"
546,"[nan, nan, nan]","[nan, nan, nan]"
547,"[nan, nan, nan]","[nan, nan, nan]"
548,"[nan, nan, nan]","[nan, nan, nan]"
549,"[nan, nan, nan]","[nan, nan, nan]"
550,"[nan, nan, nan]","[nan, nan, nan]"
551,"[nan, nan, nan]","[nan, nan, nan]"
552,"[nan, nan, nan]","[nan, nan, nan]"
553,"[nan, nan, nan]","[nan, nan, nan]"
554,"[nan, nan, nan]","[nan, nan, nan]"
555,"[nan, nan, nan]","[nan, nan, nan]"
556,"[nan, nan, nan]","[nan, nan, nan]"
557,"[nan, nan, nan]","[nan, nan, nan]"
558,"[nan, nan, nan]","[nan, nan, nan]"
559,"[nan, nan, nan]","[nan, nan, nan]"
560,"[nan, nan, nan]","[nan, nan, nan]"
561,"[nan, nan, nan]","[nan, nan, nan]"
562,"[nan, nan, nan]","[nan, nan, nan]"
563,"[1265.7819075001364, 736.8547775509204, -1664.6865307883993]","[-4.2222177374467496, -2.4343059532219624, 5.533381034915806]"
564,"[13248.711381502413, -2073.9319422492454, -5529.9852541635555]","[-44.12537605573468, 6.911315016645124, 18.36182996424846]"
565,"[46.574668069311954, -8643.598477758758, -393.39728339709126]","[-0.17279545206812855, 28.78093466058868, 1.3205309423057068]"
566,"[449.8398827174329, -11597.769572479552, 3020.178428189676]","[-1.518385245351646, 38.631222432238076, -10.004297157272244]"
567,"[395.7490854062036, -3200.921073473627, 1646.4162005590588]","[-1.3334496427090379, 10.667882860555775, -5.433818699017516]"
568,"[247.05904004440524, -1397.2465476052873, 273.3360119734586]","[-0.8320351665373061, 4.659462835374955, -0.8801826050323562]"
569,"[2605.8722700282783, -1060.640008279537, -1319.313545420772]","[-8.716142089933175, 3.53719878196181, 4.404383607819316]"
570,"[1522.8640606213964, -944.1973986853978, -4303.660986835935]","[-5.094924693989479, 3.1498234578925244, 14.321312486183132]"
571,"[2847.798531790336, -779.1916819223244, 5396.10335726486]","[-9.528068354365248, 2.6007518974663553, -17.91680333680555]"
572,"[942.1018425378248, -993.0785768695595, 1131.0829088221635]","[-3.146350111638476, 3.316471407662275, -3.742908068181594]"
573,"[245.34276212985557, -574.8107278673343, 10262.389346310074]","[-0.8143432707326463, 1.920526781130006, -34.10370246198203]"
574,"[609.8559062703686, 201.4909343552401, -1871.6125125501435]","[-2.0334572820287566, -0.6657730118878361, 6.230240116847984]"
575,"[-535.3124096524035, -632.7755065224129, -5541.686892981367]","[1.799215288738806, 2.1197867963671126, 18.423047275239842]"
576,"[-250.7684941873949, -1691.216783550064, -2443.748720197785]","[0.8300595154745062, 5.644038101576924, 8.111934076133087]"
577,"[-974.0560117292234, -3368.996113318237, -1132.6305834837797]","[3.2361628774784625, 11.233525118008679, 3.7663648335089217]"
578,"[-1113.687451931792, -10548.423504115448, 15613.678048796506]","[3.68953996405475, 35.08461707150711, -51.71293576002325]"
579,"[3768.2337881199896, -6704.108593867113, 10569.573342367614]","[-12.570152996280402, 22.292984707290344, -35.00673680077668]"
580,"[-4163.470045412717, 4355.357851650422, 13243.229229599565]","[13.837821753671498, -14.42285320711528, -43.84187455862252]"
581,"[nan, nan, nan]","[nan, nan, nan]"
582,"[nan, nan, nan]","[nan, nan, nan]"
583,"[nan, nan, nan]","[nan, nan, nan]"
584,"[nan, nan, nan]","[nan, nan, nan]"
585,"[nan, nan, nan]","[nan, nan, nan]"
586,"[nan, nan, nan]","[nan, nan, nan]"
587,"[nan, nan, nan]","[nan, nan, nan]"
588,"[nan, nan, nan]","[nan, nan, nan]"
589,"[nan, nan, nan]","[nan, nan, nan]"
590,"[nan, nan, nan]","[nan, nan, nan]"
591,"[nan, nan, nan]","[nan, nan, nan]"
592,"[6924.043938263141, 784.9383645555902, -12756.102796219733]","[-23.004696288852056, -2.6388838350611485, 42.2259646897944]"
593,"[1837.2077536837676, -1566.782220150508, -7664.905947498021]","[-6.122689546395495, 5.166296269100502, 25.39324595406901]"
594,"[1569.3842485218936, -801.9882156016876, -3763.749523224132]","[-5.249170488105611, 2.63296274771854, 12.458503226522977]"
595,"[1443.88437131111, -447.85334990695395, -1973.2579469837679]","[-4.845302533136847, 1.4612998687271, 6.509100842167027]"
596,"[-2176.9047480614913, -7390.07190395155, -2875.2555960779346]","[7.16222669954688, 24.479358672459835, 9.478726595906597]"
597,"[-898.0800998221247, -1244.5999576714285, 929.2849332192408]","[2.9081084335679193, 4.088632337342648, -3.104561338508814]"
598,"[2639.984553571242, -4938.933096851017, 3654.856881288676]","[-8.821918894223195, 16.342710885510254, -12.118853112602503]"
599,"[-1058.5218283664526, -4220.421576186845, 4875.720432812932]","[3.4448266545036104, 13.955943405582632, -16.160353327312173]"
600,"[-3595.0946778270013, -6251.671160055384, 9840.147495673104]","[11.859269906328704, 20.66498061295136, -32.54091096188088]"
601,"[1673.3840763158992, 1703.118817668578, 6032.685104549589]","[-5.650279807609323, -5.636869119222002, -19.993195691528904]"
602,"[14607.1333667607, 14441.991817171636, 4446.829043751493]","[-48.55333370822479, -47.80743561309375, -14.758347478854068]"
603,"[7120.881899392331, 9996.43613084104, 2693.1779258146785]","[-23.72222977712096, -33.097081852174966, -8.981853118510003]"
604,"[9583.097985341132, 4980.481817327359, 384.6218317698396]","[-31.86764016854486, -16.49585602005448, -1.365115253533847]"
605,"[14669.516038550239, 2717.680287070951, -500.7515115746274]","[-48.722302851428566, -8.99554378316262, 1.564606399718892]"
606,"[17673.61924208699, -3808.2912489154774, -2648.271312451474]","[-58.646721345088665, 12.627548579056837, 8.667483511162446]"
607,"[11706.904948947578, -6683.413389760743, -2656.294767888771]","[-38.88550473205, 22.153802657226898, 8.691605456029166]"
608,"[1476.4115828660056, -3884.2058553541947, -1135.9606878025847]","[-4.977182703371767, 12.889622155110835, 3.6551499272982975]"
609,"[4995.800287371143, 5043.344837553149, -404.8556545998339]","[-16.64173172203179, -16.660083051995404, 1.237113225042726]"
610,"[8032.705952370296, 1846.2901237623425, 1927.2770803180915]","[-26.680773805340586, -6.073174356212195, -6.46925233528111]"
611,"[15443.539878269412, 20786.237904361835, 4630.358334976756]","[-51.20344014877788, -68.74104041761984, -15.376216249210998]"
612,"[1186.6168897412151, 17419.312012958766, 10642.74466127394]","[-3.9728838733117247, -57.62602195498912, -35.21541186590641]"
613,"[12911.232466074121, 16892.797533719142, 7364.295028645711]","[-42.84897667184347, -55.878028758794485, -24.37854353223811]"
614,"[34702.77015691327, 19761.385365291437, 10413.956112246044]","[-115.06542659798329, -65.3976882022634, -34.45556070077271]"
615,"[22633.250215696826, 14316.50533896678, 12160.520933472435]","[-75.02349946153065, -47.404728512985464, -40.16914180156137]"
616,"[16960.705207719227, 18125.414915339636, 8690.388925273639]","[-56.19253454841222, -59.944412955120846, -28.731016999561252]"
617,"[5200.523957634681, 29006.13726099441, 6577.871955622024]","[-17.25272943405621, -95.92309314163286, -21.7455254728199]"
618,"[nan, nan, nan]","[nan, nan, nan]"
619,"[-11406.246999896646, 13298.646077336563, 9432.588909553871]","[37.854891901771865, -44.18318826103612, -31.233092456131914]"
620,"[-1554.8967465190583, 9819.889516628566, 8090.974425815098]","[5.181011446350328, -32.622536177566815, -26.831563678779766]"
621,"[4843.83201611031, 3791.75185236888, 8206.079239185507]","[-16.0521848736615, -12.599465895643725, -27.157042697146665]"
622,"[-3581.769646979416, 6349.770533426588, 14665.480744727127]","[11.94320296626858, -21.034291670188274, -48.4716674290653]"
623,"[5200.562520166124, 5619.902321839745, 11055.398420593021]","[-17.178288523207836, -18.611905741416475, -36.546227997255464]"
624,"[nan, nan, nan]","[nan, nan, nan]"
625,"[nan, nan, nan]","[nan, nan, nan]"
626,"[6948.621757515971, 7326.406300310564, 10798.496345473739]","[-22.946938677737435, -24.277606531458268, -35.73453076326541]"
627,"[10492.062023378252, 12107.943520307606, 5228.588351014808]","[-34.66452754863183, -40.10131532315755, -17.31785322073992]"
628,"[7888.526172289984, 6147.999757613645, 3085.6272272174833]","[-26.08958056734464, -20.34903890320999, -10.227767810427952]"
629,"[8958.614804171648, 14060.690143673082, 9301.163134806375]","[-29.63018609052944, -46.560384613161915, -30.840486111096688]"
630,"[7227.7775891352685, 9711.42785293776, 6379.606766473112]","[-23.904268487042255, -32.1810432091255, -21.1684941472984]"
631,"[nan, nan, nan]","[nan, nan, nan]"
632,"[nan, nan, nan]","[nan, nan, nan]"
633,"[nan, nan, nan]","[nan, nan, nan]"
634,"[nan, nan, nan]","[nan, nan, nan]"
635,"[8911.02502172225, 4788.638089952044, 505.3238003048827]","[-29.40867553099998, -15.814851362288717, -1.6669068027484235]"
636,"[12734.139607534922, 4720.96102535774, 6550.498405006504]","[-42.01316004525003, -15.545799770284702, -21.666924441277615]"
637,"[nan, nan, nan]","[nan, nan, nan]"
638,"[-8628.035118405807, -2785.4395811435425, 503.32828531344376]","[28.542537247797206, 9.25658026186323, -1.6873996888319056]"
639,"[16330.850816676206, -4213.759765647283, 17030.439507478757]","[-53.75790614686123, 13.960674455425675, -56.264346514382396]"
640,"[8335.07320279643, -2741.948285864528, 7979.626337930585]","[-27.41117197642664, 9.083907527528616, -26.31396913157823]"
641,"[24650.919570155722, 37744.73128490538, -6473.382046457325]","[-81.1868762333503, -124.44074077644864, 21.479871823626905]"
642,"[28246.528471826085, 43354.12906280369, 4654.304145801275]","[-92.99973765052833, -142.94404348089287, -15.266275064163082]"
643,"[29861.639024729207, 18212.198600234657, 1374.4818064950268]","[-98.3697290117159, -60.05044226540865, -4.418851255193335]"
644,"[25948.611184173635, 32053.743850119852, -5538.703944296426]","[-85.45162716052381, -105.58930719654869, 18.414749994322463]"
645,"[29123.300842737583, 9826.539881681865, -13437.518610530427]","[-95.90218328506207, -32.385009841037636, 44.46081119188318]"
646,"[26795.635261801093, 12802.848959385075, 8593.390524568054]","[-88.2924053493768, -42.1954735075983, -28.231865267309132]"
647,"[23297.570868644892, 9216.644407628188, 832.6327704587253]","[-76.76259299322805, -30.39894119569439, -2.6134033465530306]"
648,"[21886.01794461323, 14152.020502512521, 19048.267687798245]","[-72.14659199801632, -46.664023545278546, -62.71309481681034]"
649,"[32686.791746480467, 815.3262401387311, 15145.200212629283]","[-107.79648263518902, -2.707353492897753, -49.80607259121259]"
650,"[22783.948076331584, -9480.972843209267, 22650.179718348645]","[-75.14150154519578, 31.252182472663364, -74.56908086331853]"
651,"[19339.98244008306, 5031.372458328331, -1165.4464099946651]","[-63.84155802481633, -16.637515304319074, 3.9614591858094332]"
652,"[21852.453372464654, -2833.058472601952, 20853.532857102942]","[-72.14891135461414, 9.29319101872064, -68.70623350624851]"
653,"[1637.8844807664514, -10696.579722800705, 15275.013903686611]","[-5.416424373541711, 35.3076971858214, -50.400732510555336]"
654,"[36257.87889737129, -19512.803328544633, 12074.741612085238]","[-119.96396889053207, 64.50919456955215, -39.85988060452299]"
655,"[26648.48776355429, -18250.792562315004, 5786.887146805549]","[-88.27884300088934, 60.34900170161505, -19.069603794901397]"
656,"[-8415.898014230106, 8725.197012907836, -4391.307320412705]","[27.855309384504526, -28.948496136308563, 14.581974412772414]"
657,"[-7016.054208188936, 1958.542967707949, -2464.1487054467316]","[23.224213357812317, -6.551528806742933, 8.200943347733265]"
658,"[-5984.866246184752, -4329.338002335837, 18207.31873835923]","[19.813529608446444, 14.30315592559021, -60.37403575448915]"
659,"[-7839.89605798193, -673.4271630029571, 5451.887144831612]","[25.98283522698899, 2.1832736495790184, -18.11868781687365]"
660,"[-2431.3629398261646, -1541.0310706960563, 11417.048518636755]","[8.03534031224101, 5.075608118889977, -37.94270286062309]"
661,"[-2411.075857720291, -6239.209642871072, 2377.4265833167105]","[7.974319586576661, 20.711431773040662, -7.94098946284055]"
662,"[5070.975168847603, 4325.878982783038, -120.44097635306551]","[-16.89371262587772, -14.421019058190026, 0.3523934593318154]"
663,"[4560.551528662292, -123.64475637335066, 9247.449817380406]","[-15.217658196094874, 0.38110693848584926, -30.801812586792035]"
664,"[-2891.0951665614352, -6028.6737271638685, -2071.556681397974]","[9.589762039537467, 20.048772118115224, 6.823526172592784]"
665,"[-3442.739397862768, -3409.4665992510195, 6543.72655604123]","[11.435103279716433, 11.336927035616403, -21.84994694209785]"
666,"[5820.992697707944, -5776.9397799775825, 2628.69157537174]","[-19.445178884643514, 19.222999869175855, -8.823296971149215]"
667,"[-3941.295719309666, -334.54451035165584, 4645.129164202584]","[13.111640503585214, 1.0909734413265293, -15.532259492872921]"
668,"[-10356.838487591667, 2976.429023806176, -1473.3037417925675]","[34.524557680258155, -9.942227105832549, 4.838401634239049]"
669,"[-5078.89632459035, 3425.203172780967, 404.84643662168486]","[16.921811657748943, -11.43918651660753, -1.4165301549190752]"
670,"[-3744.740199555189, -1432.0843609314325, 4204.081216974532]","[12.47913395204672, 4.7608450466940875, -14.065045679575737]"
671,"[-2820.0009789159963, 4076.813532179614, 1181.0724311508138]","[9.395238509599174, -13.615408456159122, -3.9993067150917434]"
672,"[-1051.6704621310037, 6939.284809966629, 154.19099509011966]","[3.4969188154477813, -23.164295914327447, -0.5810940248823632]"
673,"[2493.349632041018, 8357.515763810825, 576.7239535131978]","[-8.343753890426893, -27.91143973848573, -1.9870007359661117]"
674,"[2850.7129769189046, 6272.019592505811, 269.7527111875423]","[-9.545773368537802, -20.95653804850462, -0.9666331185691611]"
675,"[1531.6205766034298, 5215.307825294661, -3734.805893343207]","[-5.136291098116977, -17.428628486724065, 12.362093520103945]"
676,"[670.0752492689189, 5778.5956924962165, -3107.495088390397]","[-2.2521597100309525, -19.30310686219237, 10.273989702514788]"
677,"[873.3129764027561, 5486.214654882, -2820.448270572054]","[-2.9298794474620884, -18.33481366454419, 9.320512379998572]"
678,"[129.57802487495655, 3962.730334838017, -3510.5617646129213]","[-0.4391275274389094, -13.252597843805061, 11.611668531930547]"
679,"[1114.010394709355, 3603.0934544160955, -3881.1770779620783]","[-3.7388079048153395, -12.056062587149512, 12.845303800776493]"
680,"[1448.6575484244408, 3852.0077779984263, -4015.1801685392115]","[-4.859707795486237, -12.888156889291086, 13.278036310156727]"
681,"[1092.1902741093388, 3823.0708969264033, -2277.485776790917]","[-3.665892920910826, -12.793591354740771, 7.508687713198615]"
682,"[1414.622793918636, 2964.988118098062, -2803.871932973298]","[-4.748418939766556, -9.931881143920169, 9.273296091505928]"
683,"[2226.109486986123, 2136.6399069597487, -5338.310458150111]","[-7.467691964738249, -7.169030685752939, 17.71784197788861]"
684,"[1678.0208937985453, 1422.1819519348553, -12247.186104277485]","[-5.634387118893836, -4.788246911096401, 40.66294355178262]"
685,"[499.0293435792733, 243.85030182520669, -10960.154139587261]","[-1.6855569271837674, -0.8547684183784082, 36.381290218974144]"
686,"[-119.59948506757853, -74.42383057339177, -7482.282076159374]","[0.3904797791783711, 0.2152653152537854, 24.92000040068229]"
687,"[1501.9286902228255, -2035.864077685987, -1346.4151016445392]","[-5.11234723373451, 6.818398859398535, 4.476433669107206]"
