,a,b
356,"[14727.406243578786, 16254.570227890064, 14448.895107618438, 21917.43840370075]","[-48.77114145943352, -53.77057167162326, -47.638903042506705, -72.31742762697677]"
357,"[20182.306645012286, 12501.030066737298, 13713.501756516529, 13362.040660056626]","[-66.87544586003757, -41.34007278183661, -45.24282548533464, -44.10775953920162]"
358,"[15800.459033273426, 2834.1628890855172, 23051.86929385235, 10621.102569744473]","[-52.30853470902687, -9.400874392196748, -76.03254326641141, -35.07248591004767]"
359,"[12860.399428651677, 5307.829832012534, 14277.638178696774, 27786.062864273765]","[-42.55135969779238, -17.54846372674492, -47.091169433327664, -91.68655557181665]"
360,"[4271.415627380806, 9004.657645237634, 22617.65313665134, 13467.255348147326]","[-14.162888386645328, -29.778204441114216, -74.64501641219033, -44.428517551399835]"
361,"[1189.9252981081918, 14082.388927137303, 44445.54729967643, 9089.246529291731]","[-3.961603004073142, -46.54849474538054, -146.6886058510745, -30.005940547374305]"
362,"[6535.949714897749, 21889.120152896096, 67898.98855972695, 10363.384402075382]","[-21.66095191021169, -72.34662357286746, -224.1285172967367, -34.18650699597838]"
363,"[14326.05995700877, 11130.162887704339, 56479.57392391662, 35279.97613176251]","[-47.44624287414062, -36.76264848841466, -186.48093281241006, -116.39743468020963]"
364,"[6215.6632836684, 18295.796338782115, 26488.50602728709, 22366.27199928772]","[-20.60725957601538, -60.45707908992443, -87.44012561826888, -73.7242551460172]"
365,"[661.1879150228481, -3684.0379055977182, 33334.97952152251, 9302.837484993624]","[-2.2413875662574685, 12.198645392302254, -110.03307669950283, -30.616928404759918]"
366,"[6668.608664857511, -1446.3853829134832, 26022.92724617671, 1437.9137885228963]","[-22.126497963490298, 4.773490880255307, -85.97116596191104, -4.687501330054646]"
367,"[8797.348903522838, -334.1226176849785, 24930.27309820848, -387.5238878190863]","[-29.18316131686968, 1.080018065301375, -82.38141687076934, 1.3248526890137968]"
368,"[10966.014823472131, 2782.3540904631213, 18413.165485058573, -6089.216352902535]","[-36.36976429356281, -9.244305969405954, -60.89813114926131, 20.178559545544893]"
369,"[11797.34274979528, 6040.188169493356, 9198.936018620247, -5835.628209375936]","[-39.135766030171084, -20.029342311796484, -30.445456835493644, 19.34291641369017]"
370,"[13929.866885117854, 5919.329870574231, -4204.71373665088, 8471.199265201525]","[-46.22541483747884, -19.63206078579305, 13.910678561641795, -27.96316654150109]"
371,"[16846.624969011522, 2459.9944799090526, 16062.670489367876, -23004.695188715454]","[-55.93538032550088, -8.173954101452551, -53.12406653420339, 76.09544693590435]"
372,"[7930.665824460683, 3966.86845145858, 6409.498909168256, -46501.78795167334]","[-26.346718508268847, -13.171527938602908, -21.20714688026757, 153.9646055499922]"
373,"[7766.559841910443, 2789.8187983713806, 9556.548433386199, 12430.743076155875]","[-25.80944609380518, -9.271888485199895, -31.601872964442226, -41.13416168724077]"
374,"[5220.195759513893, 1571.5399413105465, 6388.319032576847, -3741.77082779048]","[-17.36028381801507, -5.228999119656746, -21.114474791872016, 12.42004852412702]"
375,"[4168.794057013577, 1649.8274684056491, -7007.815969352125, 22063.764419035]","[-13.869145290080432, -5.486093358747662, 23.28282542450689, -73.12470731480558]"
376,"[269.99534233478806, 2497.557601083178, 2808.395610556648, 17879.905761025613]","[-0.8942581261661883, -8.308503825088716, -9.296211909961857, -59.28594995203506]"
377,"[5810.617368385635, 1520.694615600042, 2741.5148667550397, 2918.3874547143746]","[-19.368032867730957, -5.062713206305594, -9.096021881122619, -9.68907171588304]"
378,"[3735.4826455068905, 1457.574735260919, 1997.4019940299283, -10251.018977240743]","[-12.459583551432493, -4.857565196960721, -6.634410161484645, 34.08363443645508]"
379,"[-2513.5015482045146, 1416.8277867487702, 1332.8106260502684, -736.6894026972191]","[8.397164567412323, -4.725823983868832, -4.433648066468109, 2.4603178536885473]"
380,"[5316.073214059515, 1443.9688535136538, 4025.023484368042, -9269.04102750137]","[-17.76224138441267, -4.816507650759797, -13.405231586726135, 30.884020912635492]"
381,"[4694.633220861375, 1440.1774151718228, 5032.0869951611, -3667.7750540442926]","[-15.686978444442982, -4.804914153294566, -16.78019222889603, 12.23557839597682]"
382,"[-589.3092173286329, -1611.432731020005, 4642.5474028251665, 5792.204510300799]","[1.972704849638112, 5.392723763165494, -15.501313215339263, -19.312359626485332]"
383,"[-1442.9977797406555, 2077.441025268973, 4948.768860097256, 9396.669332744324]","[4.8275865867626555, -6.941449851039121, -16.537416252147423, -31.371511033850812]"
384,"[-1577.230080289786, 1284.7407998390004, 6316.91659586465, 2351.8024302342983]","[5.284285638302032, -4.290122727233573, -21.119115430899644, -7.849766041809607]"
385,"[-2680.486481269586, 997.4012709520078, 7034.638566757322, 6614.435532011408]","[8.984165111513601, -3.3297591713866463, -23.54871954097453, -22.109597349757802]"
386,"[-216.5465039384981, 642.8432927795185, 5804.2989086337, -3476.3118510597465]","[0.7283077310426708, -2.1440098236995104, -19.452203243592837, 11.668947925878939]"
387,"[2470.5027426905663, 853.0836799009285, 5713.223393526293, -2281.0037080364273]","[-8.286226508010595, -2.850256259923503, -19.170675118754403, 7.668947986135631]"
388,"[1749.1607735540579, -369.81841249236135, 5912.646365044878, -6336.477397039346]","[-5.877431410071859, 1.2582923992803758, -19.863723425335102, 21.28934844707883]"
389,"[2879.6583015491533, 1214.6421256315261, 6208.546152629787, -1581.0570641625068]","[-9.688995893300339, -4.076238352494333, -20.889461566065595, 5.321222166396464]"
390,"[2888.523362406812, 1431.1681416859678, 520.1277558441536, -2610.380568110979]","[-9.731475901505945, -4.812243334958127, -1.7628706849202453, 8.791727844789945]"
391,"[3316.817798329564, 3840.525257982125, 5627.424895437825, -1563.8896789848177]","[-11.186344677306156, -12.954241850029856, -18.99273186933175, 5.268553247609827]"
392,"[3738.603332508353, 2509.8664197140133, 4070.91740143834, -2158.049640089197]","[-12.624822082658127, -8.475269659004068, -13.750586889133592, 7.2704836043248156]"
393,"[2730.301720126919, 1112.4757943115196, 3830.016738166113, -417.76059089332136]","[-9.230694688130555, -3.7583373348234645, -12.945092139852733, 1.4098317399712597]"
394,"[3395.734898936182, -423.9473977814672, 3124.1585276002097, 1308.4705800374336]","[-11.50702844015072, 1.4404342247695507, -10.570792999974723, -4.412216440784379]"
395,"[-2412.844737901696, -1782.9167023243836, 3956.4723778916245, 1677.7075719595375]","[8.183183253905355, 6.037777093111645, -13.389297687834448, -5.658079724695711]"
396,"[-1839.7069215272006, -1993.0158672172913, 2331.353748072763, 1973.7597163689506]","[6.240156882874329, 6.757700510322153, -7.902706263463537, -6.670935345292299]"
397,"[2087.0697770475163, 712.4704356948628, 6010.875363525429, 1964.576097670785]","[-7.087057558328489, -2.4220701602558554, -20.37529960977536, -6.632889239711099]"
398,"[992.9965255006688, -144.79072708311963, 7951.215641124573, 923.543833794644]","[-3.3818415946082765, 0.49486590464322866, -26.98662553121734, -3.122713730213092]"
399,"[-1595.0367781160917, 2876.5647883571355, 8111.832291854298, 126.9788014551826]","[5.455884865859885, -9.813363175777587, -27.584055741671012, -0.43499445110950224]"
400,"[2482.1155829444015, 3299.337011105321, 9528.114148692765, -249.97327573355733]","[-8.496988549511185, -11.300381399495574, -32.51283854902498, 0.838041252433497]"
401,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
402,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
403,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
404,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
405,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
406,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
407,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
408,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
409,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
410,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
411,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
412,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
413,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
414,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
415,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
416,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
417,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
418,"[-1097.3495106350779, 1007.9416947741616, 20815.595843764986, 27092.97636276203]","[3.6671127513927226, -3.3264429068881514, -69.32102914137101, -90.146579427378]"
419,"[831.0141281698433, 1897.4352207818272, 17268.39198570486, 12372.052921718192]","[-2.7695899727379696, -6.295703295236451, -57.52776166461142, -41.13699756213264]"
420,"[2120.787587273415, 7304.708824727138, 10563.689834869554, -19799.667212915258]","[-7.07575263880848, -24.36466062960976, -35.23496927317585, 66.12355264684365]"
421,"[140.86447891937712, 2085.282456724159, 10580.415639055516, 5643.298149797262]","[-0.4653627602668877, -6.946087339965471, -35.35084541243757, -18.795326769385767]"
422,"[2632.6307804755907, 1671.7338003183827, 3971.5445432583742, 3417.169729027122]","[-8.806123258418411, -5.576326386553695, -13.273598347857652, -11.390002688619335]"
423,"[5036.136972052849, 6931.604559111343, 1671.9932171486028, 2633.8611409027053]","[-16.86762836447803, -23.20940597509377, -5.597545711792296, -8.810158142681386]"
424,"[5012.59143084781, -947.0117904499648, -1697.5716126572036, 582.9424913780159]","[-16.803556816022212, 3.1918307562039776, 5.694174437094602, -1.9585172585835968]"
425,"[4978.11546182917, -911.6490527062693, 272.634647135631, 1285.0163645220887]","[-16.711299249400266, 3.076314635348992, -0.917371674471479, -4.317646146880814]"
426,"[6464.888810040994, 597.0594585713959, 2024.4924106714968, 1668.9274161112662]","[-21.724796613502882, -1.9949157282041472, -6.8170807025137234, -5.609802393792654]"
427,"[9631.38178725611, -2253.1075949213123, 4599.727278055733, 1477.8744601509961]","[-32.41442831083399, 7.604841706605665, -15.506430474681704, -4.974175588483882]"
428,"[5333.528707590284, -4500.0895669533365, 849.6717741774571, 230.53407586963155]","[-17.975800373536938, 15.193568195069213, -2.867892097904295, -0.7799920724306924]"
429,"[9832.769988419932, -3956.3877155188566, 2449.626684331783, -919.1956248448854]","[-33.1601550164429, 13.372944702112697, -8.271671599032219, 3.0907295668963357]"
430,"[11539.072842279433, -3255.877296060319, 1718.9187924691178, -1684.4238701394258]","[-38.98057849178246, 11.022739965519543, -5.8100834108331485, 5.670259016248891]"
431,"[4068.1877928782533, -840.1162129452997, 1871.22255419805, -3147.2018697096305]","[-13.761403579156797, 2.854424591236603, -6.333201996954967, 10.606203197344307]"
432,"[-3158.580285587262, 1198.478737412206, -148.42558267001144, -1362.6426696465417]","[10.68557853106423, -4.046395859037427, 0.5021619462321082, 4.570896989153895]"
433,"[-4670.337994632069, 1420.0984400655732, 270.86257743367753, -3947.5059686797904]","[15.81470117056646, -4.803176784273823, -0.9117042312683985, 13.24894316299879]"
434,"[-4758.475184837888, 4999.520151414809, 1226.5587439489216, -7184.059666181262]","[16.108896913008316, -16.87691970256674, -4.112724862379629, 24.100938304114337]"
435,"[-4443.553614200272, 4601.103610272924, -478.1861303960145, -7786.470592535893]","[15.020302910555005, -15.501579522470735, 1.6201472778941743, 25.99113821137646]"
436,"[-4100.833428033936, 2132.9531659237814, 1001.2977524514828, 1852.8720912687397]","[13.846046778105798, -7.147181877935295, -3.3247324674800303, -6.182785086236891]"
437,"[-1924.067172982051, 703.7643199518766, 8871.684888693477, -966.7013725073866]","[6.510767586926094, -2.345331501216127, -29.605481232148236, 3.231308833925875]"
438,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
439,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
440,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
441,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
442,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
443,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
444,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
445,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
446,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
447,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
448,"[4918.323040677464, 1753.132679092698, 4890.102546508432, 12548.152355571838]","[-16.42966217891577, -5.854843404032278, -16.233340137890554, -41.560211955581174]"
449,"[5149.461835422374, 190.32465520392498, 3826.4811311138883, 11243.878811002265]","[-17.218891224685706, -0.6436344073615281, -12.690252648814194, -37.1779376566782]"
450,"[6733.020108332828, -399.0774751909697, 2365.3751574994853, 3194.882901818209]","[-22.528996021065964, 1.321378238429487, -7.835507247268634, -10.603644907216005]"
451,"[4352.385923285255, -1200.2371255658554, 4546.978650051108, -1593.3972421244368]","[-14.557791804508993, 3.9940774340776675, -15.083647420835241, 5.184281562771758]"
452,"[-1829.1516574612772, -5111.430437366483, 3936.7441014640594, -9796.760391934344]","[6.144399194596771, 17.02508898586854, -13.058862761198903, 32.301552304315855]"
453,"[-16189.062103471599, -7088.41189527807, 3168.806724736633, -12509.893356918046]","[54.16597079001736, 23.579662326898365, -10.534215237157474, 41.331134062862894]"
454,"[-11406.377420075125, -11557.148523554875, 4780.091022286733, 9883.661625026296]","[38.12728755490653, 38.43278488845829, -15.887015766149256, -32.72575877411126]"
455,"[300.23017955255654, -1338.0560547102345, -4977.893541414967, 10890.601321260547]","[-0.9820139309366963, 4.422934278678776, 16.468550369398436, -36.08540315286296]"
456,"[9833.084385628777, -3992.3999361539472, -907.2366991359145, 10216.13656329081]","[-32.74746017138878, 13.294612959055097, 2.9696561315103387, -33.880678074640215]"
457,"[-5775.070931350341, 13820.495726099989, 3394.859575611797, 37902.2680730581]","[19.262345217580094, -45.95659047372881, -11.283096084361443, -125.62422599011725]"
458,"[14937.538526598182, 11856.958000349383, -1933.4830569831192, 39777.03015016707]","[-49.78155314088285, -39.40334819390212, 6.441353808175121, -131.75007577041296]"
459,"[-769.8753426412852, 10152.708958300045, 7531.5260164135125, 24513.05303205159]","[2.579633101990993, -33.74324797516554, -24.921600255614027, -81.15628414394463]"
460,"[-5984.843783363368, 10292.316352734491, 28021.99198230047, 27097.14188718665]","[19.94702747979783, -34.18755461989866, -92.81641141662443, -89.69934240332427]"
461,"[22336.17994922854, 344.2215758117115, 24890.184766783834, 19448.20762085228]","[-74.46687720940166, -1.1682537765289975, -82.37946070224073, -64.30511737764586]"
462,"[-1021.2059934311526, 529.5718508928427, 27339.998014309433, 3072.8306314855454]","[3.4306149758321713, -1.787238361982423, -90.47358287818246, -10.169581298858402]"
463,"[11888.745213143002, 3331.546190117876, 7292.68523059206, 6957.981833888724]","[-39.46092420296872, -11.064816164698204, -24.13857924532411, -23.027110218184422]"
464,"[31579.682675407454, -871.0371196226752, 29060.66920616999, -10020.705695948182]","[-104.85337640792527, 2.8834159908812795, -96.17010156174481, 33.16360107197909]"
465,"[23654.364797613187, -354.44719257563514, 15108.586893807575, -8585.145109832574]","[-78.49555695620595, 1.1920351830101537, -50.03246930625667, 28.447992447302948]"
466,"[-1783.979612837178, 1288.1137042623948, 42152.66243679229, 18754.33830482916]","[5.965550477845828, -4.2400806993535385, -139.89774184295743, -62.150047228874094]"
467,"[34283.63035720694, 26280.76807805409, 15249.354989337855, -3570.900099577232]","[-113.69196500996799, -87.16518366119386, -50.627259664281944, 11.895608337052252]"
468,"[22890.376977278047, 17234.206594426214, -3945.3691205988357, -1026.5779192660711]","[-75.94794672901568, -57.22554222020374, 13.181666321372612, 3.4672311729346834]"
469,"[-270.418695550521, 13452.74061831562, -21160.335210634737, -7044.853755750846]","[0.8646348283502411, -44.74096704123302, 70.39287735749001, 23.439137663869314]"
470,"[4451.8664678836685, 6244.317882677636, -18024.865947682734, -20460.891964419992]","[-14.818682661597206, -20.801542564393653, 59.94024308589183, 67.88261524444883]"
471,"[4752.032382325266, 5223.172068945857, -6789.340269319763, -3569.790413620849]","[-15.852080097607475, -17.442112058440443, 22.59565734369155, 11.931155834645889]"
472,"[93.1444487832424, 7770.898728437201, -10029.406784243185, -8154.168838604912]","[-0.36115799531231746, -25.962455775707028, 33.297480079377564, 27.12462320414888]"
473,"[2432.421571421888, 4764.021958078691, -9624.004245567729, 6534.825239543011]","[-8.139467269513121, -15.927398585776398, 31.941690740386765, -21.55152142503168]"
474,"[-1070.0647745376803, 4451.318453762622, -33598.178749930834, -9819.063946631306]","[3.506980282442544, -14.894864293608496, 111.42133963919439, 32.638814144194335]"
475,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
476,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
477,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
478,"[2021.145423274429, 6276.98435582157, 3682.364496626818, 11531.69802244655]","[-6.749091818425027, -20.886825140504452, -12.194566549594837, -38.075626715227074]"
479,"[-1422.2098286819119, 14390.708581190478, 1749.716722992914, 11247.08822921466]","[4.7060566271374284, -47.80299298408614, -5.821497935381225, -37.17224167257614]"
480,"[-4089.355233150224, 8551.959889836167, 1183.1115947992005, 12066.806532938377]","[13.573448393858255, -28.429510431384458, -3.9519822272148244, -39.80599331831146]"
481,"[-1283.6115153665608, 1017.3615716109617, 1523.1416564118642, 10963.941963757865]","[4.237449112642802, -3.42475275525334, -5.0949244577296975, -36.15083292030088]"
482,"[-5786.68839839147, 2392.077836383727, 4568.915179877722, -2582.725342167437]","[19.247519952092453, -7.993438782361186, -15.162717457093057, 8.580546198860006]"
483,"[-3651.852949845769, 1613.7969999360448, 5731.559731505708, 13766.606748857517]","[12.170821760826172, -5.421975075355521, -19.021407902477076, -45.48642385333598]"
484,"[-2336.7015600220157, 7.936617474233795, 6824.98854623694, 11677.649556120194]","[7.7738774996434845, -0.07915152602175277, -22.630154845472852, -38.557025860495386]"
485,"[-1164.5526312455158, 309.2305869289122, 6048.7117853295695, 14954.442572469954]","[3.8721527377714478, -1.0840415294298114, -20.072384171598767, -49.35814527086219]"
486,"[-3761.6430423467464, -3109.2711006794675, 7841.161638454266, 16498.368301627524]","[12.579338641237875, 10.31583251856758, -26.03908208733723, -54.44564561999853]"
487,"[973.1631220403518, -2986.4619529117363, 3099.6224795309045, 7361.17771414113]","[-3.2436849521843216, 9.92359031011863, -10.342974571453741, -24.32635320497407]"
488,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
489,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
490,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
491,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
492,"[8499.452325487073, 4663.736620750832, 39723.47759859498, 3919.046026280727]","[-28.106606959145726, -15.401373644002263, -131.44200730697096, -12.90134796357998]"
493,"[5027.921735054103, 18758.96682960409, 9939.411423022842, 72.73730275793052]","[-16.538394095045053, -61.98756555621929, -32.79759205627109, -0.228847432606362]"
494,"[4240.174180447291, 31600.347103191107, 10268.40357261149, 6052.572033235528]","[-13.954779273926686, -104.37136251005914, -33.905033360112604, -19.960408896844815]"
495,"[10032.700082449566, 17873.692181160328, 39783.28179607619, -558.2975281389727]","[-33.19171367630289, -59.053300354449085, -131.38321779042778, 1.8208366735721686]"
496,"[20317.034808794648, 18866.0327807213, 22374.748089106324, -13627.995575637291]","[-67.15126250981608, -62.29936640324486, -73.72435006061461, 44.85329868925071]"
497,"[15132.183266055337, 13563.859929781935, 7951.7451322844145, -14352.462447653274]","[-50.02112518313597, -44.75381187095993, -26.154163233668406, 47.25631117238106]"
498,"[16193.469164765835, 20365.235789632923, 8620.752063038013, 624.0622070318965]","[-53.55731654021981, -67.17081411691598, -28.332440434422402, -2.06364710791719]"
499,"[20483.2706433732, 9070.003307432622, -1072.3507340859385, 5901.777765768155]","[-67.68268112473822, -29.92514576536461, 3.5860680073669915, -19.482645646751966]"
500,"[21968.353036328856, 12786.473949768897, 20968.37889814399, -17652.45819210454]","[-72.52179718125929, -42.19581460261473, -69.0823195188648, 58.080253613491294]"
501,"[14541.517595868916, 12312.139674294544, 30949.719018338306, 16048.117834974582]","[-48.0218858727892, -40.632165018176345, -101.96586024355322, -52.87909850217479]"
502,"[24156.665445830782, 10030.122893431928, 14451.488927214015, 37085.02118504576]","[-79.78643680905756, -33.11322001848698, -47.62758092086147, -122.19502142248147]"
503,"[24546.168814377434, 13994.946169444229, 5949.071029627863, 27209.05761423755]","[-81.0927101118484, -46.16819862539946, -19.64236818375049, -89.65099374745998]"
504,"[23947.72595658568, 23774.956892325372, 30674.360743028334, 21291.736041837943]","[-79.10403082739518, -78.47074784100217, -101.1653370009943, -70.15689874664335]"
505,"[4316.835643650744, 15689.34832608047, 40535.82963641575, 22892.806687591434]","[-14.291161469873865, -51.820709365177514, -133.70337981738817, -75.48292979806939]"
506,"[-1492.5330651740187, 10661.276644537495, 42573.70765969834, 18798.230417013838]","[4.889326319827408, -35.220251212626614, -140.4934371248979, -61.986199012534286]"
507,"[7236.069970682622, -2672.559763149597, 40742.26279090406, 25292.107941746886]","[-23.97802704425266, 8.818126850179484, -134.50132569243974, -83.39844197442798]"
508,"[7262.039297115628, -8435.24123539224, 19789.44634843953, 20156.748586702648]","[-24.070415756932185, 27.85273618681829, -65.35523713217798, -66.48470745318882]"
509,"[303.3125360685493, -13007.653928388982, 7054.622451936785, -10195.410766781239]","[-1.0414991254406285, 42.98157113130799, -23.322569218661734, 33.707659501711326]"
510,"[2751.927150648431, 2765.978859142543, 19253.27456451077, 7255.214728731251]","[-9.154094059272685, -9.179312403502792, -63.63286953574785, -23.9319985830971]"
511,"[1253.1956779047352, 3883.9238070131664, 8066.569330880491, 33188.71891494264]","[-4.191728105801828, -12.887507715964187, -26.671311873526776, -109.69600071324238]"
512,"[4104.449750716247, 11058.549040983055, 720.5671817559805, 50731.65947300978]","[-13.638397080971671, -36.659886021403, -2.382137101791972, -167.76205657468273]"
513,"[323.68123123930656, 5710.697694442689, -4622.267126131154, 611.4069427601622]","[-1.0946101730478262, -18.94758279738448, 15.294289152737807, -2.0017304954878825]"
514,"[1539.6039862269017, 2575.4983089429415, 28383.748713954592, -91.03393537256302]","[-5.123440100249506, -8.551960098570211, -93.98906962973709, 0.32155857173348473]"
515,"[11284.757657871147, 5565.820120882623, 4855.630347206707, -1242.3411338407998]","[-37.48630878508754, -18.483180808699036, -16.082684819851107, 4.110314590249373]"
516,"[9671.310228111412, -3992.143092944464, -2170.34431574303, -33789.65561188669]","[-32.14060756264238, 13.24792211031893, 7.201216862848018, 112.00320056134649]"
517,"[11639.668360073298, 3105.8219529522917, -421.21863223172227, -19216.514729049362]","[-38.69755075928673, -10.329577625995771, 1.4116699447013707, 63.73962451752639]"
518,"[5235.979023329273, 183.95404805955496, -2041.9267123334448, 5012.789602930112]","[-17.421430874145436, -0.6181435455785006, 6.790684007029087, -16.625827708174853]"
519,"[1729.9161486485511, 631.0374733232524, 1030.6230501254367, 7318.448083346944]","[-5.7550251988728895, -2.1056194987014405, -3.427676316911182, -24.314779661485375]"
520,"[-3181.363229004563, 2202.3663726180416, 1590.8517596621605, 6078.385275583494]","[10.602477614922233, -7.340858138928073, -5.299061946737396, -20.212184570008972]"
521,"[18.874482297499746, 1206.103722454339, 2827.916942985153, -1002.5600912658073]","[-0.06521841738467701, -4.022863532472863, -9.417790089018126, 3.3320343427880235]"
522,"[-2442.3536417503674, 30.29345461090425, 4673.375643282861, -377.41541524421893]","[8.148903647370757, -0.10225317226391403, -15.5724172897388, 1.2579461070497011]"
523,"[2123.3654212303895, 1699.2522034350638, 5440.095497120272, 4216.313060134028]","[-7.099284962165563, -5.67001880220877, -18.14443478683111, -14.04030329564694]"
524,"[349.20582654449635, -162.84281727821298, 3785.7846925595936, -1115.0312505297825]","[-1.1674830744007194, 0.5456785551640169, -12.641511888535234, 3.722254921900703]"
525,"[-2004.1968721902795, 2733.197388898709, 2786.633083148266, 9767.306042715998]","[6.698145201185358, -9.134967824511568, -9.310440182204385, -32.57675845650383]"
526,"[-3268.22279027258, -2858.491578181259, 5592.360682244469, -645.626320181804]","[10.937637194151309, 9.571290103925714, -18.68589241247722, 2.1567480698017265]"
527,"[-884.6120895208439, 493.33983434537066, 6409.850103854169, 11563.589507204586]","[2.9635551070265307, -1.6420806975105036, -21.4358040050835, -38.625916438053515]"
528,"[-2605.395404850431, -822.7840476874359, 2841.0753968654844, 9211.801420866115]","[8.724519744653943, 2.7644781010595785, -9.511556335328086, -30.792229561676077]"
529,"[-940.0297722907059, 2605.1047547070416, 2783.47012959596, 2894.1453569024343]","[3.1484553922339775, -8.725542821349688, -9.327088792261465, -9.67715452850714]"
530,"[427.55042839700945, 2212.90307511683, 3790.119159917225, 5807.995324186135]","[-1.4352330683051753, -7.416588851313578, -12.704997083762605, -19.435324884389708]"
531,"[1536.1630778482286, 3217.088196667403, 5523.34743063006, 1628.9514009280365]","[-5.157344727704342, -10.790953369315119, -18.53134740235737, -5.4517553963742325]"
532,"[1084.3671151275453, -216.10662161986704, 3624.4235578816692, -2031.8478077505522]","[-3.645305547398258, 0.7390809025100185, -12.182530561604773, 6.815079689649179]"
533,"[4165.05774961978, 4093.136838148789, 6544.197459371503, -1082.8193395910905]","[-14.014261771197578, -13.764824748212646, -22.01017122884619, 3.636071134779884]"
534,"[2391.561355567429, 4200.404314839228, 4411.021978337821, 3507.1500359505026]","[-8.05332417466505, -14.144477628123036, -14.850725225595172, -11.774633104081783]"
535,"[6701.054759294682, 3186.415372140835, 3243.3144278545633, 1990.1696969920672]","[-22.56078713265709, -10.733901691118247, -10.929590952841961, -6.6874879153334135]"
536,"[5520.402445630363, 3831.3044006368095, 3664.335176012098, 2574.4637003036905]","[-18.601026237147323, -12.90405838188186, -12.350052841106214, -8.659168292523688]"
537,"[-785.5582018730532, 2876.229619940956, 2817.449583242273, -265.35207985163066]","[2.6544207901150556, -9.699353460839813, -9.5135617175919, 0.8894822463907786]"
538,"[3878.391006832075, 334.85953089911015, 1853.0560078718502, 397.44285846564026]","[-13.097789947904971, -1.1264242873715444, -6.265728136905736, -1.337833945025783]"
539,"[-1549.7657766875075, -353.1309082250811, 3234.5738280536716, 1385.1944061311367]","[5.237807660830033, 1.1942683454768097, -10.927536311863378, -4.661813400341414]"
540,"[-107.89151619733609, -410.0117595872908, 1333.389126498404, 2292.4997488894523]","[0.3625392939501984, 1.3859711796603544, -4.515834349562052, -7.712825599922743]"
541,"[1937.939467476134, -1873.2755247659754, 1785.5912623290315, 1154.2174168013378]","[-6.576981514522686, 6.350583483696671, -6.048290670697578, -3.8910848225440775]"
542,"[-134.5416206857617, 1222.8709337585972, 3295.272791255218, 2633.9359405939217]","[0.46201409621366013, -4.160335978784301, -11.155002657127444, -8.882979339164466]"
543,"[-1455.8936652139892, 5992.829678415343, 5710.013636460443, 457.4413584690496]","[4.972926037669343, -20.448763300894704, -19.41888647397925, -1.5454569863061927]"
544,"[5978.318620930797, 5399.45936859346, 10050.244983171351, 2068.952790296688]","[-20.63356284038334, -18.620963414014945, -34.52357529730061, -7.084184121075427]"
545,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
546,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
547,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
548,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
549,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
550,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
551,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
552,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
553,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
555,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
556,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
557,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
