,a,b
966,"[-214.3531729836223, 84.36443394696688, -90.76609251216243, 345.1868113507471]","[0.7202311510871222, -0.2910139106465524, 0.2877049510711146, -1.17319974213999]"
967,"[-602.0093963890905, -511.0569531387079, 23.380957291380216, -1058.9658850195015]","[2.0286581092847986, 1.7108903514093854, -0.09359581120551168, 3.5496599991052284]"
968,"[-653.7002752219624, -1252.824790753301, 2499.9134974241147, -650.4335257832929]","[2.2092452667008806, 4.220681116606209, -8.43435479973429, 2.1795677435794603]"
969,"[-465.8714294838891, 246.18136125407835, -933.8172514813526, -198.77679914157488]","[1.5746539646189708, -0.8316272323926395, 3.135397743621502, 0.6592322774722952]"
970,"[333.4656258778467, -1133.2434618126067, -1209.0527982615733, -1387.6134319623377]","[-1.1345784716069505, 3.8297519871205417, 4.069511315934886, 4.660848921553222]"
971,"[-276.96532215154457, -180.10498746602843, 170.0972183523865, -951.9945419662936]","[0.9355729192831002, 0.6076079947380845, -0.5828882445186692, 3.1963541613209894]"
972,"[424.08902495074955, 110.55800853038416, -1266.2313667892288, 601.2182567899688]","[-1.4381167367209045, -0.3713209483656538, 4.2388187216435185, -2.035688934511003]"
973,"[27.690946345846637, 1050.2351756013775, 1707.5394979223684, 1070.9696191748542]","[-0.09751663245659675, -3.5298110651329084, -5.731183908481368, -3.6038359419737063]"
974,"[757.1132263928258, 2222.5609592981873, -367.8398802175585, -496.13243508016495]","[-2.5611392454681465, -7.454871345585129, 1.2289155294468765, 1.6565734036877995]"
975,"[262.80771942655355, 2933.8704978376613, -1039.5745996973355, -1011.322439646593]","[-0.906604262947289, -9.855798364732674, 3.4723787846093837, 3.384065824625939]"
976,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
977,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
978,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
979,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
980,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
981,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
982,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
983,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
984,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
985,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
986,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
987,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
988,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
989,"[1459.7621471966029, 1423.6079898716498, -3494.4058667111653, -13928.380613279076]","[-4.856172100935452, -4.717509806632479, 11.577522980462788, 46.18104552115057]"
990,"[-1114.732546805619, -538.6256473784015, -3003.02190173181, -9438.257599725137]","[3.701005142322874, 1.7960306160521298, 9.988107967261577, 31.381551137889847]"
991,"[2991.629866571381, 178.39197545695836, -274.46059529512706, 453.7621356158002]","[-9.972488290213542, -0.5875278699044247, 0.9167747003402673, -1.5229667330885224]"
992,"[100.55868792609999, 566.7716911737361, 1492.8126628437444, 5971.472106367404]","[-0.34455056959046876, -1.876745187451617, -4.9743019665916215, -19.882037817896588]"
993,"[-4418.896135307096, -2281.843492540511, 1515.195842917808, 13895.684424185603]","[14.719972371168017, 7.601698528533998, -5.060580139101308, -46.297211597463054]"
994,"[-6736.061416540393, -4330.127123453688, 4820.265792524503, 14356.7111722024]","[22.462976876085463, 14.429919062282991, -16.08840824446012, -47.85589488537297]"
995,"[-6353.792890775857, -2139.7645606540727, 4590.62051184163, 3032.6829487811574]","[21.201924459903616, 7.13380502249513, -15.323288636965406, -10.110254575863623]"
996,"[-2986.0246228493256, -3661.5869735353103, 6114.07082634487, 3885.350298968647]","[9.966097293128671, 12.218166525059356, -20.41110232553182, -12.964738665349728]"
997,"[-5611.887794119604, -149.1397946044015, -5109.296837361177, -5957.517125225536]","[18.759756699470095, 0.4989848859915156, 17.08085893373994, 19.886068485143092]"
998,"[-7303.228312059263, 1671.4764494641843, 2249.467331226645, 1047.236086972651]","[24.435496049619225, -5.58082086359867, -7.535934316608011, -3.5052090857142364]"
999,"[-3903.4469482230425, 1705.5619077037725, -1254.705519742545, 107.67224449907116]","[13.066464486559234, -5.705368469298502, 4.185692947460689, -0.379116699845482]"
1000,"[2490.4521273716664, -130.26394275627325, 1104.0281625086686, -292.6746593080342]","[-8.338678232943103, 0.4282485741464897, -3.707459510073124, 0.9597268712201396]"
1001,"[-1505.7100434527733, 1385.6890804288162, 1629.3986171700062, 946.254776781526]","[5.043064733482823, -4.639888604069922, -5.468929377274499, -3.1929455874207715]"
1002,"[-689.7272256262993, 2465.5250647674716, 1240.8046906289749, 2214.7087289585734]","[2.310655264197467, -8.27224757122577, -4.1726090420254085, -7.446201555775293]"
1003,"[-277.4559985057521, 2595.1997542674903, 1606.3448815208803, 212.35423196303378]","[0.9247544746009967, -8.697605705927023, -5.401686991448449, -0.730452693972913]"
1004,"[-1155.146665875949, -1791.0401929162992, 522.9672902329534, -626.7174295784072]","[3.8831916257481462, 5.990374574208773, -1.7657044146430105, 2.0833764378020048]"
1005,"[-264.95912529750666, 2173.5077788003887, 453.0670391571684, 1329.4769713250173]","[0.8905430398676926, -7.307923797366307, -1.530738982439504, -4.45256880993166]"
1006,"[939.3112555030257, 2071.72604996755, -1014.5221942675639, 7488.496646072653]","[-3.1592230718324075, -6.960794815663715, 3.376841982656333, -24.993003349077956]"
1007,"[80.43567534233318, 3298.39193966199, -2819.5711035973927, 2764.5797963234895]","[-0.2729541840219089, -11.037049193608913, 9.393735201211271, -9.237224418519949]"
1008,"[1414.5190613099187, -91.51808502670158, -5087.528330167734, -11826.152844671498]","[-4.743006364298431, 0.2771614020742503, 16.93070331674296, 39.256912791638314]"
1009,"[-1962.9440385096393, -4874.041739825799, 706.7510121600267, -2604.2586721120874]","[6.542090826260617, 16.246303179386793, -2.3408488540217514, 8.640112135323683]"
1010,"[-8396.979346467284, -10163.215845246656, 3394.4849824755433, -2226.8485403165632]","[28.059693042572075, 33.865662949910806, -11.266318170532598, 7.386644027116644]"
1011,"[-10535.539471314547, -7958.41799245944, 27354.39182388597, -4013.295181188526]","[35.18742181568558, 26.52499538381839, -90.92930528152004, 13.324097989341329]"
1012,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1013,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1014,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1015,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1016,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1017,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1018,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1019,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1020,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1021,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1022,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1023,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1024,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1025,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1026,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1027,"[5182.188452889777, 1608.6909887488655, -2454.7701217307517, 2337.94168749568]","[-17.31984506499715, -5.368607372425215, 8.132040936010307, -7.8234373942785025]"
1028,"[-826.862227090075, 4058.4928074565596, -971.0368569835593, -2247.1037540974776]","[2.7740893847938306, -13.49825747231761, 3.2066571685997483, 7.460124779081372]"
1029,"[-1512.6450444608602, 2253.2866321019133, 2776.585290376891, -5004.843961687017]","[5.06611986787878, -7.498071220967166, -9.204536717188798, 16.628917182114893]"
1030,"[5172.133482345712, -4583.69797746603, 4087.5983250750364, -2082.8028036176365]","[-17.136700662610174, 15.153613643581377, -13.532596621521787, 6.914253527319227]"
1031,"[19783.51920209316, -2975.6098899956114, 2466.143625251673, -598.4010998971374]","[-65.50156428336426, 9.82911446525632, -8.150254175573464, 1.9682405909313885]"
1032,"[14546.780720589024, 13562.188015863656, 13741.566692978138, -380.51888422643015]","[-48.11973639920131, -44.91875311794253, -45.44188917414817, 1.2427042131964414]"
1033,"[34833.311425466505, 4540.474556968929, 21425.041748356856, 1002.2878796399143]","[-115.13839391597568, -15.043989620988317, -70.8665797016433, -3.3566773187064904]"
1034,"[30539.786904938544, 13424.508742965068, 17250.02139947267, 1506.2699304647535]","[-100.92443874544084, -44.43823153015713, -57.06346342953885, -5.020248178968299]"
1035,"[22077.097230717154, 18936.44076640252, 20047.76968151438, 5470.045515126797]","[-72.99709230042822, -62.679952562729774, -66.31966919777511, -18.140534727604262]"
1036,"[15973.04697464196, 32267.27679822065, 10656.50502877535, 8818.987288874469]","[-52.78585042988191, -106.73969655351075, -35.23648940785216, -29.21957784143101]"
1037,"[6395.129111999188, 21079.638043052273, 24236.85215959463, 19655.001086988414]","[-21.110776582072308, -69.74677762906146, -80.18206685773757, -65.13317558607332]"
1038,"[2106.887512918227, 23920.80290831033, 20015.79083944153, 14202.777352642855]","[-6.932469795688605, -79.20200027535422, -66.26334251717608, -47.04875430150818]"
1039,"[3289.860618342663, 24598.16372314835, 24510.54547180731, 8970.416771681097]","[-10.872771371273295, -81.4228593221463, -81.17846215608597, -29.72063332335807]"
1040,"[1606.881037429885, 5926.880654941391, 18848.42684455532, 2566.0619263739327]","[-5.299580817765258, -19.623865885232796, -62.432462263801064, -8.511696059907065]"
1041,"[14922.243130714207, 12435.251306210868, 15631.908469832659, 2115.599304326005]","[-49.3964185796837, -41.149272174947804, -51.79051766669058, -7.022187645515858]"
1042,"[10774.44357207148, 14484.504339433397, 12251.330060046972, 4951.859400687537]","[-35.65370808525867, -47.945272567947384, -40.59185546263489, -16.377192993136227]"
1043,"[9373.861390606746, 21766.283902937805, 17646.219750498152, 4037.1372101842317]","[-31.006900042952626, -72.04011182339707, -58.45657337563747, -13.348013749008556]"
1044,"[5747.688877630809, 14114.551753002697, -47.28464568491666, -1377.4546742039374]","[-19.017418529844818, -46.68335650443727, 0.16076045573829106, 4.585997322279669]"
1045,"[-3105.0505886300884, 17396.306944564185, 5237.397341056508, 515.8200934977018]","[10.274275685901937, -57.54671840711123, -17.346850432202622, -1.652022526772007]"
1046,"[-232.75899642511234, 11820.79012965932, 8834.219698807334, -421.6960061151692]","[0.7889433139496628, -39.06860518849528, -29.244777903766654, 1.4592415415806115]"
1047,"[-3137.328018121594, 528.7386932160829, 12163.750813852264, 10679.955077722829]","[10.402825074809813, -1.7171649751123532, -40.22400669303678, -35.276293034979574]"
1048,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1049,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1050,"[8536.703341839284, 9653.36908230701, 14235.556418023303, 9159.98786614472]","[-28.2535255783635, -31.937561208884137, -47.053428042351214, -30.304591717892617]"
1051,"[12899.390965756977, 13784.786644540074, 9933.64379187485, 8095.688035561258]","[-42.62970582373918, -45.54615537968996, -32.81008604752964, -26.843161760904337]"
1052,"[10381.754429955394, 11216.22399391757, 9223.317294173621, 7246.209987584306]","[-34.31018812094889, -37.07695568050202, -30.43682062239613, -24.00027154057197]"
1053,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1054,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1055,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1056,"[5996.987768060347, 6468.2834432575555, 13389.217892340746, 4379.630394207768]","[-19.82145183638039, -21.398762795626634, -44.19449119271016, -14.44758567506285]"
1057,"[7020.373768363101, 2156.167007199758, 20014.223419290043, 8727.032436584997]","[-23.19723454545458, -7.168797028329643, -66.09860883176702, -28.883092782395725]"
1058,"[6956.391349879134, 3648.3841109055656, 16558.016590653708, 12440.741732253065]","[-23.001660058094878, -12.084523599861878, -54.70170669677229, -41.17821463591606]"
1059,"[-90.31522538733964, 1867.9023644254498, 12022.484114781288, 8511.120163381433]","[0.2865356235220348, -6.235560681241362, -39.7602522933103, -28.14266888955522]"
1060,"[-3333.5574595314342, 3421.8112551524905, 15413.696098208618, 11446.464938774257]","[11.020208655164513, -11.348301383650234, -50.899842529012886, -37.7966158422324]"
1061,"[6448.27327339021, 7409.485747564952, 20074.01798466952, 9501.849077760977]","[-21.346829230376688, -24.5415509952275, -66.26036616311976, -31.36244649837311]"
1062,"[17194.270849804878, 10562.435536295221, 18714.266066108605, 8140.2803543656855]","[-56.944828477670995, -34.974557344403046, -61.796086181069086, -26.895856609899546]"
1063,"[15638.772671260007, 10264.63951796798, 12593.269777859305, 5364.683915103458]","[-51.755055545055846, -33.94419770057473, -41.59572508435263, -17.736668975344184]"
1064,"[22779.495515419752, 4966.621719054196, 1548.409064828751, 14509.744557959413]","[-75.37827267000146, -16.436186831953492, -5.152387136344891, -47.91158424131705]"
1065,"[11900.87699599064, 8279.462191135535, 7813.4895555009125, 18061.2370254308]","[-39.365816855157185, -27.36326723470885, -25.824869066221318, -59.613741613413964]"
1066,"[676.3893324934852, 15565.350668532297, 10333.491307676273, 14596.826823949054]","[-2.22323838947239, -51.37154044898798, -34.11868572294899, -48.162289630736936]"
1067,"[2416.4465458525588, 22337.55459352217, 17184.286232818624, 27245.7488526473]","[-7.9759936647165866, -73.71373122438919, -56.69227145813894, -89.90044538295929]"
1068,"[11585.37640239637, 13134.301387686713, 23055.79892075307, 16063.586386429577]","[-38.25261700469464, -43.35934203444429, -76.06129139582119, -52.952608452695436]"
1069,"[5642.831483074672, 14261.55438788588, 34132.73080308628, 9462.33720748873]","[-18.61895177873398, -47.030403746802556, -112.52321949720881, -31.17067299452265]"
1070,"[8686.32455316284, 13487.93627744923, 33223.747116560786, 35417.51942055948]","[-28.636996603849337, -44.478881831109874, -109.4572364363362, -116.79885395617916]"
1071,"[8066.737548306232, 28166.11651166165, 25039.327167579337, 21511.643949669015]","[-26.58115063404773, -92.87813749252943, -82.52599523312456, -70.94432316248783]"
1072,"[22492.731896495865, 11720.524007870423, 9930.378537553412, 22761.618105432135]","[-74.10863915998164, -38.652359406453236, -32.69901492062649, -75.02057102607299]"
1073,"[16553.08505079634, 12071.767958615837, 28566.218553516283, 19430.71080590072]","[-54.50017258968066, -39.80850616709281, -94.03712726792601, -64.03036892388363]"
1074,"[10784.62045179592, 4868.3409525705065, 13070.375759721881, 11365.457150034337]","[-35.496964240375235, -16.03678390682591, -43.04403192566175, -37.43695402665116]"
1075,"[14901.79083784811, 18706.852406671525, 17154.243708398895, 4671.318592177712]","[-49.06031051500066, -61.6038481260857, -56.47656029123005, -15.384084057498374]"
1076,"[25356.173190737132, 12297.055425575556, 11273.114106712286, 5221.586959370839]","[-83.51205250120336, -40.51109114539279, -37.12109408459067, -17.1941263107049]"
1077,"[20236.000022773507, 1208.7716152601308, 8190.351237928713, 20100.60007235966]","[-66.67705533437795, -3.974890949127749, -27.016300908816444, -66.29735905709454]"
1078,"[22960.02817691537, 7986.826898191329, 12877.29474977649, 17787.1899621013]","[-75.65711616853925, -26.342432490933497, -42.472464355842334, -58.675952978227414]"
1079,"[8444.784896025874, -6061.2760896293385, 14269.203980605414, 17442.959580449886]","[-27.83332037800643, 19.992603796364957, -47.07035704330612, -57.53467995011548]"
1080,"[2323.808073342099, -3330.448752918648, 22092.713219424895, 25369.596560542854]","[-7.653653361544184, 10.984441026795853, -72.89501121960397, -83.78111181153963]"
1081,"[-3871.209551602986, -3310.0144512302013, 22896.197503691696, 4794.027028085828]","[12.824358572313518, 10.939799030743973, -75.61263886329405, -15.822737562960173]"
1082,"[-17187.084662482073, -5080.952122487005, 13265.248682448695, 1682.8925053065402]","[56.86016672009198, 16.81121605757727, -43.7826204427671, -5.534035516967142]"
1083,"[-7592.237168228976, -3776.1935371464, -2336.8777536701323, 1162.5073038651904]","[25.1436579077959, 12.499577568047632, 7.731246797727877, -3.826873853106258]"
1084,"[860.8030231721532, 5198.630227059446, -11493.68661256938, -1152.7967023542758]","[-2.8311126075706268, -17.187030243288312, 38.02453036500224, 3.8462774836009777]"
1085,"[-736.9551286086419, 3864.169672287878, 4451.972778816468, 19455.193186222037]","[2.481132277403965, -12.798473188961218, -14.739142329165908, -64.41418815492845]"
1086,"[-287.23467962923365, -733.175663938224, 4222.535595504075, 11426.858259621707]","[0.9958669770527422, 2.442601645739109, -13.993543675171763, -37.84950645871083]"
1087,"[-11168.845781573973, 4555.084344122278, -3259.9307112467923, 20122.42751821432]","[37.08569489881347, -15.08576347261282, 10.790812739463261, -66.74815437776493]"
1088,"[2445.67727105473, 4717.57277117137, -1410.311057328456, -13525.562890329886]","[-8.070291516793956, -15.656258186934272, 4.66779981297385, 44.88422602831103]"
1089,"[-548.1103517747212, 1769.2055848209477, 1270.4149009126031, 2889.6645094189334]","[1.8476596290309308, -5.89073526663657, -4.224533064920353, -9.60801810296044]"
1090,"[1534.7339871928848, 277.5121940975372, -284.4907985503281, 12670.70553363878]","[-5.072458639616824, -0.9418282597881801, 0.9282766873787803, -42.10541577432665]"
1091,"[-1984.6477521376212, -526.9286161648533, -7091.699407161406, -9198.628694161613]","[6.598616595194252, 1.7321906365730952, 23.508129848121357, 30.549627228505123]"
1092,"[1876.906960535818, -403.1662646436492, 340.7339344835025, -3088.6573669593417]","[-6.235222558703698, 1.3254169240054154, -1.1513859932407609, 10.257870893230136]"
1093,"[2884.5321699785736, -854.3096010473676, 1365.4969534729764, -3010.4605232148374]","[-9.588171857981523, 2.835807721183366, -4.559712716142382, 10.007808116659284]"
1094,"[2953.2807373231008, -8924.25905442444, -1640.2999243231332, -5244.126752028765]","[-9.828689573115513, 29.719051970035917, 5.41773787274092, 17.460457416559816]"
1095,"[-45.51411305922175, 2796.4430685005937, 1219.7823548694848, -2465.495435560632]","[0.16208169062950722, -9.308075385744521, -4.088555299334769, 8.198346735927956]"
1096,"[972.2518928827434, 4051.023913957118, 692.5597819465571, -1044.5090193404096]","[-3.2332655296845645, -13.495090221301803, -2.3285781205611857, 3.4622633025992378]"
1097,"[7269.865697271882, -3225.9846798336985, -1881.923734859667, 2683.4060783314535]","[-24.24236941616216, 10.759817186167826, 6.258452096567944, -8.963684464713777]"
1098,"[2157.1936702982334, 2962.1062090117653, 621.7585039854055, -284.8559298665656]","[-7.193394613054075, -9.882370165902904, -2.0791713227251147, 0.9412869560533469]"
1099,"[5433.847377475923, -2588.619360265453, 3665.9137170365343, -265.47359231150483]","[-18.135036979910105, 8.647911386276858, -12.238658014314073, 0.8784586095852773]"
1100,"[1957.2284127453424, -780.453404524502, 4569.132687290652, 439.39696877327566]","[-6.540917969458172, 2.6075532635611895, -15.256667759418189, -1.4692603831810724]"
1101,"[-2.1992441689571796, -3239.0349088528833, 410.82901343704106, -9.702439405139424]","[0.000931023041708898, 10.809958865664688, -1.3910597589258569, 0.026861928607824527]"
1102,"[-1243.13453202294, 924.8983351996642, -3165.2572636219074, 1071.2624050593422]","[4.139037434016403, -3.0988191884318375, 10.522281319658767, -3.5867621350295296]"
1103,"[-201.47207479619829, 1612.25731345853, -338.06160847242774, 1210.667666803202]","[0.6636455199718675, -5.392834571170943, 1.1087967777654306, -4.051572298193906]"
1104,"[-440.24712613309975, -568.651331314766, 856.9492201253022, 1237.4386440577546]","[1.4606032737396175, 1.8814029913183652, -2.886017187686635, -4.142307974639505]"
1105,"[-413.13120463758094, -841.9104890271288, 100.75519808743954, 1131.4580552708026]","[1.3765051496433438, 2.7933593074811336, -0.35653295379997374, -3.7852379960467175]"
1106,"[240.09058278506163, -49.906310254855214, -3.383051243446889, 3.1630624318404914]","[-0.8031829094430026, 0.15325989970897097, -0.006145670951637076, -0.014062138921052887]"
1107,"[1077.9669175490344, 2258.6244688368697, 711.1729667694949, 527.9181425671547]","[-3.617178215933545, -7.5643823149582206, -2.390568613368371, -1.7605751143063182]"
1108,"[-371.8032529800859, -1110.5188619953403, 3329.0277428497498, 386.997843286181]","[1.2413169229052787, 3.702090808667391, -11.12570265245616, -1.2899020022762573]"
1109,"[-2232.397990874026, -301.5139837320589, 657.6035941158353, 1712.577109193245]","[7.469087093123638, 0.9940792298898581, -2.212810834500746, -5.718608603756327]"
1110,"[803.3754485777653, -76.0369796566354, -182.74199255688447, 83.43404315722539]","[-2.697557541522683, 0.23920692411537153, 0.5989033852058023, -0.28265923470123544]"
1111,"[3457.0177085505366, -312.8523589615731, 938.3117192113177, -659.3998370757167]","[-11.565113541712496, 1.0318397431861306, -3.14337135148983, 2.193562741596597]"
1112,"[4588.251562376305, 26.20677210613011, -69.82394133284745, 1531.893214682062]","[-15.340744462581963, -0.0966422503806671, 0.2304031182323726, -5.136561534853454]"
1113,"[-5278.627101691869, 6107.900258108635, 1323.1684264074634, -1118.7799417057743]","[17.633504651544612, -20.37768438414245, -4.42190784685327, 3.7340503442212603]"
1114,"[-231.55364531942595, 1717.6146068524292, 993.1316712165477, -4628.221913942132]","[0.7702168067533293, -5.72720754990588, -3.32831054383613, 15.455045261976508]"
1115,"[3538.050314111705, -399.5496682839014, 4274.0109009349735, 1462.3672531374377]","[-11.813256191137912, 1.3387592879518389, -14.27740679198241, -4.893948953147904]"
1116,"[-1583.3315254475956, -442.2324864708714, -1385.0250256518582, 1841.1047759181054]","[5.286903441464634, 1.4795288544981766, 4.620245489538599, -6.145578750703116]"
1117,"[3992.040323739161, 2603.0290421614636, -5998.797915805646, -7449.282027729533]","[-13.331446632004505, -8.693339873769483, 20.04961834278574, 24.8453180807841]"
1118,"[1944.5007388227841, 5566.444649883726, -1845.2526167052417, -5576.14960908249]","[-6.5097236232116025, -18.581289555032956, 6.160238843550941, 18.600191170767566]"
1119,"[1242.395573448206, -270.1958632349586, -1025.2798383904785, -6481.025533222512]","[-4.183532076587114, 0.8887884035729786, 3.435659953756234, 21.631300517281016]"
1120,"[5067.720778048507, 8552.09498037192, 13132.451253656072, 990.3356253972702]","[-16.93804711324286, -28.53801238608812, -43.76221016327565, -3.3151347323563436]"
1121,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1122,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1123,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1124,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1125,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1126,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1127,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1128,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1129,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1130,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1131,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1132,"[2476.0662938308, 1352.5622170498311, -2833.0088798751704, -6485.576173751545]","[-8.22742401255053, -4.473378174777315, 9.371666769210423, 21.49314209196956]"
1133,"[-11.898091044211027, -2378.420113264771, -2282.8832377499702, -7409.757944884247]","[0.027934971292696873, 7.92166515608858, 7.589747997173656, 24.619763604242543]"
1134,"[-1239.9468068991644, -877.0746296221454, -3394.9834782501575, -4332.34987480115]","[4.108077162913705, 2.9219893152834993, 11.281586366804566, 14.374046243417405]"
1135,"[-8581.632494825637, 2111.7314404004674, 326.1013522439801, -1238.9544550534067]","[28.495334788696944, -7.00991407606199, -1.0878297597744244, 4.090389557866389]"
1136,"[5995.907872298328, -5449.700704249802, -6197.235575381535, 2034.6365779120167]","[-19.940510646879954, 18.11371965241534, 20.571854429722464, -6.800559250558253]"
1137,"[-11867.146416783677, -10088.682029497317, -19475.024712964347, 4318.181412980175]","[39.44595583080985, 33.52498962486588, 64.68735055557254, -14.407962189026422]"
1138,"[-2191.969149192184, -11151.362483164023, 5593.6191297879095, 4800.469497804295]","[7.2772500078944615, 37.06230025335415, -18.61788395657581, -16.001010971688544]"
1139,"[-1389.1993532982412, -2815.3435578307767, -1179.588627353572, 2421.8800188535224]","[4.6045346262210565, 9.357128154092324, 3.8835539860854214, -8.072132080167757]"
1140,"[-1043.0329952237034, 17285.911006063867, 6655.032425826119, 3616.2254172969792]","[3.4562934393042153, -57.42110449966234, -22.188443875733526, -12.060027525167559]"
1141,"[-15090.284651916478, 1320.8269954153836, 9915.623943037286, -5428.494476889935]","[50.25983215148804, -4.39708802684722, -33.01365683169327, 18.082288880350966]"
1142,"[-5658.206049607279, 2922.072275695616, 2772.6215965863594, -2009.4487339639645]","[18.872411090554394, -9.711076665853355, -9.261727134109648, 6.688254749439094]"
1143,"[-7976.965948529585, 735.2764365908077, 5017.645283401909, -2118.749171691566]","[26.636846520485452, -2.463246000544807, -16.737962378437302, 7.043135322577021]"
1144,"[-1300.0514921655263, 2144.541747092259, 2561.0698688697744, -940.0815301846595]","[4.335572345403663, -7.150463586100246, -8.547854764171873, 3.1109785852441085]"
1145,"[-13227.586213898228, 13904.593434533223, 5585.532443520007, 642.5778908019023]","[44.135555353145676, -46.29355327450527, -18.630195721325848, -2.170620553143663]"
1146,"[-1501.90953605626, 4994.241644232966, 2716.644867513748, 11208.781383657826]","[5.007027015324869, -16.671258102305508, -9.072612528935387, -37.36629472087637]"
1147,"[2951.240933789434, 2909.4942057131607, 2203.8594791785144, 8062.199979388052]","[-9.866989594999847, -9.712743342986071, -7.371077730284345, -26.88362674692279]"
1148,"[3004.398170690215, 364.7651410191385, 2453.690048678502, 9581.305003607213]","[-10.03714254663881, -1.24082279922497, -8.19969405234086, -31.902343770507]"
1149,"[-1631.7156971841, 3535.001794943635, -930.9625633299686, 7188.557945494162]","[5.452362332875422, -11.820158851505019, 3.075370267659298, -23.9216310565193]"
1150,"[1871.2326328617337, 1911.3939709486967, -4979.11970208807, 7481.978839498035]","[-6.262218081628849, -6.413910923140405, 16.56345604573409, -24.879430173747455]"
1151,"[794.9574396988922, 2099.9529267803528, -4010.829821926703, 8043.950341389128]","[-2.665672889274367, -7.027572709597084, 13.34629194091108, -26.71678595360196]"
1152,"[-2090.5882515700387, -2695.583969323609, 2739.920560478897, 5298.920234851345]","[7.028478633516785, 8.97468978947108, -9.087193054862576, -17.58951318825346]"
1153,"[-3776.090507266678, -7473.302223116103, 1486.3512685925455, 6338.519127828091]","[12.639776788901237, 24.88202541657289, -4.919022407172991, -21.03452867731153]"
1154,"[-520.8251852116151, -12100.60540119381, 52.657511929244514, 3133.56649825104]","[1.7447940003404727, 40.26154236328652, -0.15113461556788219, -10.400092375320133]"
1155,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1156,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1157,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1158,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1159,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1160,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1161,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1162,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1163,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1164,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1165,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1166,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1167,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1168,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1169,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1170,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1171,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1172,"[2355.577466614023, 3586.1065786609443, 535.3571842849409, 1471.444667643958]","[-7.8575991793941125, -11.939486895757964, -1.7714564755596187, -4.936848991859772]"
